breakpoints,primitives,p_bp,q_bp
0,moveabsj,"[array([ -11.96185667, 2258.07493864, 1848.53788045])]","[array([ 1.36509805,  0.42293528, -0.6380976 ,  0.73863643,  1.08654758,
        1.05094824])]"
1665,movel,"[array([  28.27410757, 2251.67005951, 1819.63345852])]","[array([ 1.34936085,  0.42330744, -0.62838588,  0.71887493,  1.10009222,
        1.04257089])]"
3332,movel,"[array([  72.06588089, 2240.38756865, 1798.97239775])]","[array([ 1.332342  ,  0.41934206, -0.61898613,  0.69650788,  1.11211087,
        1.03516257])]"
4999,movel,"[array([ 113.40933206, 2225.31638283, 1778.89797864])]","[array([ 1.31599398,  0.41439896, -0.60947828,  0.67358041,  1.12716157,
        1.02627057])]"
6665,movel,"[array([ 151.27173017, 2207.40882814, 1759.68688957])]","[array([ 1.30066991,  0.40850601, -0.59932083,  0.65139102,  1.14399059,
        1.01725003])]"
8332,movel,"[array([ 184.13504681, 2187.74149425, 1740.5290651 ])]","[array([ 1.28685922,  0.40210614, -0.58790616,  0.6313517 ,  1.16201043,
        1.0090475 ])]"
9999,movel,"[array([ 211.71624028, 2166.9219897 , 1721.85626213])]","[array([ 1.27464817,  0.39508523, -0.57502047,  0.61398376,  1.18040084,
        1.00238697])]"
11665,movel,"[array([ 235.00788836, 2144.93491187, 1705.00149089])]","[array([ 1.26371134,  0.38688334, -0.56092011,  0.59873626,  1.19847091,
        0.99745909])]"
13332,movel,"[array([ 254.95786867, 2121.65815502, 1690.70415037])]","[array([ 1.25373   ,  0.37714074, -0.54587104,  0.58497399,  1.21598641,
        0.99412819])]"
14999,movel,"[array([ 272.05189196, 2097.15351903, 1679.03498101])]","[array([ 1.24453312,  0.36580476, -0.53001175,  0.57241165,  1.2329127 ,
        0.99224745])]"
16665,movel,"[array([ 286.70361148, 2071.51090932, 1669.86344586])]","[array([ 1.23596526,  0.35290032, -0.51341427,  0.5608708 ,  1.24924413,
        0.99170463])]"
18332,movel,"[array([ 299.32533943, 2044.7749932 , 1662.96045562])]","[array([ 1.22785404,  0.33845203, -0.49606691,  0.55022296,  1.26498978,
        0.99243964])]"
19999,movel,"[array([ 310.21093445, 2017.06478817, 1657.99797412])]","[array([ 1.22005688,  0.32254331, -0.47790424,  0.54048596,  1.28011042,
        0.99447392])]"
21665,movel,"[array([ 319.79652428, 1988.42709474, 1654.75511569])]","[array([ 1.21237053,  0.30518864, -0.45886397,  0.53160784,  1.29451444,
        0.99785385])]"
23332,movel,"[array([ 328.84748831, 1958.70137026, 1653.25602276])]","[array([ 1.20445894,  0.28622649, -0.43891822,  0.52330059,  1.30806614,
        1.00261356])]"
24999,movel,"[array([ 338.10957863, 1927.76515602, 1653.46208358])]","[array([ 1.19596601,  0.26552326, -0.41800845,  0.51535504,  1.32057551,
        1.00884998])]"
26665,movel,"[array([ 347.93528754, 1895.67359768, 1654.91001305])]","[array([ 1.18661413,  0.24312026, -0.39585134,  0.50798931,  1.33187651,
        1.01682639])]"
28332,movel,"[array([ 358.53126445, 1862.51744658, 1656.93514776])]","[array([ 1.17611701,  0.21910878, -0.37200207,  0.50164743,  1.34182173,
        1.02691194])]"
29999,movel,"[array([ 370.43579175, 1828.33202888, 1659.07876835])]","[array([ 1.16405824,  0.19353316, -0.34616315,  0.49656997,  1.35018113,
        1.03940011])]"
31665,movel,"[array([ 384.36256918, 1793.1442859 , 1660.90617418])]","[array([ 1.14994385,  0.1664864 , -0.31814486,  0.49288964,  1.35672043,
        1.05448968])]"
33332,movel,"[array([ 400.62711052, 1757.20685105, 1661.57405263])]","[array([ 1.13342395,  0.13837843, -0.28773958,  0.49101502,  1.3613812 ,
        1.07226869])]"
34999,movel,"[array([ 419.26251396, 1721.06131315, 1660.08625951])]","[array([ 1.11438993,  0.11000554, -0.25506488,  0.49128252,  1.36430099,
        1.0924368 ])]"
36665,movel,"[array([ 440.64646289, 1685.15568921, 1655.85966322])]","[array([ 1.09281123,  0.08220906, -0.22076574,  0.49329029,  1.36568705,
        1.11422842])]"
38332,movel,"[array([ 465.58679021, 1649.66894126, 1648.80035227])]","[array([ 1.06864634,  0.05566535, -0.18581649,  0.49593047,  1.36566099,
        1.136687  ])]"
39999,movel,"[array([ 495.24996065, 1614.5934066 , 1639.2848566 ])]","[array([ 1.04181208,  0.03084177, -0.15136775,  0.4976764 ,  1.36402461,
        1.15897523])]"
41665,movel,"[array([ 530.27580435, 1579.99370597, 1627.55824107])]","[array([ 1.0124459 ,  0.00820748, -0.11830157,  0.49741057,  1.36047456,
        1.18057163])]"
43332,movel,"[array([ 569.37765107, 1546.3449238 , 1613.09023424])]","[array([ 0.98144748, -0.0114713 , -0.08687044,  0.49526602,  1.35528633,
        1.20108664])]"
44999,movel,"[array([ 611.95314715, 1513.8126842 , 1595.81482476])]","[array([ 0.94939346, -0.02787395, -0.05720225,  0.49119139,  1.34831944,
        1.22049553])]"
46665,movel,"[array([ 657.32390026, 1482.48921235, 1575.63413158])]","[array([ 0.91689841, -0.04079379, -0.02928935,  0.48516162,  1.33945992,
        1.23884471])]"
48332,movel,"[array([ 703.52375471, 1452.59310683, 1552.21726352])]","[array([ 0.88495498, -0.05008685, -0.00276052,  0.47795175,  1.3292793 ,
        1.25608743])]"
49999,movel,"[array([ 746.40187227, 1424.13509282, 1525.05428073])]","[array([ 0.8553605 , -0.05581905,  0.02282991,  0.47037265,  1.32019608,
        1.27119329])]"
