breakpoints,primitives,points,q_bp
40000,moveabsj,"[array([1338.437757  , -488.19272172, 1237.29970207])]","[array([-0.63043308, -0.0151675 ,  0.23185551, -2.46717983, -1.44662928,
        2.40749524])]"
41000,moveabsj,"[array([1350.40875367, -498.0374813 , 1244.79285191])]","[array([-0.63627294, -0.01329123,  0.22642943, -2.45434264, -1.43500819,
        2.40962012])]"
42000,moveabsj,"[array([1363.72585043, -508.39335642, 1252.57591027])]","[array([-0.64162063, -0.0113311 ,  0.22071176, -2.44134012, -1.42148103,
        2.41123983])]"
43000,moveabsj,"[array([1378.05892754, -519.42101368, 1260.3259093 ])]","[array([-0.6465346 , -0.00920005,  0.21484204, -2.42853736, -1.40621674,
        2.41229027])]"
44000,moveabsj,"[array([1393.33818334, -531.32965562, 1267.88870548])]","[array([-0.65105724, -0.00684085,  0.20886012, -2.41611964, -1.38911784,
        2.41268672])]"
45000,moveabsj,"[array([1409.73978072, -544.38380907, 1275.22172296])]","[array([-0.65519062, -0.00419327,  0.20273003, -2.40414211, -1.36981264,
        2.41230599])]"
46000,moveabsj,"[array([1427.09356084, -558.72285128, 1282.10441131])]","[array([-6.58966356e-01, -1.16372329e-03,  1.96524943e-01, -2.39280802e+00,
       -1.34836362e+00,  2.41109851e+00])]"
47000,moveabsj,"[array([1445.05788128, -574.30348576, 1288.35357369])]","[array([-6.62427915e-01,  2.30500938e-03,  1.90343501e-01, -2.38227269e+00,
       -1.32514980e+00,  2.40911534e+00])]"
48000,moveabsj,"[array([1463.45507829, -591.04800556, 1293.93487221])]","[array([-0.66559002,  0.00623295,  0.1842197 , -2.37254292, -1.30041596,
        2.40641432])]"
49000,moveabsj,"[array([1480.75013876, -608.66576896, 1298.2268963 ])]","[array([-0.66880265,  0.01056604,  0.17853693, -2.36428029, -1.27592849,
        2.40328267])]"
50000,moveabsj,"[array([1496.99359137, -627.73683401, 1300.86975552])]","[array([-0.67221831,  0.01542117,  0.17329334, -2.35777933, -1.25125051,
        2.39950792])]"
