primitives,points,q_bp
moveabsj_fit,"[array([ 659.03617319, -773.36457826,  610.26058137])]","[array([-1.00723938,  0.09798627, -0.01736025,  2.87374935,  1.36248617,
       -0.03396772])]"
movel_fit,"[array([ 640.77869166, -620.57863998,  554.32181945])]","[array([-1.01486281,  0.02978404, -0.18138008,  2.72560102,  1.44633067,
       -0.25281196])]"
movel_fit,"[array([ 638.63363529, -566.02302593,  540.89396183])]","[array([-1.00585111,  0.01124608, -0.23117073,  2.68048906,  1.47635282,
       -0.35272105])]"
movel_fit,"[array([ 640.38588889, -510.35368023,  533.23496166])]","[array([-0.99290049, -0.00657767, -0.27690733,  2.63287259,  1.50522892,
       -0.44793646])]"
movel_fit,"[array([ 645.55531945, -454.42561349,  530.9303825 ])]","[array([-0.97417397, -0.02629282, -0.31967947,  2.58576615,  1.5299467 ,
       -0.53608747])]"
movel_fit,"[array([ 653.49968283, -398.83088982,  533.26609372])]","[array([-0.94878826, -0.04951987, -0.3596507 ,  2.54075715,  1.54882258,
       -0.61621916])]"
movel_fit,"[array([ 663.53219798, -343.88366914,  539.39893886])]","[array([-0.91396479, -0.0728356 , -0.39149044,  2.50163377,  1.56362632,
       -0.69418089])]"
movel_fit,"[array([ 675.03352886, -289.62921159,  548.51843897])]","[array([-0.86890858, -0.09294619, -0.41185169,  2.46969208,  1.57573027,
       -0.77289719])]"
movel_fit,"[array([ 687.42463916, -236.00293526,  559.8589911 ])]","[array([-0.81446283, -0.10839652, -0.42038952,  2.44447641,  1.58533899,
       -0.8521597 ])]"
movel_fit,"[array([ 700.20612911, -182.82235283,  572.75435943])]","[array([-0.75156632, -0.11820767, -0.41734248,  2.42572758,  1.59256803,
       -0.93145453])]"
movel_fit,"[array([ 712.91056644, -129.86878448,  586.59594719])]","[array([-0.68108785, -0.12204209, -0.40337858,  2.41351653,  1.59741094,
       -1.0100196 ])]"
movel_fit,"[array([725.08606287, -76.89601433, 600.81060876])]","[array([-0.6033222 , -0.11924946, -0.3785083 ,  2.40875556,  1.60033354,
       -1.08774172])]"
movel_fit,"[array([736.25738236, -23.64769442, 614.81610981])]","[array([-0.51772311, -0.10747943, -0.34091379,  2.41345868,  1.60328297,
       -1.16590046])]"
movel_fit,"[array([745.89846487,  30.11217565, 627.99198033])]","[array([-0.4237774 , -0.08483721, -0.2891225 ,  2.42959695,  1.60850679,
       -1.24531688])]"
movel_fit,"[array([753.39796756,  84.55105825, 639.62295033])]","[array([-0.32113692, -0.05151051, -0.22347429,  2.45880869,  1.61731867,
       -1.32554179])]"
movel_fit,"[array([758.05244183, 139.76196017, 648.9024221 ])]","[array([-0.20885974, -0.00649196, -0.14345102,  2.50321006,  1.63233313,
       -1.40699585])]"
movel_fit,"[array([759.05676481, 195.63073993, 654.87498606])]","[array([-0.08622464,  0.05319387, -0.04768791,  2.56419252,  1.65837067,
       -1.49077109])]"
movel_fit,"[array([755.60289169, 251.68480493, 656.54107051])]","[array([ 0.04540787,  0.12856981,  0.06169147,  2.64008993,  1.69904863,
       -1.5758132 ])]"
movel_fit,"[array([747.04276618, 307.08544493, 653.01716713])]","[array([ 0.18147467,  0.21958446,  0.17966312,  2.72495617,  1.75630267,
       -1.66002741])]"
movel_fit,"[array([733.15052518, 360.758067  , 643.82133122])]","[array([ 0.31390046,  0.32711953,  0.30176037,  2.80826387,  1.83107852,
       -1.74294045])]"
movel_fit,"[array([714.24784453, 411.59822104, 629.06138314])]","[array([ 0.43322262,  0.45281346,  0.42696258,  2.87744802,  1.92318324,
       -1.82717465])]"
movel_fit,"[array([691.07766878, 458.84506746, 609.35317005])]","[array([ 0.53226828,  0.59588804,  0.55583597,  2.92206383,  2.02937606,
       -1.9176108 ])]"
movel_fit,"[array([664.54018504, 502.28992634, 585.56339949])]","[array([ 0.6095283 ,  0.74645871,  0.68166705,  2.93815817,  2.13815693,
       -2.01643267])]"
movel_fit,"[array([635.46094712, 542.05876219, 558.55482793])]","[array([ 0.66656095,  0.90066695,  0.80336375,  2.92313421,  2.24449457,
       -2.12974068])]"
movel_fit,"[array([604.50521309, 578.47259592, 529.05490567])]","[array([ 0.70708828,  1.04822837,  0.91001926,  2.87753482,  2.33749815,
       -2.25965307])]"
movel_fit,"[array([572.10429788, 611.7830619 , 497.5459348 ])]","[array([ 0.73711699,  1.16518363,  0.97146492,  2.81379287,  2.39459714,
       -2.39150262])]"
movel_fit,"[array([513.82134082, 672.11878233, 440.91967361])]","[array([ 0.79772975,  1.14883624,  0.85800789,  2.77747719,  2.28339704,
       -2.42278428])]"
