primitives,points,q_bp
moveabsj_fit,"[array([ 663.50687934, -797.86255576,  621.54708456])]","[array([-1.01401907,  0.13028041,  0.03253483,  2.8783026 ,  1.37466043,
       -0.03444182])]"
movel_fit,"[array([ 640.78433869, -620.5610249 ,  554.33185459])]","[array([-1.01553351,  0.02920807, -0.18301135,  2.72550454,  1.44528225,
       -0.25165376])]"
movel_fit,"[array([ 638.66844588, -566.01182469,  540.94782552])]","[array([-1.00624368,  0.01097728, -0.23236131,  2.68073548,  1.47568173,
       -0.35210502])]"
movel_fit,"[array([ 640.42077889, -510.3459531 ,  533.28938622])]","[array([-0.99322279, -0.00676642, -0.27796955,  2.63307272,  1.50475584,
       -0.44736648])]"
movel_fit,"[array([ 645.58700088, -454.42159049,  530.98052049])]","[array([-0.97441907, -0.02639068, -0.32057026,  2.58590686,  1.52964734,
       -0.5355942 ])]"
movel_fit,"[array([ 653.52349885, -398.83771437,  533.30948   ])]","[array([-0.94904972, -0.04963763, -0.36049425,  2.54074782,  1.5485826 ,
       -0.61563871])]"
movel_fit,"[array([ 663.55661674, -343.87513623,  539.4414744 ])]","[array([-0.91418343, -0.07298508, -0.39225019,  2.50152462,  1.56342632,
       -0.69363278])]"
movel_fit,"[array([ 675.04765375, -289.6287878 ,  548.54681953])]","[array([-0.86908607, -0.09303099, -0.41243604,  2.46955523,  1.57559276,
       -0.77243471])]"
movel_fit,"[array([ 687.43109359, -236.00682317,  559.87775937])]","[array([-0.81460135, -0.10841024, -0.42080253,  2.4443156 ,  1.58525795,
       -0.85178702])]"
movel_fit,"[array([ 700.20436515, -182.82669599,  572.76314837])]","[array([-0.75168192, -0.11812202, -0.41757196,  2.42554953,  1.59255097,
       -0.93116258])]"
movel_fit,"[array([ 712.90473869, -129.86901148,  586.60019193])]","[array([-0.68120461, -0.12185781, -0.40343585,  2.41330747,  1.59745692,
       -1.00977965])]"
movel_fit,"[array([725.07256092, -76.89362893, 600.80701366])]","[array([-0.60347574, -0.11900171, -0.37843155,  2.4084901 ,  1.60042301,
       -1.08750258])]"
movel_fit,"[array([736.23725013, -23.64230374, 614.80524607])]","[array([-0.51792461, -0.10713537, -0.34067097,  2.41313064,  1.6034405 ,
       -1.16566676])]"
movel_fit,"[array([745.87126733,  30.11195383, 627.96996629])]","[array([-0.42404231, -0.08431469, -0.28862459,  2.4292107 ,  1.60880218,
       -1.24511721])]"
movel_fit,"[array([753.36868072,  84.57085119, 639.60068921])]","[array([-0.32144749, -0.05080651, -0.22267114,  2.45832833,  1.61775784,
       -1.32541164])]"
movel_fit,"[array([758.01270289, 139.7605949 , 648.8665697 ])]","[array([-0.20928086, -0.00564872, -0.14234699,  2.50263858,  1.63291531,
       -1.40686629])]"
movel_fit,"[array([759.00912615, 195.62868362, 654.82703511])]","[array([-0.08662213,  0.05423427, -0.04613924,  2.563567  ,  1.65912134,
       -1.49080792])]"
movel_fit,"[array([755.55419177, 251.6798575 , 656.48963839])]","[array([ 0.04508338,  0.12982578,  0.06377965,  2.63948335,  1.69999928,
       -1.57604936])]"
movel_fit,"[array([746.99565766, 307.06641487, 652.9663359 ])]","[array([ 0.1812988 ,  0.22091975,  0.18215454,  2.72449654,  1.75735947,
       -1.66039537])]"
movel_fit,"[array([733.10272053, 360.73469194, 643.77028644])]","[array([ 0.31396417,  0.32839886,  0.30441972,  2.80803591,  1.83212038,
       -1.7433647 ])]"
movel_fit,"[array([714.20435216, 411.57337195, 629.01314031])]","[array([ 0.43348126,  0.45404883,  0.42969846,  2.87743389,  1.92423377,
       -1.82756314])]"
movel_fit,"[array([691.04096791, 458.80897943, 609.30863333])]","[array([ 0.53259712,  0.597283  ,  0.55876439,  2.92214102,  2.03065075,
       -1.91800325])]"
movel_fit,"[array([664.50844354, 502.25484893, 585.52423573])]","[array([ 0.60989711,  0.74789125,  0.68462315,  2.93826623,  2.13950073,
       -2.01676938])]"
movel_fit,"[array([635.45322758, 542.03700652, 558.54416506])]","[array([ 0.66689169,  0.90235564,  0.80671034,  2.92312746,  2.24611233,
       -2.1301535 ])]"
movel_fit,"[array([604.44188322, 578.40066995, 528.97702333])]","[array([ 0.7071889 ,  1.05199019,  0.91522103,  2.87660296,  2.34100289,
       -2.26170583])]"
movel_fit,"[array([503.98558763, 681.27276137, 431.22982443])]","[array([ 0.80132486,  1.22731735,  0.9252944 ,  2.73669637,  2.33961835,
       -2.48712651])]"
