breakpoints,primitives,p_bp,q_bp
0,moveabsj,"[array([ 1450.22013452, -1291.9002806 ,   232.60985684])]","[array([-0.83932072,  0.66351808,  0.19407544, -2.77567996, -0.6342499 ,
       -2.20211639])]"
500,movel_fit,"[array([ 1421.5281819 , -1183.29944759,   302.6353426 ])]","[array([-0.84391205,  0.60661024,  0.23666985, -2.69324022, -0.76358727,
       -2.21908054])]"
1000,movel_fit,"[array([ 1417.5566774 , -1168.88413301,   312.22373045])]","[array([-0.84295266,  0.60040224,  0.23915966, -2.69088644, -0.78314155,
       -2.22400739])]"
1500,movel_fit,"[array([ 1414.9326903 , -1154.8765089 ,   322.39995789])]","[array([-0.84076487,  0.595202  ,  0.23882465, -2.69189598, -0.80400379,
       -2.22992749])]"
2000,movel_fit,"[array([ 1412.81602633, -1141.05103483,   333.11682658])]","[array([-0.83852039,  0.58994229,  0.23837222, -2.69252354, -0.82463731,
       -2.23721076])]"
2500,movel_fit,"[array([ 1410.52752321, -1127.59676703,   344.22204495])]","[array([-0.83661271,  0.58506421,  0.23722694, -2.69240152, -0.84621097,
       -2.24508684])]"
3000,movel_fit,"[array([ 1408.12086424, -1114.56769329,   355.71437544])]","[array([-0.83522783,  0.5805061 ,  0.23553487, -2.69141435, -0.8686628 ,
       -2.2533567 ])]"
3500,movel_fit,"[array([ 1405.99972414, -1101.86990592,   367.6461817 ])]","[array([-0.83388535,  0.57620323,  0.23351317, -2.68950753, -0.89122597,
       -2.2615973 ])]"
4000,movel_fit,"[array([ 1404.1972142 , -1089.43645534,   379.9573441 ])]","[array([-0.83265892,  0.57219556,  0.23101169, -2.6870037 , -0.91408262,
       -2.26986519])]"
4500,movel_fit,"[array([ 1402.72774458, -1077.32744451,   392.58942741])]","[array([-0.83149821,  0.56846401,  0.22805012, -2.68406172, -0.93712817,
       -2.27817255])]"
5000,movel_fit,"[array([ 1401.59502949, -1065.5015192 ,   405.54600812])]","[array([-0.83035416,  0.56496898,  0.22466868, -2.68077379, -0.96027422,
       -2.28648595])]"
5500,movel_fit,"[array([ 1400.74563563, -1053.97262847,   418.75895422])]","[array([-0.82922674,  0.5616904 ,  0.22091838, -2.67717269, -0.98340233,
       -2.29476613])]"
