average speed,max speed,min speed,std speed,average error,max error,min error,std error,average angle error,max angle error,min angle error,std angle error
1004.1443082270031,1023.1147471162443,923.0455321560465,11.635593188014187,0.058509779881893854,0.3912634735536339,0.006093265039704246,0.07235234271814708,0.0009576998536694966,0.005412602338263522,0.00025437229528119343,0.0009240498511709679
