average speed,max speed,min speed,std speed,average error,max error,min error,std error,average angle error,max angle error,min angle error,std angle error
113.68383517590078,117.24010475266181,109.8546782543874,1.0723792611921414,0.1117301119777476,0.4950194077804363,0.003765732080955744,0.10590155380725463,0.0009863753637497532,0.003602240270517537,7.238621538748095e-06,0.0009096799526468013
