primitives,points,q_bp
moveabsj_fit,"[array([ 662.35672545, -792.97455181,  618.90326558])]","[array([-1.0146643 ,  0.12903061,  0.02904313,  2.8771779 ,  1.37484294,
       -0.03269639])]"
movel_fit,"[array([ 640.57772629, -620.68981419,  554.04432057])]","[array([-1.01577594,  0.02929288, -0.18326241,  2.72552857,  1.44516178,
       -0.25132342])]"
movel_fit,"[array([ 638.44288279, -566.07354599,  540.61226723])]","[array([-1.00649643,  0.01085841, -0.23290407,  2.68071484,  1.47541481,
       -0.35166847])]"
movel_fit,"[array([ 640.21951777, -510.36466348,  532.97444369])]","[array([-0.9934262 , -0.00693574, -0.27853669,  2.63307594,  1.50447688,
       -0.44697841])]"
movel_fit,"[array([ 645.42258758, -454.40766283,  530.70750283])]","[array([-0.97456034, -0.02658112, -0.32109068,  2.58591698,  1.52939568,
       -0.53528217])]"
movel_fit,"[array([ 653.39942445, -398.79927694,  533.08620779])]","[array([-0.94911663, -0.04981996, -0.36092968,  2.54077452,  1.54837031,
       -0.61543512])]"
movel_fit,"[array([ 663.46921861, -343.83969551,  539.26448468])]","[array([-0.91422022, -0.07311289, -0.39257225,  2.50156508,  1.56326277,
       -0.69349163])]"
movel_fit,"[array([ 674.99220125, -289.5987896 ,  548.41352891])]","[array([-0.86908101, -0.09313509, -0.41267217,  2.4695884 ,  1.57545994,
       -0.77235956])]"
movel_fit,"[array([ 687.4075303 , -235.98112775,  559.78638389])]","[array([-0.81457363, -0.10847352, -0.42094515,  2.44434598,  1.5851539 ,
       -0.85175905])]"
movel_fit,"[array([ 700.20959613, -182.81066253,  572.70968344])]","[array([-0.75163943, -0.11815067, -0.41763863,  2.4255762 ,  1.592468  ,
       -0.93116802])]"
movel_fit,"[array([ 712.93555882, -129.86945397,  586.57825344])]","[array([-0.68115373, -0.12184285, -0.40342109,  2.41333624,  1.59739682,
       -1.00981489])]"
movel_fit,"[array([725.13208221, -76.91030265, 600.81777543])]","[array([-0.60341713, -0.11892982, -0.37832285,  2.40852746,  1.60039204,
       -1.08757173])]"
movel_fit,"[array([736.32788454, -23.67388579, 614.85395182])]","[array([-0.51786033, -0.10700658, -0.34045531,  2.41317984,  1.60344498,
       -1.16577453])]"
movel_fit,"[array([745.99794075,  30.07671564, 628.0624595 ])]","[array([-0.42396003, -0.08413171, -0.28829144,  2.42926871,  1.60883913,
       -1.24527536])]"
movel_fit,"[array([753.53558085,  84.52213008, 639.73964794])]","[array([-0.32138437, -0.05055812, -0.22221344,  2.45840436,  1.6178505 ,
       -1.32558377])]"
movel_fit,"[array([758.22367467, 139.72456391, 649.05721564])]","[array([-0.20919015, -0.00531802, -0.14172482,  2.50272577,  1.63307375,
       -1.40710318])]"
movel_fit,"[array([759.26991453, 195.61960783, 655.08016867])]","[array([-0.08653399,  0.05466814, -0.04531773,  2.56364733,  1.65938143,
       -1.49108026])]"
movel_fit,"[array([755.83283409, 251.71646586, 656.77544818])]","[array([ 0.04518052,  0.13031184,  0.0647161 ,  2.63955585,  1.70033512,
       -1.57633022])]"
movel_fit,"[array([747.26991738, 307.15062011, 653.25908219])]","[array([ 0.18138046,  0.22145887,  0.18317737,  2.72452825,  1.75778322,
       -1.66065876])]"
movel_fit,"[array([733.36256611, 360.8690367 , 644.05848171])]","[array([ 0.31402249,  0.32901208,  0.3055529 ,  2.80799423,  1.83263792,
       -1.74361643])]"
movel_fit,"[array([714.43047711, 411.74334411, 629.27339089])]","[array([ 0.43350598,  0.45470981,  0.43090708,  2.87731618,  1.92482289,
       -1.82780585])]"
movel_fit,"[array([691.21453299, 458.99834933, 609.51794642])]","[array([ 0.53261812,  0.59790976,  0.55994049,  2.92198622,  2.03121791,
       -1.91823057])]"
movel_fit,"[array([664.63959819, 502.4415472 , 585.68943323])]","[array([ 0.60990396,  0.74852394,  0.68582821,  2.93806872,  2.14007796,
       -2.01701384])]"
movel_fit,"[array([635.53930662, 542.20460916, 558.66018034])]","[array([ 0.66689924,  0.90291661,  0.8077963 ,  2.92290912,  2.24661821,
       -2.13041199])]"
movel_fit,"[array([604.51844215, 578.48205542, 529.07144387])]","[array([ 0.70719707,  1.05203598,  0.91572864,  2.8765498 ,  2.34106098,
       -2.26164398])]"
movel_fit,"[array([504.5301397 , 681.06617882, 431.80664974])]","[array([ 0.80073517,  1.21470649,  0.91589221,  2.74389682,  2.33106382,
       -2.47609839])]"
