primitives,points,q_bp
moveabsj_fit,"[array([ 658.92504406, -772.41549338,  609.91623829])]","[array([-1.00724596,  0.09814888, -0.01715294,  2.87375481,  1.36268781,
       -0.03398026])]"
movel_fit,"[array([ 640.7694453 , -620.58298211,  554.3097155 ])]","[array([-1.01488003,  0.02976904, -0.18140456,  2.72557655,  1.44631741,
       -0.25277341])]"
movel_fit,"[array([ 638.62374593, -566.02633036,  540.88041103])]","[array([-1.00584945,  0.01124602, -0.23116991,  2.6804912 ,  1.47635246,
       -0.35272431])]"
movel_fit,"[array([ 640.37696671, -510.35523482,  533.22185315])]","[array([-0.9928993 , -0.00657608, -0.27690516,  2.63287417,  1.50523016,
       -0.44793913])]"
movel_fit,"[array([ 645.54837953, -454.42534576,  530.91812217])]","[array([-0.97417333, -0.02629005, -0.31967667,  2.58576706,  1.52994897,
       -0.53608934])]"
movel_fit,"[array([ 653.49406673, -398.82908933,  533.25616552])]","[array([-0.94878893, -0.04951764, -0.35964936,  2.54075646,  1.5488246 ,
       -0.61621851])]"
movel_fit,"[array([ 663.53533472, -343.8731805 ,  539.39979863])]","[array([-0.9139672 , -0.07283427, -0.39149119,  2.50163099,  1.56362802,
       -0.69417718])]"
movel_fit,"[array([ 675.03131085, -289.62708174,  548.51309201])]","[array([-0.86891007, -0.09294494, -0.41185192,  2.4696904 ,  1.57573166,
       -0.77289494])]"
movel_fit,"[array([ 687.4241863 , -236.00131771,  559.8547916 ])]","[array([-0.81446446, -0.10839549, -0.42039009,  2.44447454,  1.58534027,
       -0.85215727])]"
movel_fit,"[array([ 700.20647893, -182.82124518,  572.75204285])]","[array([-0.75156793, -0.11820657, -0.41734303,  2.42572571,  1.59256937,
       -0.93145224])]"
movel_fit,"[array([ 712.91251406, -129.86831941,  586.59606285])]","[array([-0.68108979, -0.12204103, -0.40337946,  2.4135142 ,  1.59741237,
       -1.01001689])]"
movel_fit,"[array([725.08846555, -76.896247  , 600.81058743])]","[array([-0.60332448, -0.11924876, -0.37850971,  2.40875276,  1.60033483,
       -1.08773855])]"
movel_fit,"[array([736.26086232, -23.64834871, 614.81801062])]","[array([-0.51772596, -0.10747902, -0.34091585,  2.41345508,  1.60328422,
       -1.16589655])]"
movel_fit,"[array([745.90381598,  30.11004111, 627.99498005])]","[array([-0.42378067, -0.08483639, -0.28912452,  2.42959273,  1.60850846,
       -1.2453128 ])]"
movel_fit,"[array([753.40860522,  84.55769956, 639.63492811])]","[array([-0.32114111, -0.05150874, -0.22347616,  2.4588031 ,  1.61732126,
       -1.32553759])]"
movel_fit,"[array([758.06182409, 139.7638827 , 648.91110532])]","[array([-0.2088639 , -0.00649149, -0.14345364,  2.50320443,  1.63233454,
       -1.4069913 ])]"
movel_fit,"[array([759.06740618, 195.62989146, 654.88532896])]","[array([-0.08622947,  0.0531942 , -0.04769078,  2.56418588,  1.6583719 ,
       -1.49076635])]"
movel_fit,"[array([755.60842246, 251.67897788, 656.54574036])]","[array([ 0.04540278,  0.12856972,  0.06168852,  2.64008286,  1.69904932,
       -1.57580823])]"
movel_fit,"[array([747.04276614, 307.08544498, 653.017167  ])]","[array([ 0.18147467,  0.21958446,  0.17966312,  2.72495617,  1.75630267,
       -1.66002741])]"
movel_fit,"[array([733.15052513, 360.75806703, 643.82133108])]","[array([ 0.31390046,  0.32711953,  0.30176037,  2.80826387,  1.83107852,
       -1.74294045])]"
movel_fit,"[array([714.24784446, 411.59822105, 629.061383  ])]","[array([ 0.43322262,  0.45281346,  0.42696259,  2.87744802,  1.92318324,
       -1.82717465])]"
movel_fit,"[array([691.0776687 , 458.84506745, 609.35316993])]","[array([ 0.53226828,  0.59588804,  0.55583597,  2.92206383,  2.02937606,
       -1.9176108 ])]"
movel_fit,"[array([664.54018495, 502.28992631, 585.56339937])]","[array([ 0.6095283 ,  0.74645871,  0.68166705,  2.93815817,  2.13815693,
       -2.01643267])]"
movel_fit,"[array([635.46094702, 542.05876214, 558.55482783])]","[array([ 0.66656095,  0.90066695,  0.80336375,  2.92313421,  2.24449457,
       -2.12974068])]"
movel_fit,"[array([604.50521298, 578.47259586, 529.05490558])]","[array([ 0.70708828,  1.04822837,  0.91001926,  2.87753482,  2.33749815,
       -2.25965307])]"
movel_fit,"[array([572.09762943, 611.78820288, 497.53965357])]","[array([ 0.73711682,  1.16519016,  0.97147222,  2.81379045,  2.39460316,
       -2.39150722])]"
movel_fit,"[array([513.8409296 , 672.09813188, 440.93910715])]","[array([ 0.79772974,  1.14883638,  0.85800804,  2.77747713,  2.28339717,
       -2.42278439])]"
