primitives,points,q_bp
moveabsj_fit,"[array([ 660.97889485, -787.00490025,  615.72104469])]","[array([-1.01163626,  0.11596907,  0.00916729,  2.87607637,  1.36926953,
       -0.03327167])]"
movel_fit,"[array([ 640.41897262, -620.77485062,  553.82020256])]","[array([-1.01566685,  0.02940187, -0.18300522,  2.7255574 ,  1.44534789,
       -0.25151727])]"
movel_fit,"[array([ 638.27484349, -566.12622809,  540.36482696])]","[array([-1.00646074,  0.01089081, -0.23275814,  2.68066201,  1.47550203,
       -0.35171771])]"
movel_fit,"[array([ 640.06699138, -510.38307862,  532.73765331])]","[array([-0.99339609, -0.00692797, -0.27841873,  2.63303392,  1.50452496,
       -0.44702613])]"
movel_fit,"[array([ 645.30064829, -454.39551641,  530.50452109])]","[array([-0.9745317 , -0.02660063, -0.32100493,  2.58588865,  1.52940885,
       -0.53533034])]"
movel_fit,"[array([ 653.30575432, -398.77306455,  532.91504536])]","[array([-0.94907585, -0.04982407, -0.36083093,  2.54078393,  1.54838146,
       -0.61551788])]"
movel_fit,"[array([ 663.40164226, -343.81011134,  539.12993397])]","[array([-0.91417877, -0.07310873, -0.39247577,  2.50159525,  1.56327376,
       -0.69358293])]"
movel_fit,"[array([ 674.95107986, -289.57209956,  548.31373063])]","[array([-0.86904356, -0.0931371 , -0.41259452,  2.46962346,  1.57546374,
       -0.7724416 ])]"
movel_fit,"[array([ 687.3900482 , -235.96203244,  559.71736117])]","[array([-0.81454017, -0.10848202, -0.42088644,  2.4443845 ,  1.58515133,
       -0.85183022])]"
movel_fit,"[array([ 700.21298817, -182.80129385,  572.66692643])]","[array([-0.75160833, -0.1181732 , -0.41760322,  2.4256185 ,  1.59245702,
       -0.93122922])]"
movel_fit,"[array([ 712.95984285, -129.87087091,  586.56211078])]","[array([-0.68112014, -0.12187936, -0.40340659,  2.41338501,  1.59737602,
       -1.0098714 ])]"
movel_fit,"[array([725.17806366, -76.92246231, 600.82801142])]","[array([-0.60337147, -0.11896831, -0.378315  ,  2.40858981,  1.60036832,
       -1.08763903])]"
movel_fit,"[array([736.39757357, -23.69521698, 614.89260565])]","[array([-0.5178046 , -0.10705439, -0.34046527,  2.41325735,  1.60341268,
       -1.16584527])]"
movel_fit,"[array([746.09565738,  30.04821885, 628.13339637])]","[array([-0.42389429, -0.08420477, -0.28833398,  2.42936082,  1.60878584,
       -1.24534133])]"
movel_fit,"[array([753.66436118,  84.48967184, 639.84657377])]","[array([-0.32130353, -0.05065723, -0.22229193,  2.45851791,  1.61777514,
       -1.3256478 ])]"
movel_fit,"[array([758.38252944, 139.69589128, 649.20091695])]","[array([-0.20909314, -0.00543364, -0.14184419,  2.50286214,  1.63298273,
       -1.40716566])]"
movel_fit,"[array([759.46151423, 195.61583117, 655.26629167])]","[array([-0.0864356 ,  0.05451986, -0.04550785,  2.56379578,  1.65926595,
       -1.49111715])]"
movel_fit,"[array([756.04590641, 251.74534231, 656.99267098])]","[array([ 0.04526483,  0.13014928,  0.06447052,  2.63969338,  1.70020645,
       -1.57633593])]"
movel_fit,"[array([747.48606357, 307.21976098, 653.48868479])]","[array([ 0.18143166,  0.2213017 ,  0.18288571,  2.72462457,  1.75765663,
       -1.66063785])]"
movel_fit,"[array([733.55879969, 360.9884766 , 644.27634944])]","[array([ 0.31401993,  0.32888461,  0.30525216,  2.80802941,  1.83253709,
       -1.74358388])]"
movel_fit,"[array([714.59659588, 411.89163242, 629.4668116 ])]","[array([ 0.4334635 ,  0.45459597,  0.4306021 ,  2.87730251,  1.92473103,
       -1.82777726])]"
movel_fit,"[array([691.34724928, 459.15317813, 609.68137121])]","[array([ 0.53255586,  0.59775624,  0.55959265,  2.92194199,  2.0310779 ,
       -1.91819571])]"
movel_fit,"[array([664.74330748, 502.59371081, 585.81994575])]","[array([ 0.60983267,  0.7483596 ,  0.68547138,  2.93801094,  2.13992247,
       -2.01699328])]"
movel_fit,"[array([635.61330024, 542.33078681, 558.75686504])]","[array([ 0.66683154,  0.90269475,  0.80735682,  2.92287038,  2.24640446,
       -2.13037674])]"
movel_fit,"[array([604.5584713 , 578.58141457, 529.12898806])]","[array([ 0.70717785,  1.05143973,  0.9149445 ,  2.87667713,  2.34049982,
       -2.2613218 ])]"
movel_fit,"[array([507.4517789 , 678.49759049, 434.70650698])]","[array([ 0.80052989,  1.19984297,  0.90293098,  2.75171294,  2.31981916,
       -2.4637642 ])]"
