breakpoints,primitives,points,q_bp
0,movej_fit,"[array([413.49140291, 506.82332718, 968.91080438])]","[array([ 1.66901873e-02, -4.84940938e-02,  5.33993138e-02,  1.58524653e-03,
       -1.72005233e+00, -1.57928563e+00])]"
1000,movel_fit,"[array([409.38912871, 510.97782469, 967.52993945])]","[array([ 0.02575435, -0.04880848,  0.0512625 , -0.00362902, -1.72067762,
       -1.58134569])]"
2000,movel_fit,"[array([404.41117479, 515.09684851, 967.04249081])]","[array([ 0.03495249, -0.05003282,  0.04819478, -0.00863281, -1.72272461,
       -1.58334269])]"
3000,movel_fit,"[array([398.5623886 , 519.14886637, 967.44818793])]","[array([ 0.04425973, -0.05217246,  0.04419397, -0.01343496, -1.72618362,
       -1.58526327])]"
4000,movel_fit,"[array([391.8478737 , 523.10591748, 968.73809845])]","[array([ 0.05365942, -0.05522897,  0.03925625, -0.01805219, -1.73103652,
       -1.58710716])]"
5000,movel_fit,"[array([384.28184225, 526.93730363, 970.89473927])]","[array([ 0.06312808, -0.059197  ,  0.03338172, -0.02250125, -1.73725283,
       -1.58888349])]"
6000,movel_fit,"[array([375.89295752, 530.60997091, 973.88695971])]","[array([ 0.07263361, -0.06405856,  0.02658028, -0.02680009, -1.74478219,
       -1.59060934])]"
7000,movel_fit,"[array([366.72902708, 534.09046876, 977.66366765])]","[array([ 0.08213622, -0.06977635,  0.01887856, -0.03097055, -1.75354596,
       -1.5923075 ])]"
8000,movel_fit,"[array([356.86100654, 537.34778531, 982.14745359])]","[array([ 0.09159084, -0.07628689,  0.01032773, -0.03504089, -1.76342904,
       -1.59400262])]"
9000,movel_fit,"[array([346.38529562, 540.3569112 , 987.2293604 ])]","[array([ 1.00951465e-01, -8.34945154e-02,  1.01131073e-03, -3.90473529e-02,
       -1.77427360e+00, -1.59571551e+00])]"
10000,movel_fit,"[array([335.42555737, 543.10221691, 992.76513583])]","[array([ 0.11017553, -0.09126627, -0.00894629, -0.04303308, -1.785874  ,
       -1.59745595])]"
