breakpoints,primitives,points,q_bp
0,movej_fit,"[array([1090.16121372, -506.72253554,  994.04660022])]","[array([-0.58589046, -0.03341733,  0.40482559, -2.79157683, -1.61501501,
        0.95669868])]"
1000,movel_fit,"[array([1093.91113101, -490.46880172,  992.71413644])]","[array([-0.57498289, -0.03441456,  0.40834638, -2.7875828 , -1.61629047,
        0.95642623])]"
2000,movel_fit,"[array([1098.08794892, -474.14204364,  992.48806163])]","[array([-0.56405446, -0.03598133,  0.41127073, -2.78305065, -1.61744555,
        0.95591882])]"
3000,movel_fit,"[array([1102.67967098, -457.76293956,  993.35357664])]","[array([-0.5531255 , -0.03811086,  0.41359778, -2.77799974, -1.61847298,
        0.95517782])]"
4000,movel_fit,"[array([1107.67741309, -441.31791705,  995.28742099])]","[array([-0.54219268, -0.04079209,  0.4153372 , -2.77244528, -1.61936577,
        0.95420546])]"
5000,movel_fit,"[array([1113.06787338, -424.78636794,  998.25815628])]","[array([-0.53124689, -0.04400712,  0.41650424, -2.76640588, -1.62011514,
        0.95300571])]"
6000,movel_fit,"[array([1118.82954942, -408.14487838, 1002.22106183])]","[array([-0.52027547, -0.04772846,  0.41712178, -2.75990729, -1.62071079,
        0.95158557])]"
7000,movel_fit,"[array([1124.92905839, -391.36886574, 1007.11217937])]","[array([-0.50926273, -0.05191648,  0.41722351, -2.75298571, -1.62114208,
        0.94995643])]"
8000,movel_fit,"[array([1131.31727012, -374.43461928, 1012.8425995 ])]","[array([-0.49819084, -0.05651747,  0.41685714, -2.74569084, -1.62139999,
        0.94813562])]"
9000,movel_fit,"[array([1137.92584809, -357.32161145, 1019.29424138])]","[array([-0.48704137, -0.06146272,  0.41608697, -2.7380879 , -1.62148   ,
        0.94614761])]"
10000,movel_fit,"[array([1144.66358431, -340.0180642 , 1026.31707459])]","[array([-0.47579942, -0.06666857,  0.41499551, -2.73025924, -1.62138605,
        0.9440253 ])]"
11000,movel_fit,"[array([1151.41565479, -322.52302435, 1033.73113443])]","[array([-0.46445606, -0.07203923,  0.41368313, -2.72230214, -1.62113521,
        0.94181024])]"
12000,movel_fit,"[array([1158.04514671, -304.84751167, 1041.33289231])]","[array([-0.45301071, -0.07747167,  0.41226559, -2.71432405, -1.6207623 ,
        0.93955193])]"
13000,movel_fit,"[array([1164.3949076 , -287.01967418, 1048.90267402])]","[array([-0.44147611, -0.08286017,  0.41087006, -2.70643828, -1.62032353,
        0.93730712])]"
14000,movel_fit,"[array([1170.29421489, -269.08094914, 1056.21682545])]","[array([-0.42987701, -0.08810297,  0.40962944, -2.69875584, -1.61989801,
        0.93513741])]"
15000,movel_fit,"[array([1175.56368592, -251.0887446 , 1063.05571085])]","[array([-0.41825212, -0.09310547,  0.40867737, -2.69138171, -1.61958666,
        0.93310777])]"
16000,movel_fit,"[array([1180.02331662, -233.10659655, 1069.21295206])]","[array([-0.40664691, -0.09778419,  0.40814396, -2.68440877, -1.61950861,
        0.93128386])]"
17000,movel_fit,"[array([1183.4930698 , -215.21095861, 1074.49317258])]","[array([-0.39511626, -0.10206336,  0.40815541, -2.67792203, -1.61979674,
        0.9297322 ])]"
18000,movel_fit,"[array([1185.79291388, -197.48866609, 1078.70868142])]","[array([-0.3837208 , -0.10587205,  0.40883619, -2.67200208, -1.62059378,
        0.92852021])]"
19000,movel_fit,"[array([1186.73628916, -180.04276494, 1081.66948512])]","[array([-0.37252853, -0.10913827,  0.41031524, -2.66673436, -1.62205057,
        0.92771821])]"
20000,movel_fit,"[array([1186.12016541, -163.01080774, 1083.17065335])]","[array([-0.36162459, -0.11178149,  0.41273299, -2.66222393, -1.62432499,
        0.92740236])]"
21000,movel_fit,"[array([1183.71180378, -146.54381002, 1082.98392271])]","[array([-0.35109519, -0.11371256,  0.41625539, -2.65860162, -1.62758637,
        0.92765686])]"
22000,movel_fit,"[array([1179.23590439, -130.83995512, 1080.84404694])]","[array([-0.34104459, -0.11482493,  0.42108147, -2.65604869, -1.63201039,
        0.92857744])]"
23000,movel_fit,"[array([1172.37892556, -116.14158204, 1076.4519135 ])]","[array([-0.3315842 , -0.11499471,  0.42744476, -2.65481081, -1.63776092,
        0.93026875])]"
24000,movel_fit,"[array([1162.80811572, -102.69978941, 1069.48581599])]","[array([-0.32279398, -0.11408278,  0.43560966, -2.65520675, -1.64495537,
        0.93283803])]"
25000,movel_fit,"[array([1150.23680809,  -90.73660035, 1059.641133  ])]","[array([-0.3146753 , -0.111941  ,  0.44583615, -2.65762511, -1.65359092,
        0.93637735])]"
26000,movel_fit,"[array([1134.55779885,  -80.3608811 , 1046.72604875])]","[array([-0.30707584, -0.10843799,  0.45829654, -2.66246783, -1.66343651,
        0.94092682])]"
27000,movel_fit,"[array([1116.0339262 ,  -71.42439977, 1030.82333887])]","[array([-0.29960557, -0.10351482,  0.47294189, -2.66998864, -1.67394061,
        0.94641953])]"
28000,movel_fit,"[array([1095.49275024,  -63.37948977, 1012.50168547])]","[array([-0.29163132, -0.0972688 ,  0.48933806, -2.67999131, -1.68424981,
        0.9526192 ])]"
29000,movel_fit,"[array([1074.31747503,  -55.28256407,  992.91502366])]","[array([-0.28245488, -0.09001712,  0.50660865, -2.69153824, -1.69346151,
        0.95910899])]"
30000,movel_fit,"[array([1054.11038917,  -46.13668732,  973.6478737 ])]","[array([-0.27168846, -0.08230771,  0.52358445, -2.70302282, -1.70100645,
        0.96537291])]"
31000,movel_fit,"[array([1036.13599725,  -35.42763195,  956.3206586 ])]","[array([-0.25955325, -0.07489061,  0.53914272, -2.7127925 , -1.70687791,
        0.97094726])]"
