breakpoints,primitives,p_bp,q_bp
0,movej_fit,"[array([ 1055.4563981 , -1141.99684284,   493.16797218])]","[array([-0.96199291,  1.46717826,  1.90623421, -0.489181  , -1.48268049,
        1.81579148])]"
999,movel_fit,"[array([ 1071.72570678, -1136.4373102 ,   491.58521139])]","[array([-0.95018   ,  1.47010451,  1.90451603, -0.48692025, -1.46872036,
        1.81559738])]"
1999,movel_fit,"[array([ 1087.71897006, -1131.37568626,   491.25001302])]","[array([-0.93854903,  1.47266118,  1.90350832, -0.48410088, -1.45408364,
        1.81595289])]"
2999,movel_fit,"[array([ 1103.40175962, -1126.79072049,   492.16257406])]","[array([-0.92710392,  1.47484773,  1.90320711, -0.48069648, -1.43886529,
        1.81686177])]"
3999,movel_fit,"[array([ 1118.76090789, -1122.65359577,   494.31164471])]","[array([-0.91583495,  1.47667485,  1.90360055, -0.47668449, -1.42313312,
        1.81832567])]"
4999,movel_fit,"[array([ 1133.79355251, -1118.93247019,   497.67272418])]","[array([-0.90472811,  1.47816345,  1.90466797, -0.47205053, -1.40693506,
        1.82034276])]"
5999,movel_fit,"[array([ 1148.50387867, -1115.59299768,   502.20220742])]","[array([-0.89376892,  1.47934564,  1.90637612, -0.46679331, -1.39030275,
        1.82290492])]"
6999,movel_fit,"[array([ 1162.90298033, -1112.59678354,   507.83057174])]","[array([-0.88294392,  1.48026596,  1.908675  , -0.46093023, -1.37325459,
        1.82599451])]"
7999,movel_fit,"[array([ 1177.00892834, -1109.89878337,   514.4558733 ])]","[array([-0.87224167,  1.48098164,  1.91149404, -0.45450316, -1.35580118,
        1.82958136])]"
8999,movel_fit,"[array([ 1190.84694675, -1107.44395244,   521.93900211])]","[array([-0.86165328,  1.48156144,  1.91473968, -0.44758359, -1.3379529 ,
        1.8336201 ])]"
9999,movel_fit,"[array([ 1204.44690965, -1105.16419307,   530.1005873 ])]","[array([-0.85117417,  1.48208234,  1.91829443, -0.4402773 , -1.31973258,
        1.83804766])]"
10999,movel_fit,"[array([ 1217.84326243, -1102.97556616,   538.72351717])]","[array([-0.84080325,  1.48262446,  1.92201936, -0.43272483, -1.30118523,
        1.84278258])]"
11999,movel_fit,"[array([ 1231.07434672, -1100.77740056,   547.5606432 ])]","[array([-0.83054174,  1.4832643 ,  1.92575944, -0.4250983 , -1.28238577,
        1.84772591])]"
12999,movel_fit,"[array([ 1244.17732027, -1098.45460177,   556.34404691])]","[array([-0.82039496,  1.48406753,  1.92934996, -0.41759719, -1.26344861,
        1.85276203])]"
13999,movel_fit,"[array([ 1257.18847992, -1095.88168697,   564.80032816])]","[array([-0.81037009,  1.485083  ,  1.93262527, -0.41043873, -1.24452381,
        1.85776251])]"
14999,movel_fit,"[array([ 1270.13798017, -1092.92976323,   572.66164687])]","[array([-0.80047866,  1.48633887,  1.93542498, -0.40385121, -1.22579589,
        1.86258837])]"
15999,movel_fit,"[array([ 1283.05382863, -1089.47200354,   579.67837229])]","[array([-0.79073284,  1.48784289,  1.93759939, -0.3980648 , -1.2074661 ,
        1.86709518])]"
16999,movel_fit,"[array([ 1295.95531267, -1085.39014372,   585.6178692 ])]","[array([-0.78115092,  1.48958516,  1.93900831, -0.3933122 , -1.18975031,
        1.87113257])]"
17999,movel_fit,"[array([ 1308.85542585, -1080.57661273,   590.26006431])]","[array([-0.77175668,  1.49154481,  1.93951754, -0.38982968, -1.17286708,
        1.8745449 ])]"
18999,movel_fit,"[array([ 1321.76025527, -1074.93452793,   593.38189687])]","[array([-0.76258181,  1.49369904,  1.9389908 , -0.3878643 , -1.15703494,
        1.87716846])]"
19999,movel_fit,"[array([ 1334.66173241, -1068.3798101 ,   594.7341368 ])]","[array([-0.75367298,  1.49603345,  1.93728045, -0.38768272, -1.14247972,
        1.87882691])]"
20999,movel_fit,"[array([ 1347.56213544, -1060.82798188,   594.01705775])]","[array([-0.7450772 ,  1.49856122,  1.93421332, -0.38957892, -1.12940378,
        1.87933141])]"
21999,movel_fit,"[array([ 1360.45743919, -1052.20403921,   590.84731992])]","[array([-0.73685673,  1.50133878,  1.92957931, -0.39388405, -1.11799396,
        1.87847581])]"
22999,movel_fit,"[array([ 1373.3408029 , -1042.45585156,   584.74495579])]","[array([-0.72908964,  1.50448771,  1.92312583, -0.40096119, -1.10837643,
        1.87604506])]"
