breakpoints,primitives,points,q_bp
0,movej_fit,"[array([1090.16121372, -506.72253554,  994.04660022])]","[array([-0.58589046, -0.03341733,  0.40482559, -2.79157683, -1.61501501,
        0.95669868])]"
1666,movel_fit,"[array([1095.40127247, -476.14080995,  993.54207732])]","[array([-0.56514006, -0.03832101,  0.41188786, -2.78579498, -1.61772921,
        0.95593689])]"
3333,movel_fit,"[array([1102.08968096, -445.47175361,  996.05270099])]","[array([-0.5444622 , -0.0450923 ,  0.41743179, -2.77809638, -1.6193142 ,
        0.9539399 ])]"
5000,movel_fit,"[array([1110.17211525, -414.73677995, 1001.43899281])]","[array([-0.52388099, -0.05365866,  0.42148216, -2.76864735, -1.61968329,
        0.95072723])]"
6666,movel_fit,"[array([1119.55606556, -383.89103639, 1009.47216842])]","[array([-0.50335839, -0.06385615,  0.42411911, -2.75765589, -1.61875763,
        0.94635224])]"
8333,movel_fit,"[array([1130.07206019, -352.82115793, 1019.79032983])]","[array([-0.48278464, -0.07541185,  0.4255018 , -2.74540056, -1.61649299,
        0.94092435])]"
10000,movel_fit,"[array([1141.3766259 , -321.479065  , 1031.80667943])]","[array([-0.4620634 , -0.08788646,  0.4258916 , -2.73231155, -1.61294324,
        0.93466212])]"
11666,movel_fit,"[array([1152.92039138, -289.8542991 , 1044.7027013 ])]","[array([-0.44110285, -0.1007079 ,  0.42567194, -2.71895643, -1.608338  ,
        0.92791271])]"
13333,movel_fit,"[array([1163.97190028, -257.9363028 , 1057.51512582])]","[array([-0.41981507, -0.11326011,  0.42531971, -2.70595602, -1.60313497,
        0.9211339 ])]"
15000,movel_fit,"[array([1173.63757957, -225.83382943, 1069.20900979])]","[array([-0.39822165, -0.12491709,  0.42534452, -2.69393025, -1.59805202,
        0.91488334])]"
16666,movel_fit,"[array([1180.98802799, -193.69631346, 1078.82474117])]","[array([-0.37641089, -0.13512164,  0.42621936, -2.6833749 , -1.59400726,
        0.90975342])]"
18333,movel_fit,"[array([1185.13498821, -161.64718987, 1085.52751633])]","[array([-0.35447618, -0.14338117,  0.42835518, -2.67462239, -1.59203662,
        0.90633391])]"
20000,movel_fit,"[array([1185.17633249, -129.93176872, 1088.49486713])]","[array([-0.33258593, -0.1491442 ,  0.43214066, -2.66794652, -1.5932743 ,
        0.90524252])]"
21666,movel_fit,"[array([1180.09319064,  -98.88652604, 1086.79559875])]","[array([-0.31092478, -0.15171838,  0.43805892, -2.66365876, -1.59895951,
        0.90714724])]"
23333,movel_fit,"[array([1168.6169804 ,  -68.90165364, 1079.23235269])]","[array([-0.28959672, -0.15015124,  0.44684896, -2.66224549, -1.61041442,
        0.91278977])]"
25000,movel_fit,"[array([1149.47277984,  -40.31950758, 1064.36949106])]","[array([-0.26841162, -0.14310048,  0.45951562, -2.66441469, -1.62860368,
        0.92286189])]"
26666,movel_fit,"[array([1122.48037631,  -12.88019909, 1041.09149982])]","[array([-0.24637177, -0.12884221,  0.47687676, -2.67067492, -1.65294102,
        0.93756922])]"
28333,movel_fit,"[array([1090.57339494,   14.84685909, 1010.1979536 ])]","[array([-0.22169459, -0.10604874,  0.49822911, -2.67987022, -1.67976723,
        0.95575563])]"
30000,movel_fit,"[array([1060.4843939 ,   44.77560787,  976.39533295])]","[array([-0.19367438, -0.07625736,  0.51998734, -2.68764513, -1.7029621 ,
        0.97424603])]"
31666,movel_fit,"[array([1038.30492043,   77.1742259 ,  946.96281158])]","[array([-0.16430849, -0.04570374,  0.53747071, -2.68930228, -1.7184383 ,
        0.9893372 ])]"
33333,movel_fit,"[array([1024.96676437,  110.03094646,  928.25215686])]","[array([-0.13652733, -0.02342681,  0.54838722, -2.68442956, -1.7267244 ,
        0.99884696])]"
35000,movel_fit,"[array([1017.69119385,  140.38902145,  925.19486109])]","[array([-0.11253539, -0.01849206,  0.55303813, -2.67589431, -1.7307658 ,
        1.00179583])]"
36666,movel_fit,"[array([1014.52643244,  165.58839633,  941.48664409])]","[array([-0.09425972, -0.03722871,  0.55176657, -2.66592383, -1.73234456,
        0.99733856])]"
38333,movel_fit,"[array([1018.13038978,  186.01227707,  977.48877017])]","[array([-0.08253702, -0.07851256,  0.54288685, -2.65290952, -1.72891846,
        0.98468246])]"
40000,movel_fit,"[array([1034.41526571,  207.42780968, 1027.83651553])]","[array([-0.07404742, -0.13107411,  0.52449383, -2.63290143, -1.71329524,
        0.96405384])]"
41666,movel_fit,"[array([1062.29950883,  235.99297216, 1078.93529116])]","[array([-0.06079741, -0.1771617 ,  0.50088482, -2.60911557, -1.68215724,
        0.93998221])]"
43333,movel_fit,"[array([1086.62974656,  269.01239849, 1117.21260353])]","[array([-0.04043613, -0.20756352,  0.48211158, -2.59080678, -1.64899497,
        0.92066979])]"
45000,movel_fit,"[array([1093.34404724,  300.99398282, 1138.19914888])]","[array([-0.01758162, -0.22352806,  0.47368259, -2.57945806, -1.6323711 ,
        0.91157197])]"
46666,movel_fit,"[array([1076.77316538,  327.96755513, 1140.29698349])]","[array([ 0.00368464, -0.22565115,  0.47701707, -2.57301424, -1.64296504,
        0.91533144])]"
48333,movel_fit,"[array([1035.95380573,  346.77675864, 1121.8396684 ])]","[array([ 0.02265558, -0.21264252,  0.49410925, -2.5725132 , -1.68206465,
        0.93234399])]"
50000,movel_fit,"[array([ 980.65487407,  362.3770615 , 1083.35085466])]","[array([ 0.04664587, -0.18007722,  0.52357665, -2.57965777, -1.73407578,
        0.95934453])]"
