average speed,max speed,min speed,std speed,average error,max error,min error,std error,average angle error,max angle error,min angle error,std angle error
252.0096795067051,254.65089414032064,249.36956609319103,0.6680439157566429,0.0625421807775242,0.4878227531768336,0.005282529060992416,0.04314952756176288,0.0017101438465198908,0.010997212758235684,3.317012539572004e-05,0.002050651998874344
