breakpoints,primitives,points,q_bp
29000,movel_fit,"[array([1064.15999146, -274.81630703,  979.31531285])]","[array([-0.53165436, -0.3921308 ,  0.70888433,  0.4953307 ,  1.39179198,
       -2.90442802])]"
30000,movel_fit,"[array([1055.16473002, -283.95828912,  976.78344381])]","[array([-0.539348  , -0.40205737,  0.71562339,  0.48847717,  1.38812885,
       -2.90591574])]"
31000,movel_fit,"[array([1047.46092076, -294.87464014,  976.55320332])]","[array([-0.54816587, -0.41260189,  0.72084879,  0.48215765,  1.38354987,
       -2.90809569])]"
32000,movel_fit,"[array([1041.21836986, -307.01690098,  979.0424195 ])]","[array([-0.55779242, -0.42377523,  0.72434412,  0.47675992,  1.37834239,
       -2.91109141])]"
33000,movel_fit,"[array([1036.5063488 , -319.70840235,  984.59239066])]","[array([-0.56787616, -0.43553522,  0.72594277,  0.47268732,  1.37295276,
       -2.9150232 ])]"
34000,movel_fit,"[array([1033.28477772, -332.23845708,  993.40459438])]","[array([-0.57806361, -0.44778079,  0.72554618,  0.47027074,  1.36790721,
       -2.91996278])]"
35000,movel_fit,"[array([1031.42990523, -343.97921744, 1005.50746758])]","[array([-0.58802852, -0.46037191,  0.7231346 ,  0.46968737,  1.36367327,
       -2.92589295])]"
36000,movel_fit,"[array([1030.77468876, -354.46275942, 1020.76044334])]","[array([-0.59748814, -0.47315884,  0.71877094,  0.47093295,  1.36054324,
       -2.93269748])]"
37000,movel_fit,"[array([1031.14581137, -363.40895243, 1038.88864406])]","[array([-0.60621259, -0.48600973,  0.71259579,  0.47384592,  1.3585776 ,
       -2.94018232])]"
38000,movel_fit,"[array([1032.40341646, -370.72940045, 1059.55604308])]","[array([-0.61402938, -0.49884664,  0.70480673,  0.4781591 ,  1.35757855,
       -2.94811609])]"
39000,movel_fit,"[array([1034.48080405, -376.50101837, 1082.46767587])]","[array([-0.62081536, -0.51168399,  0.6956243 ,  0.4835688 ,  1.35708929,
       -2.95628072])]"
40000,movel_fit,"[array([1037.3747823 , -380.8840796 , 1107.40825877])]","[array([-0.62648269, -0.52460772,  0.68527251,  0.48980364,  1.35649465,
       -2.96451112])]"
41000,movel_fit,"[array([1041.04899845, -384.03329868, 1134.11860368])]","[array([-0.63099276, -0.53765104,  0.67399948,  0.49664165,  1.35525554,
       -2.97268933])]"
42000,movel_fit,"[array([1045.33555182, -386.09901835, 1162.12828085])]","[array([-0.63440424, -0.55067445,  0.66210225,  0.50386445,  1.35311178,
       -2.98070212])]"
43000,movel_fit,"[array([1050.01609587, -387.29856107, 1190.88759352])]","[array([-0.63686848, -0.56346579,  0.64987327,  0.51125098,  1.34996353,
       -2.98844589])]"
44000,movel_fit,"[array([1055.05027055, -387.91382826, 1220.1813115 ])]","[array([-0.63851636, -0.57600161,  0.63749984,  0.51867362,  1.34547921,
       -2.99590639])]"
45000,movel_fit,"[array([1060.54191934, -388.23836499, 1250.0654025 ])]","[array([-0.63943097, -0.58838538,  0.62510064,  0.52609532,  1.33911125,
       -3.00314577])]"
46000,movel_fit,"[array([1066.40330559, -388.59801496, 1280.25838185])]","[array([-0.63980665, -0.60047936,  0.61285564,  0.53339259,  1.33069857,
       -3.01015258])]"
47000,movel_fit,"[array([1072.45702293, -389.22241413, 1310.40019317])]","[array([-0.63985484, -0.61207746,  0.60091376,  0.54045577,  1.3204182 ,
       -3.01690765])]"
48000,movel_fit,"[array([1078.61548945, -390.24955222, 1340.34658412])]","[array([-0.63970948, -0.62309152,  0.58934637,  0.54725977,  1.30839457,
       -3.02344532])]"
49000,movel_fit,"[array([1084.15929638, -392.11859276, 1368.81182949])]","[array([-0.63996709, -0.63286163,  0.5783514 ,  0.55331651,  1.29603029,
       -3.02941916])]"
50000,movel_fit,"[array([1089.24304698, -395.57564465, 1395.85900464])]","[array([-0.6409418 , -0.64145939,  0.56796479,  0.55849419,  1.28275456,
       -3.03480614])]"
