primitives,points,q_bp
moveabsj,"[array([-924.13053262, -103.26168383,  508.84430492])]","[array([-0.39544282, -0.52763432, -3.18368219,  0.64699446,  0.52104302,
        0.53421587])]"
moveabsj,"[array([-904.11840219, -207.93653192,  524.36196496])]","[array([-0.28806594, -0.51246772, -3.15980859,  0.623612  ,  0.50237621,
        0.53219019])]"
moveabsj,"[array([-902.68140227, -214.14495655,  527.0136302 ])]","[array([-0.28148706, -0.51024877, -3.15730917,  0.6218144 ,  0.50195105,
        0.53242333])]"
moveabsj,"[array([-901.41775967, -220.35416215,  531.35752191])]","[array([-0.27473122, -0.50686688, -3.15367112,  0.61980308,  0.50234441,
        0.53291519])]"
moveabsj,"[array([-900.29758208, -226.57311408,  537.47601889])]","[array([-0.26779736, -0.50221704, -3.14887837,  0.61775706,  0.50345844,
        0.53348935])]"
moveabsj,"[array([-899.26260051, -232.79855694,  545.30553423])]","[array([-0.26071393, -0.49635699, -3.14305244,  0.61552048,  0.50540704,
        0.53434141])]"
moveabsj,"[array([-898.29727775, -239.02110635,  554.7937856 ])]","[array([-0.25349681, -0.48941721, -3.1361607 ,  0.6131016 ,  0.50821319,
        0.53549453])]"
moveabsj,"[array([-897.31156842, -245.22222306,  566.01241645])]","[array([-0.24620577, -0.48125115, -3.12825463,  0.61069815,  0.51167156,
        0.53673822])]"
moveabsj,"[array([-896.27120769, -251.38678317,  578.7808372 ])]","[array([-0.23886829, -0.47211422, -3.11938761,  0.60822888,  0.51585728,
        0.53820347])]"
moveabsj,"[array([-895.09332182, -257.47409444,  592.96447269])]","[array([-0.2315727 , -0.46210394, -3.10968167,  0.60569041,  0.52065874,
        0.53990394])]"
moveabsj,"[array([-893.75698709, -263.46497072,  608.29496914])]","[array([-0.22434841, -0.45153747, -3.09919939,  0.60311683,  0.52602769,
        0.54183905])]"
moveabsj,"[array([-892.12697467, -269.33531141,  624.63006515])]","[array([-0.21727992, -0.44033051, -3.08820828,  0.60072001,  0.53162081,
        0.54376947])]"
moveabsj,"[array([-890.20627788, -275.08889934,  641.4176332 ])]","[array([-0.21036015, -0.42902014, -3.07699674,  0.59830101,  0.53757136,
        0.54596135])]"
