primitives,points,q_bp
moveabsj,"[array([-924.15467446, -103.31279501,  508.8525447 ])]","[array([-0.39534591, -0.5276275 , -3.18367023,  0.64717988,  0.52107724,
        0.53406235])]"
moveabsj,"[array([-904.11632575, -207.93554379,  524.36148502])]","[array([-0.28806856, -0.51246523, -3.15981387,  0.62360437,  0.50237715,
        0.53219737])]"
moveabsj,"[array([-902.68356567, -214.14224263,  527.01245011])]","[array([-0.28149047, -0.51025548, -3.15730167,  0.62180915,  0.50194869,
        0.53242737])]"
moveabsj,"[array([-901.41463649, -220.35596597,  531.36446264])]","[array([-0.27472971, -0.50685151, -3.15367679,  0.61981604,  0.50233727,
        0.53290126])]"
moveabsj,"[array([-900.2950079 , -226.57217369,  537.48909255])]","[array([-0.26780005, -0.50219629, -3.14887607,  0.61777649,  0.5034383 ,
        0.53346566])]"
moveabsj,"[array([-899.26478333, -232.79567395,  545.31773319])]","[array([-0.2607177 , -0.49634707, -3.14303556,  0.61554176,  0.50538325,
        0.53431503])]"
moveabsj,"[array([-898.2964081 , -239.01843324,  554.80829253])]","[array([-0.25350156, -0.48939916, -3.13615055,  0.61312234,  0.50818771,
        0.53546825])]"
moveabsj,"[array([-897.31337354, -245.22050217,  566.00876014])]","[array([-0.24620785, -0.48125962, -3.12825111,  0.61068945,  0.51167455,
        0.53674712])]"
moveabsj,"[array([-896.27014565, -251.38820484,  578.78087988])]","[array([-0.23886638, -0.47211155, -3.11939157,  0.6082309 ,  0.51585933,
        0.5382021 ])]"
moveabsj,"[array([-895.08927179, -257.47610894,  592.96498939])]","[array([-0.23157096, -0.46209483, -3.1096941 ,  0.60569012,  0.52066237,
        0.53990512])]"
moveabsj,"[array([-893.75767454, -263.46643652,  608.27919787])]","[array([-0.22434574, -0.45155511, -3.09921279,  0.60309105,  0.52605464,
        0.54187009])]"
moveabsj,"[array([-892.12756595, -269.33788711,  624.60865944])]","[array([-0.21727546, -0.44035263, -3.08822893,  0.60068639,  0.53165842,
        0.54381043])]"
moveabsj,"[array([-890.20394542, -275.09212185,  641.39717254])]","[array([-0.21035566, -0.42903439, -3.0770263 ,  0.59826704,  0.53760992,
        0.54600276])]"
moveabsj,"[array([-887.95378987, -280.69088623,  658.36469903])]","[array([-0.2036721 , -0.4177259 , -3.06574807,  0.59605397,  0.54344102,
        0.54817291])]"
moveabsj,"[array([-885.41968509, -286.17487267,  674.85516825])]","[array([-0.19716662, -0.40695917, -3.05481216,  0.59386595,  0.54925156,
        0.55056001])]"
moveabsj,"[array([-882.57269345, -291.55419019,  690.61074794])]","[array([-0.19086816, -0.39669212, -3.04445347,  0.59206777,  0.55441429,
        0.55271774])]"
moveabsj,"[array([-879.55201772, -296.87207239,  704.89570687])]","[array([-0.18470848, -0.38757905, -3.03505131,  0.59037299,  0.55902211,
        0.55499209])]"
moveabsj,"[array([-876.41184439, -302.19801628,  717.28855868])]","[array([-0.17861401, -0.37976751, -3.02694521,  0.5889816 ,  0.56269009,
        0.5571576 ])]"
moveabsj,"[array([-873.26347361, -307.59333564,  727.25354725])]","[array([-0.17251444, -0.3735966 , -3.02048143,  0.58790346,  0.56516964,
        0.55921618])]"
moveabsj,"[array([-870.2355462 , -313.1318926 ,  734.22631513])]","[array([-0.16631854, -0.36944907, -3.01601552,  0.58716448,  0.56622678,
        0.56116883])]"
moveabsj,"[array([-867.33147745, -318.91239035,  737.77001731])]","[array([-0.15992744, -0.36735657, -3.01408354,  0.58702765,  0.56543382,
        0.56275472])]"
moveabsj,"[array([-864.82350953, -324.93320051,  737.15454811])]","[array([-0.15333535, -0.36822037, -3.01470941,  0.58739625,  0.56254465,
        0.56413551])]"
moveabsj,"[array([-862.61204824, -331.30077186,  731.62367904])]","[array([-0.14644557, -0.37224729, -3.01893214,  0.58817848,  0.5575573 ,
        0.56552203])]"
moveabsj,"[array([-860.6872643 , -338.00643698,  720.72841785])]","[array([-0.13930683, -0.37982028, -3.02686964,  0.58986554,  0.54975062,
        0.56643438])]"
moveabsj,"[array([-858.88344614, -344.98489251,  703.56402398])]","[array([-0.13207085, -0.39165738, -3.03935678,  0.59194084,  0.53926807,
        0.56759034])]"
moveabsj,"[array([-856.91127254, -352.21082927,  680.11531994])]","[array([-0.12480554, -0.40791135, -3.05615381,  0.59550019,  0.52514185,
        0.56789543])]"
moveabsj,"[array([-854.2126101 , -359.51200863,  649.77856324])]","[array([-0.11782514, -0.4292664 , -3.07812997,  0.59932086,  0.50815638,
        0.56887969])]"
moveabsj,"[array([-850.27018913, -366.76390623,  613.60339964])]","[array([-0.11130041, -0.45553762, -3.10407947,  0.60427759,  0.48772971,
        0.56960535])]"
