primitives,points,q_bp
moveabsj,"[array([1686.81991541, -795.23107606, 1281.71122628])]","[array([-0.80844952,  0.21699309,  0.48508503,  1.70842389,  1.47104191,
        2.30379788])]"
moveabsj,"[array([1730.32212855, -519.50914996, 1291.73551158])]","[array([-0.67073199,  0.16032987,  0.55396734,  1.72713489,  1.47737244,
        2.2944667 ])]"
moveabsj,"[array([1731.32306294, -503.04559878, 1293.78595585])]","[array([-0.66254503,  0.1565564 ,  0.55790464,  1.72897975,  1.47859573,
        2.29302512])]"
moveabsj,"[array([1731.94118547, -486.77072863, 1297.37267126])]","[array([-0.65450164,  0.15242945,  0.56162193,  1.73154978,  1.48064498,
        2.29071422])]"
moveabsj,"[array([1732.19483675, -470.67603491, 1302.41949589])]","[array([-0.64658067,  0.14802293,  0.56515787,  1.73492251,  1.4835721 ,
        2.28739462])]"
moveabsj,"[array([1732.09827995, -454.7452657 , 1308.91357975])]","[array([-0.63876004,  0.14329725,  0.56849349,  1.7390456 ,  1.48727436,
        2.28321226])]"
moveabsj,"[array([1731.69494185, -438.9374211 , 1316.80734238])]","[array([-0.63099349,  0.13827589,  0.57160097,  1.74389773,  1.49168978,
        2.27823947])]"
moveabsj,"[array([1731.02875174, -423.21222869, 1325.9829289 ])]","[array([-0.62323471,  0.13303436,  0.57447055,  1.7494629 ,  1.49678472,
        2.27248686])]"
moveabsj,"[array([1730.13549671, -407.51888169, 1336.28793249])]","[array([-0.61543176,  0.12765159,  0.57712533,  1.75574119,  1.50252234,
        2.26594583])]"
moveabsj,"[array([1729.07275311, -391.80641   , 1347.55170076])]","[array([-0.60753313,  0.12219047,  0.57952614,  1.76261228,  1.50877841,
        2.25879064])]"
moveabsj,"[array([1727.91042891, -375.98858999, 1359.57887778])]","[array([-0.59946767,  0.11672394,  0.58163891,  1.7699498 ,  1.51542268,
        2.25120538])]"
moveabsj,"[array([1726.6480907 , -360.05455862, 1371.96429649])]","[array([-0.59122542,  0.11137887,  0.58359378,  1.77766681,  1.52237214,
        2.24318079])]"
moveabsj,"[array([1725.32117524, -343.93567806, 1384.46396184])]","[array([-0.58277082,  0.10617775,  0.5853824 ,  1.78553663,  1.52943897,
        2.23503552])]"
moveabsj,"[array([1723.94537151, -327.64126839, 1396.59266858])]","[array([-0.57411787,  0.10124333,  0.5871276 ,  1.79335831,  1.5364733 ,
        2.22687929])]"
moveabsj,"[array([1722.51382114, -311.14844363, 1408.0990539 ])]","[array([-0.56528661,  0.09653003,  0.5888604 ,  1.80084737,  1.54324988,
        2.21911298])]"
moveabsj,"[array([1720.96877778, -294.54483211, 1418.40465994])]","[array([-0.55636791,  0.0921522 ,  0.59083292,  1.8078177 ,  1.54968551,
        2.21171571])]"
moveabsj,"[array([1719.28844779, -277.85140864, 1427.33413786])]","[array([-0.54742607,  0.08798837,  0.59306026,  1.8139445 ,  1.55551724,
        2.20518282])]"
moveabsj,"[array([1717.37532714, -261.17174148, 1434.49486714])]","[array([-0.53858315,  0.08401149,  0.59577236,  1.81903557,  1.56063049,
        2.19962478])]"
moveabsj,"[array([1715.1422636 , -244.61382782, 1439.59543964])]","[array([-0.52997173,  0.08011819,  0.59912287,  1.8228228 ,  1.56482762,
        2.19533774])]"
moveabsj,"[array([1712.49802138, -228.28596461, 1442.39113753])]","[array([-0.52172409,  0.07622413,  0.60324713,  1.82507038,  1.56797721,
        2.19256813])]"
moveabsj,"[array([1709.28508233, -212.35030301, 1442.5063629 ])]","[array([-0.51400809,  0.07218784,  0.60846236,  1.82561535,  1.56988407,
        2.19147749])]"
moveabsj,"[array([1705.53146571, -196.85957868, 1439.68874762])]","[array([-0.50689883,  0.06798228,  0.61474133,  1.82410848,  1.57029487,
        2.19250771])]"
moveabsj,"[array([1701.08646206, -181.94717415, 1433.64714534])]","[array([-0.50054958,  0.06338614,  0.62229861,  1.82028634,  1.56888062,
        2.196132  ])]"
moveabsj,"[array([1696.01833821, -167.65156276, 1423.73023097])]","[array([-0.49498564,  0.05871361,  0.63121788,  1.81389618,  1.56558885,
        2.20234894])]"
moveabsj,"[array([1690.41408017, -153.92649546, 1409.56626134])]","[array([-0.49016321,  0.05390047,  0.6414682 ,  1.80460014,  1.55983665,
        2.21188723])]"
moveabsj,"[array([1684.47507879, -140.5422992 , 1390.47609307])]","[array([-0.48585338,  0.0493679 ,  0.65300806,  1.79222738,  1.55138663,
        2.22481715])]"
