primitives,points,q_bp
moveabsj,"[array([1686.89389999, -795.66853293, 1281.72476095])]","[array([-0.80861009,  0.21730199,  0.48469579,  1.70831172,  1.47116065,
        2.30389155])]"
moveabsj,"[array([1730.33267506, -519.50687984, 1291.74920385])]","[array([-0.67072951,  0.16030087,  0.55393006,  1.72706888,  1.4773119 ,
        2.29458225])]"
moveabsj,"[array([1731.32145591, -503.04793483, 1293.78586064])]","[array([-0.66254855,  0.15651687,  0.55788703,  1.72891409,  1.47852439,
        2.29313776])]"
moveabsj,"[array([1731.95135224, -486.7684131 , 1297.37974621])]","[array([-0.65450012,  0.15238872,  0.5615816 ,  1.73146152,  1.48055838,
        2.29086437])]"
moveabsj,"[array([1732.20687083, -470.6742326 , 1302.41298287])]","[array([-0.64657875,  0.14800258,  0.56512416,  1.73485069,  1.4835081 ,
        2.28750311])]"
moveabsj,"[array([1732.10859771, -454.74315656, 1308.90669169])]","[array([-0.63875861,  0.14328526,  0.56846459,  1.73898683,  1.48722795,
        2.28329522])]"
moveabsj,"[array([1731.70803831, -438.93125809, 1316.82690138])]","[array([-0.63098957,  0.13825467,  0.57155846,  1.74383754,  1.49164365,
        2.27834223])]"
moveabsj,"[array([1731.0306737 , -423.21363572, 1325.97485524])]","[array([-0.62323727,  0.13302186,  0.57445701,  1.74942182,  1.49675034,
        2.27254361])]"
moveabsj,"[array([1730.13346509, -407.51746338, 1336.28632093])]","[array([-0.61543328,  0.12763543,  0.57712049,  1.7557149 ,  1.50249537,
        2.26598793])]"
moveabsj,"[array([1729.06793562, -391.80634556, 1347.56217234])]","[array([-0.60753595,  0.12217029,  0.57952127,  1.76259341,  1.50875758,
        2.25883044])]"
moveabsj,"[array([1727.90861522, -375.98543548, 1359.60499148])]","[array([-0.59946871,  0.11670011,  0.58162145,  1.7699254 ,  1.51540155,
        2.25126121])]"
moveabsj,"[array([1726.64087022, -360.05739976, 1371.96060705])]","[array([-0.59122933,  0.11137614,  0.58360208,  1.77766799,  1.52237567,
        2.24317479])]"
moveabsj,"[array([1725.31010036, -343.93715812, 1384.46722951])]","[array([-0.58277425,  0.10617676,  0.58539536,  1.78555093,  1.52945763,
        2.23501187])]"
moveabsj,"[array([1723.93555689, -327.64471014, 1396.5971895 ])]","[array([-0.5741204 ,  0.10125278,  0.58714224,  1.79338744,  1.53650888,
        2.22683168])]"
moveabsj,"[array([1722.50922581, -311.14451505, 1408.12431328])]","[array([-0.5652834 ,  0.09653629,  0.58886085,  1.80087675,  1.54328645,
        2.21907844])]"
moveabsj,"[array([1720.96383246, -294.54232503, 1418.42085822])]","[array([-0.55636313,  0.0921752 ,  0.59084296,  1.80786753,  1.54974609,
        2.21163969])]"
moveabsj,"[array([1719.28714178, -277.85140488, 1427.34310645])]","[array([-0.54742041,  0.08802665,  0.59306971,  1.81400154,  1.55559252,
        2.20508497])]"
moveabsj,"[array([1717.37613884, -261.16950342, 1434.49797261])]","[array([-0.53857357,  0.08406729,  0.5957854 ,  1.81910811,  1.56072937,
        2.19949153])]"
moveabsj,"[array([1715.14897142, -244.60991413, 1439.59949827])]","[array([-0.52995906,  0.08018641,  0.59912734,  1.8228968 ,  1.56493781,
        2.19519482])]"
moveabsj,"[array([1712.51315121, -228.27870012, 1442.40028034])]","[array([-0.52170786,  0.07630904,  0.60323361,  1.82513915,  1.56810292,
        2.19241976])]"
moveabsj,"[array([1709.28970428, -212.34972144, 1442.49502458])]","[array([-0.51399514,  0.07229134,  0.60847549,  1.82571139,  1.57004612,
        2.19126572])]"
moveabsj,"[array([1705.5503216 , -196.85520734, 1439.66479653])]","[array([-0.50687565,  0.06811863,  0.61475609,  1.8242327 ,  1.57048359,
        2.19224104])]"
moveabsj,"[array([1701.10339575, -181.9390107 , 1433.59602086])]","[array([-0.50052412,  0.06354886,  0.62232849,  1.82042129,  1.56909942,
        2.195811  ])]"
moveabsj,"[array([1696.03191296, -167.64421316, 1423.6880217 ])]","[array([-0.49495658,  0.05889966,  0.63126142,  1.81407876,  1.56585889,
        2.20195413])]"
moveabsj,"[array([1690.4156831 , -153.92303174, 1409.5534442 ])]","[array([-0.49013818,  0.05406488,  0.64152348,  1.8048072 ,  1.56010956,
        2.21149039])]"
moveabsj,"[array([1684.45696398, -140.5328225 , 1390.37246059])]","[array([-0.48583469,  0.04955726,  0.65312073,  1.79242389,  1.55167084,
        2.22434686])]"
moveabsj,"[array([1678.52471739, -127.16437477, 1366.43133151])]","[array([-0.48165061,  0.0454508 ,  0.66547394,  1.77694096,  1.53998664,
        2.24133578])]"
moveabsj,"[array([1673.10138882, -113.26080635, 1337.79968972])]","[array([-0.47693949,  0.04242442,  0.67803152,  1.75875764,  1.52510154,
        2.26204104])]"
moveabsj,"[array([1668.61017129,  -98.30482502, 1305.60594236])]","[array([-0.47102108,  0.0409298 ,  0.6900848 ,  1.73894124,  1.50749864,
        2.28551267])]"
moveabsj,"[array([1665.33840953,  -81.97233226, 1272.01225998])]","[array([-0.4633934 ,  0.04098126,  0.70082793,  1.71891364,  1.48805333,
        2.31047056])]"
moveabsj,"[array([1663.15465145,  -64.43730752, 1239.99010083])]","[array([-0.45410024,  0.04209084,  0.70972193,  1.70032327,  1.46843051,
        2.33508401])]"
moveabsj,"[array([1661.51638676,  -46.10668124, 1211.8422568 ])]","[array([-0.44363815,  0.04373642,  0.71695525,  1.68459048,  1.45073932,
        2.3568368 ])]"
moveabsj,"[array([1659.55287648,  -27.82204389, 1189.75343859])]","[array([-0.43297774,  0.04448178,  0.72281943,  1.6720255 ,  1.4362646 ,
        2.37514322])]"
moveabsj,"[array([1656.41674777,  -10.08808155, 1173.92286742])]","[array([-0.42288387,  0.04368452,  0.72823251,  1.6625983 ,  1.42592612,
        2.3888947 ])]"
moveabsj,"[array([1651.41710776,    6.47327082, 1164.63845601])]","[array([-0.41410667,  0.04078039,  0.73394032,  1.65639511,  1.42055575,
        2.39730382])]"
moveabsj,"[array([1644.12689464,   21.31645763, 1162.28580122])]","[array([-0.40721097,  0.03520394,  0.74032711,  1.65337637,  1.4205766 ,
        2.40020274])]"
moveabsj,"[array([1634.40624537,   33.96870294, 1166.97255125])]","[array([-0.40260673,  0.02732257,  0.74790861,  1.65452632,  1.42714926,
        2.39554029])]"
moveabsj,"[array([1622.59086108,   44.1865913 , 1179.43591712])]","[array([-0.40028365,  0.0169983 ,  0.75631762,  1.66027621,  1.4402561 ,
        2.3832048 ])]"
moveabsj,"[array([1609.28403738,   52.2986444 , 1201.21498565])]","[array([-0.39968089,  0.00382819,  0.76444922,  1.67095769,  1.45948247,
        2.36423164])]"
moveabsj,"[array([1595.76235924,   59.04204725, 1232.37750094])]","[array([-0.39958374, -0.01055732,  0.77152427,  1.6884698 ,  1.48494825,
        2.33684482])]"
moveabsj,"[array([1583.55631392,   65.77240173, 1271.90717805])]","[array([-0.39814358, -0.0252095 ,  0.77583387,  1.71221848,  1.51385551,
        2.304137  ])]"
