-6.252428738059578563e+02,1.584290625636513141e+02,3.424286410027018519e+02,-4.126111749713598509e-03,1.013808302817442199e-02,-9.999400954428934174e-01
-6.245610695632557281e+02,1.570036240850151898e+02,3.424379068303196618e+02,-2.743484490697157413e-03,1.061226764099420898e-02,-9.999399247296635318e-01
-6.239375037745214740e+02,1.557159104127087517e+02,3.424436156922794225e+02,-1.398850255389931085e-03,1.109025291234345956e-02,-9.999375228024515172e-01
-6.233080117475966517e+02,1.544308940598678532e+02,3.424470162455152149e+02,-6.260341895165423554e-05,1.159295028175232403e-02,-9.999327975342026109e-01
-6.226599999864259871e+02,1.531232263627395582e+02,3.424483275707441408e+02,1.213335508765839635e-03,1.209263386801889308e-02,-9.999261452842790332e-01
-6.220186850115549078e+02,1.518437134236035035e+02,3.424476988554960144e+02,2.461283644816264493e-03,1.260397326022502304e-02,-9.999175375704114632e-01
-6.213715882578194396e+02,1.505669514283667354e+02,3.424453573100820449e+02,5.061210375363444335e-03,1.365729596322247212e-02,-9.998939255823635630e-01
-6.206501829526278016e+02,1.491599389401023927e+02,3.424409814407479189e+02,7.579436786844901894e-03,1.467731250439082910e-02,-9.998635550092035418e-01
-6.200535734738443807e+02,1.480089531360380306e+02,3.424361334041759619e+02,1.004163881869711214e-02,1.574955322962886747e-02,-9.998255433138832915e-01
-6.193893545129545828e+02,1.467405691284600380e+02,3.424295955720167512e+02,1.244581757560183147e-02,1.686654885385710512e-02,-9.997802864402934864e-01
-6.187062182367731111e+02,1.454499640152976099e+02,3.424217791482195707e+02,1.478980964205568391e-02,1.801972922165028662e-02,-9.997282385176133879e-01
-6.180307428178996361e+02,1.441872774548494931e+02,3.424131094492320244e+02,1.708454565695889660e-02,1.921190409149642689e-02,-9.996694558907331940e-01
-6.172782594178324871e+02,1.427958975567099458e+02,3.424025092562241070e+02,1.933255673382008877e-02,2.044003317332280384e-02,-9.996041502985104632e-01
-6.165775902727410767e+02,1.415143472077633930e+02,3.423918803616919604e+02,2.152781803881449046e-02,2.169425240661886425e-02,-9.995328471155939809e-01
-6.158850633032167252e+02,1.402605798982830265e+02,3.423807686663757295e+02,2.372969751530492472e-02,2.300315069707542515e-02,-9.994537290509449834e-01
-6.151732949313737890e+02,1.389849486587930301e+02,3.423688203752060417e+02,2.587896527970494354e-02,2.432924621853577857e-02,-9.993689843768865932e-01
-6.144699736811577395e+02,1.377370083501156444e+02,3.423565760432476281e+02,2.801639372872109790e-02,2.568849451303023904e-02,-9.992773303403271745e-01
-6.137403456277527312e+02,1.364552059297815276e+02,3.423434959851944086e+02,3.012391656899642695e-02,2.707867032374049535e-02,-9.991793108666943146e-01
-6.129514180927567395e+02,1.350834931080525223e+02,3.423290050588232134e+02,3.217862138447273590e-02,2.848399991211666288e-02,-9.990761723085989088e-01
-6.122999036427934243e+02,1.339615711132366869e+02,3.423168224432162106e+02,3.419421432571335961e-02,2.990809698178828469e-02,-9.989675977936296469e-01
