breakpoints,primitives,p_bp,q_bp
0,moveabsj_fit,"[array([1090.16542152, -506.72250002,  994.04649977])]","[array([-0.58062557, -0.02111551,  0.39517579, -2.80002394, -1.62820682,
        0.97110649])]"
7771,movec_fit,"[array([1087.71360219, -426.91412631,  994.09530391]), array([1081.7103797 , -347.29419298,  994.22890866])]","[array([-0.54470751, -0.0901055 ,  0.45594688, -2.76609883, -1.59089454,
        0.93272197]), array([-0.50737546, -0.16059984,  0.51542778, -2.73202689, -1.55522012,
        0.8958404 ])]"
9756,movel_fit,"[array([1077.49123798, -306.71143028,  993.87611159])]","[array([-0.50468907, -0.2385158 ,  0.5777387 , -2.68632922, -1.49767966,
        0.8337375 ])]"
14144,movec_fit,"[array([1071.93101293, -261.9430939 ,  993.10283849]), array([1066.0352948 , -217.27057914,  991.83125039])]","[array([-0.49417703, -0.30954446,  0.63444165, -2.64517501, -1.45048408,
        0.79308676]), array([-0.48277212, -0.38145124,  0.69140763, -2.60237982, -1.40441877,
        0.75183517])]"
17605,movec_fit,"[array([1061.67495197, -181.98311288,  990.51083075]), array([1058.09075384, -146.62692227,  989.24890025])]","[array([-0.47522844, -0.44347925,  0.74056476, -2.55976717, -1.36214992,
        0.74599945]), array([-0.46498638, -0.50637521,  0.78928852, -2.51718073, -1.31915494,
        0.7416312 ])]"
20313,movec_fit,"[array([1056.38924352, -118.8434945 ,  988.58948476]), array([1055.79728799,  -91.04852632,  988.36225668])]","[array([-0.44946625, -0.53946112,  0.81402247, -2.49257716, -1.29426639,
        0.79038916]), array([-0.43135136, -0.57227208,  0.83754448, -2.46971019, -1.26702107,
        0.84153572])]"
23900,movec_fit,"[array([1057.56014062,  -54.23411833,  989.06612558]), array([1062.34907842,  -17.74154335,  990.72388502])]","[array([-0.38947614, -0.58751612,  0.84296492, -2.46918271, -1.24080119,
        0.97952405]), array([-0.34571523, -0.59714379,  0.84471694, -2.47110002, -1.21169548,
        1.11853498])]"
24830,movel_fit,"[array([1.06595776e+03, 1.00303530e+00, 9.91730495e+02])]","[array([-0.30409547, -0.5524705 ,  0.80581313, -2.51644311, -1.23021089,
        1.2416574 ])]"
26033,movel_fit,"[array([1071.80899886,   25.01188598,  992.73854997])]","[array([-0.26215642, -0.5104653 ,  0.77142661, -2.55112357, -1.24468376,
        1.36295215])]"
27241,movel_fit,"[array([1078.63256456,   48.8861223 ,  993.10176151])]","[array([-0.21485938, -0.42675771,  0.70891915, -2.60241622, -1.29676863,
        1.49882851])]"
28442,movel_fit,"[array([1085.9467971 ,   72.45847528,  992.42980118])]","[array([-0.17416401, -0.33461024,  0.64490071, -2.64188498, -1.36189586,
        1.6140224 ])]"
29643,movel_fit,"[array([1093.3373385 ,   95.93771049,  990.57901738])]","[array([-0.13911888, -0.23144787,  0.57815288, -2.67030394, -1.44268352,
        1.70963079])]"
30861,movel_fit,"[array([1100.38382399,  119.77646996,  987.62081632])]","[array([-0.11101498, -0.1336005 ,  0.5199087 , -2.68306772, -1.52374784,
        1.77187956])]"
31968,movel_fit,"[array([1105.89228615,  141.62277381,  984.390354  ])]","[array([-0.09091787, -0.05416829,  0.47686699, -2.68234789, -1.59364705,
        1.78927739])]"
32905,movel_fit,"[array([1109.52952365,  160.35764167,  981.78727984])]","[array([-0.0770568 ,  0.003332  ,  0.44854117, -2.67417004, -1.64810481,
        1.76830435])]"
33703,movel_fit,"[array([1111.66382912,  176.53129974,  980.04364591])]","[array([-0.06635927,  0.04549343,  0.42931085, -2.66402626, -1.69178015,
        1.72332193])]"
36797,movec_fit,"[array([1112.53864582,  208.27630928,  979.16623212]), array([1108.64079904,  239.65229309,  981.81887475])]","[array([-0.04478669,  0.09184333,  0.40924322, -2.6467733 , -1.75192898,
        1.56503032]), array([-0.01840801,  0.13279609,  0.38980348, -2.64000394, -1.81407557,
        1.40976975])]"
37475,movel_fit,"[array([1105.42059915,  253.07910686,  983.72120648])]","[array([-0.00792886,  0.08168812,  0.41118602, -2.6447281 , -1.77029325,
        1.31898961])]"
