average speed,max speed,min speed,std speed,average error,max error,min error,std error,average angle error,max angle error,min angle error,std angle error
129.86368017925093,133.27704811656136,126.18507661720426,0.6484806517726722,0.1315641106849517,0.45660462828154513,0.002712879063178581,0.11941023406662746,0.0008762751940133816,0.004259971992931075,0.0,0.0009337829366746208
