average speed,max speed,min speed,std speed,average error,max error,min error,std error,average angle error,max angle error,min angle error,std angle error
103.11639345916102,106.86380908453562,98.53029289777623,1.57224563368868,0.13290644944611316,0.4869213703581614,0.0015479504922564194,0.11237881972592129,0.0005808261314306612,0.0019879443104556375,1.3914740706096084e-05,0.0005224260188935279
