breakpoints,primitives,p_bp,q_bp
0,moveabsj,"[array([-922.33895802, -100.84560967,  508.8120985 ])]","[array([-0.40045997, -0.5264089 , -3.18577127,  0.63747796,  0.51920476,
        0.54206184])]"
999,moveabsj,"[array([-904.09645735, -207.94769084,  524.396733  ])]","[array([-0.28805834, -0.51237797, -3.15985738,  0.62366906,  0.50234679,
        0.53212946])]"
1999,moveabsj,"[array([-902.70788595, -214.12310981,  527.02938918])]","[array([-0.28151024, -0.51028587, -3.15720734,  0.62184176,  0.50188676,
        0.53237885])]"
2999,moveabsj,"[array([-901.42623235, -220.35161202,  531.37753337])]","[array([-0.27473149, -0.50685733, -3.15363229,  0.61985377,  0.50230489,
        0.53285721])]"
3999,moveabsj,"[array([-900.27395981, -226.58747988,  537.47637215])]","[array([-0.26778444, -0.50216745, -3.14895565,  0.61775092,  0.50348755,
        0.53350355])]"
4999,moveabsj,"[array([-899.2494314 , -232.81051531,  545.28772116])]","[array([-0.26070009, -0.4963498 , -3.14311106,  0.61549138,  0.50545605,
        0.53438221])]"
5999,moveabsj,"[array([-898.26675031, -239.04195829,  554.82830181])]","[array([-0.25347558, -0.4893097 , -3.13623692,  0.61317139,  0.50819841,
        0.53542594])]"
6999,moveabsj,"[array([-897.29131183, -245.23350103,  566.0249041 ])]","[array([-0.24619562, -0.48119381, -3.1283104 ,  0.61071755,  0.51167548,
        0.53672122])]"
7999,moveabsj,"[array([-896.25380249, -251.38427428,  578.7893365 ])]","[array([-0.23887937, -0.47207313, -3.11942837,  0.60820996,  0.51585131,
        0.53821968])]"
8999,moveabsj,"[array([-895.08762307, -257.48319798,  592.98958503])]","[array([-0.23155995, -0.46206109, -3.10968233,  0.60575425,  0.52063066,
        0.53983648])]"
9999,moveabsj,"[array([-893.71937618, -263.47112989,  608.37805656])]","[array([-0.2243524 , -0.45137359, -3.09923468,  0.60323571,  0.52591971,
        0.54169975])]"
10999,moveabsj,"[array([-892.11616156, -269.3421071 ,  624.62752265])]","[array([-0.21727266, -0.44030931, -3.08824589,  0.60071642,  0.53163814,
        0.5437768 ])]"
11999,moveabsj,"[array([-890.18285396, -275.09019154,  641.47663697])]","[array([-0.21036627, -0.42891553, -3.07700413,  0.59838277,  0.5374878 ,
        0.54586362])]"
12999,moveabsj,"[array([-887.94745575, -280.6979496 ,  658.39033075])]","[array([-0.20366259, -0.41768635, -3.06574272,  0.59611116,  0.54340889,
        0.54810981])]"
13999,moveabsj,"[array([-885.39570414, -286.16938276,  674.94834679])]","[array([-0.19718364, -0.40682982, -3.0547722 ,  0.59399355,  0.54910219,
        0.55040414])]"
14999,moveabsj,"[array([-882.5698279 , -291.55067603,  690.63797338])]","[array([-0.19087491, -0.39666445, -3.04442753,  0.59210546,  0.5543662 ,
        0.55267107])]"
15999,moveabsj,"[array([-879.54403644, -296.87012426,  704.93363062])]","[array([-0.1847142 , -0.38753257, -3.03502651,  0.59042754,  0.55895984,
        0.55492587])]"
16999,moveabsj,"[array([-876.40633954, -302.1953795 ,  717.32656786])]","[array([-0.17862006, -0.37972743, -3.02691138,  0.58903742,  0.56262539,
        0.55708973])]"
17999,moveabsj,"[array([-873.25097361, -307.58815561,  727.30853532])]","[array([-0.17252673, -0.37353103, -3.02044314,  0.58797562,  0.56507661,
        0.55912709])]"
18999,moveabsj,"[array([-870.21089456, -313.13979811,  734.27655253])]","[array([-0.16631224, -0.36935799, -3.01602354,  0.58724642,  0.56616102,
        0.56107355])]"
19999,moveabsj,"[array([-867.35240512, -318.90673561,  737.7663527 ])]","[array([-0.15993126, -0.36740476, -3.01402579,  0.58703022,  0.56542381,
        0.5627506 ])]"
20999,moveabsj,"[array([-864.81826233, -324.94103557,  737.05717126])]","[array([-0.15332357, -0.36827826, -3.01485728,  0.58723337,  0.56272227,
        0.5643314 ])]"
21999,moveabsj,"[array([-862.55586292, -331.32849371,  731.50727092])]","[array([-0.14641296, -0.3722092 , -3.01925764,  0.58797307,  0.55781395,
        0.56577362])]"
22999,moveabsj,"[array([-860.6773791 , -337.99452778,  720.6443148 ])]","[array([-0.13932913, -0.37986907, -3.02699999,  0.58966794,  0.54988753,
        0.56665928])]"
23999,moveabsj,"[array([-858.87651931, -344.98542629,  703.53602549])]","[array([-0.1320715 , -0.39166633, -3.03941081,  0.59188108,  0.53931999,
        0.56765977])]"
24999,moveabsj,"[array([-856.89096276, -352.19201346,  679.9227168 ])]","[array([-0.12484134, -0.40804853, -3.05642255,  0.59504764,  0.52545892,
        0.56840538])]"
25999,moveabsj,"[array([-854.21402238, -359.48242924,  649.66427409])]","[array([-0.11787442, -0.4293892 , -3.0782322 ,  0.59900717,  0.50831625,
        0.56921857])]"
26999,moveabsj,"[array([-850.24662466, -366.73804657,  613.47735691])]","[array([-0.11134823, -0.45563537, -3.10425199,  0.60390108,  0.48792731,
        0.57000959])]"
27999,moveabsj,"[array([-844.38189436, -373.83435725,  573.07432259])]","[array([-0.10541687, -0.48598497, -3.13331179,  0.6094948 ,  0.46482347,
        0.57087356])]"
28999,moveabsj,"[array([-836.32969551, -380.72213296,  531.15894792])]","[array([-0.10005265, -0.51877369, -3.1635144 ,  0.61534611,  0.44012137,
        0.57180936])]"
29999,moveabsj,"[array([-826.30994761, -387.3854821 ,  490.92944796])]","[array([-0.09511063, -0.55152518, -3.19270716,  0.62076575,  0.41540851,
        0.57278789])]"
30999,moveabsj,"[array([-815.1903683 , -393.84746576,  455.26045208])]","[array([-0.09031035, -0.5817184 , -3.21865047,  0.62553614,  0.39224593,
        0.57328169])]"
31999,moveabsj,"[array([-804.06043674, -400.0926419 ,  426.04147084])]","[array([-0.08543036, -0.60723608, -3.23995541,  0.62906908,  0.37229609,
        0.57335696])]"
32999,moveabsj,"[array([-793.91330081, -406.11755646,  404.19700964])]","[array([-0.08027593, -0.62657548, -3.25607671,  0.6304491 ,  0.35714739,
        0.57369451])]"
33999,moveabsj,"[array([-785.86230359, -411.93932692,  390.72279411])]","[array([-0.07462354, -0.63816694, -3.26595613,  0.63094882,  0.34720791,
        0.57284755])]"
34999,moveabsj,"[array([-780.74221913, -417.4665743 ,  385.73576736])]","[array([-0.06850269, -0.64186163, -3.26896661,  0.62878095,  0.34406333,
        0.57252507])]"
35999,moveabsj,"[array([-779.11089752, -422.67440411,  390.62707577])]","[array([-0.06190159, -0.63562288, -3.26435428,  0.62591168,  0.34739957,
        0.57046156])]"
36999,moveabsj,"[array([-780.8942879 , -427.56719536,  405.86504496])]","[array([-0.05489451, -0.61913969, -3.25193787,  0.62109757,  0.3579835 ,
        0.56766249])]"
37999,moveabsj,"[array([-785.5315954 , -432.46872215,  431.39504044])]","[array([-0.04713305, -0.59345992, -3.23136207,  0.61321015,  0.37663019,
        0.56514667])]"
38999,moveabsj,"[array([-791.64524253, -437.38378041,  468.21209347])]","[array([-0.03898172, -0.55784881, -3.20244484,  0.60349408,  0.40082338,
        0.5608463 ])]"
