breakpoints,primitives,points,q_bp
0,movej_fit,"[array([1022.36735197, -841.09811283,  972.82895956])]","[array([-0.84899467, -0.23970751,  0.58135615,  0.37814708,  1.20903987,
       -2.87619581])]"
555,movel_fit,"[array([1019.56086648, -823.7602685 ,  972.45031536])]","[array([-0.84396912, -0.24703443,  0.58735261,  0.38072601,  1.21996773,
       -2.87751428])]"
1111,movel_fit,"[array([1020.14840238, -807.58423957,  970.99538161])]","[array([-0.83743111, -0.25099844,  0.59176035,  0.38375093,  1.22868501,
       -2.87806096])]"
1666,movel_fit,"[array([1021.58536068, -791.68291074,  969.57987598])]","[array([-0.83044835, -0.25416356,  0.59559255,  0.3869311 ,  1.23693688,
       -2.87835431])]"
2222,movel_fit,"[array([1022.92226083, -775.57430635,  968.67074546])]","[array([-0.82337654, -0.25760951,  0.59928186,  0.39022728,  1.24544576,
       -2.87867012])]"
2777,movel_fit,"[array([1023.98033688, -759.20864565,  968.39261395])]","[array([-0.81631365, -0.26157948,  0.60291323,  0.39366554,  1.25430697,
       -2.87912556])]"
3333,movel_fit,"[array([1024.87700418, -742.55662641,  968.70278616])]","[array([-0.8091931 , -0.26599993,  0.60647105,  0.39730463,  1.26345803,
       -2.87974708])]"
3888,movel_fit,"[array([1025.7705733 , -725.74676629,  969.50540408])]","[array([-0.80198001, -0.27067671,  0.60988663,  0.40115983,  1.27272582,
       -2.88051444])]"
4444,movel_fit,"[array([1026.79060866, -708.78331945,  970.70867181])]","[array([-0.79460179, -0.27546475,  0.61312787,  0.40525698,  1.28202238,
       -2.88140296])]"
5000,movel_fit,"[array([1028.01978459, -691.74584594,  972.23475484])]","[array([-0.78704199, -0.28023571,  0.61616162,  0.4095943 ,  1.29123791,
       -2.8823905 ])]"
5555,movel_fit,"[array([1029.51483881, -674.70144284,  974.02102938])]","[array([-0.77929622, -0.2848937 ,  0.61896787,  0.41416863,  1.30028101,
       -2.8834642 ])]"
6111,movel_fit,"[array([1031.33122875, -657.61786248,  976.02555623])]","[array([-0.77132294, -0.28938449,  0.62154664,  0.41900343,  1.30911663,
       -2.88462334])]"
6666,movel_fit,"[array([1033.50625439, -640.58271004,  978.19679256])]","[array([-0.76314004, -0.29362807,  0.6238811 ,  0.42408622,  1.31764993,
       -2.8858593 ])]"
