breakpoints,primitives,points,q_bp
0,movej_fit,"[array([-293.36966879,  792.23913486,  565.38205185])]","[array([ 1.39682013,  0.521466  , -0.53098799, -3.83702575,  0.62381582,
        1.61658508])]"
1666,movel_fit,"[array([-306.50689555,  788.54134398,  558.84833115])]","[array([ 1.41263826,  0.53032333, -0.52830322, -3.83352962,  0.62690842,
        1.61557206])]"
3333,movel_fit,"[array([-320.3658226 ,  784.42054373,  555.09713603])]","[array([ 1.42983043,  0.5368207 , -0.52858642, -3.83068369,  0.63444264,
        1.61351404])]"
5000,movel_fit,"[array([-334.88809438,  779.91057206,  554.05778987])]","[array([ 1.44834037,  0.5410297 , -0.53180914, -3.82850931,  0.64646095,
        1.61041126])]"
6666,movel_fit,"[array([-350.09679257,  774.97630921,  555.5177477 ])]","[array([ 1.46820649,  0.54315339, -0.5378211 , -3.82705687,  0.66287673,
        1.60631255])]"
8333,movel_fit,"[array([-366.05928388,  769.52247818,  559.10127666])]","[array([ 1.48949899,  0.54355106, -0.54630077, -3.82636165,  0.68338506,
        1.60134898])]"
10000,movel_fit,"[array([-382.75552419,  763.45097922,  564.23424817])]","[array([ 1.51213025,  0.54275218, -0.55666625, -3.82638251,  0.70725351,
        1.59577859])]"
11666,movel_fit,"[array([-400.00401446,  756.72826345,  570.15095309])]","[array([ 1.53575466,  0.54143301, -0.56806452, -3.82693739,  0.73323075,
        1.58995449])]"
13333,movel_fit,"[array([-417.41076223,  749.46855585,  575.95864892])]","[array([ 1.55972963,  0.5403256 , -0.57945843, -3.8277001 ,  0.75959674,
        1.58421085])]"
15000,movel_fit,"[array([-434.28751251,  742.03797102,  580.68189211])]","[array([ 1.5830444 ,  0.54012455, -0.58970035, -3.82826929,  0.78419252,
        1.57875165])]"
16666,movel_fit,"[array([-449.7490706 ,  735.05740767,  583.32276297])]","[array([ 1.60447402,  0.54142992, -0.59766182, -3.82827706,  0.80467186,
        1.57356131])]"
18333,movel_fit,"[array([-462.82099034,  729.33473117,  582.85368683])]","[array([ 1.62271874,  0.54477367, -0.60226696, -3.82745376,  0.81864954,
        1.56842163])]"
20000,movel_fit,"[array([-472.416761  ,  725.78416024,  578.13936961])]","[array([ 1.63635965,  0.55068624, -0.60238979, -3.82561408,  0.82355895,
        1.56303045])]"
21666,movel_fit,"[array([-477.37939588,  725.23084028,  567.85036492])]","[array([ 1.64393486,  0.5597759 , -0.59675908, -3.8225929 ,  0.81650423,
        1.5571145 ])]"
23333,movel_fit,"[array([-476.53820235,  728.08965196,  550.3678979 ])]","[array([ 1.64407602,  0.57280341, -0.5838536 , -3.81819019,  0.79406003,
        1.55056323])]"
25000,movel_fit,"[array([-469.02542703,  733.77047122,  523.92675837])]","[array([ 1.63598134,  0.59063767, -0.5620385 , -3.81226159,  0.75262483,
        1.54362256])]"
26666,movel_fit,"[array([-455.16666331,  739.89869425,  487.28622847])]","[array([ 1.62053397,  0.61398818, -0.5302588 , -3.80511036,  0.69010636,
        1.53700391])]"
28333,movel_fit,"[array([-437.66733277,  742.34870712,  441.54327797])]","[array([ 1.60162664,  0.64244527, -0.48983166, -3.79812606,  0.60975239,
        1.53147047])]"
30000,movel_fit,"[array([-421.37630369,  737.88510513,  392.59740289])]","[array([ 1.58539482,  0.67298699, -0.44656733, -3.79321192,  0.52405488,
        1.52699711])]"
31666,movel_fit,"[array([-410.60094404,  727.61231356,  349.62274081])]","[array([ 1.57616722,  0.70083372, -0.4086374 , -3.79033865,  0.45027157,
        1.52353054])]"
33333,movel_fit,"[array([-407.61794143,  715.99932812,  319.97905622])]","[array([ 1.57494678,  0.72210941, -0.38195539, -3.78744982,  0.40144058,
        1.52217884])]"
35000,movel_fit,"[array([-413.65050984,  707.58974353,  308.2216235 ])]","[array([ 1.5815249 ,  0.73414261, -0.36997498, -3.78233166,  0.38557762,
        1.5245655 ])]"
36666,movel_fit,"[array([-429.99222077,  704.76663046,  318.12842968])]","[array([ 1.59608016,  0.73486793, -0.37548956, -3.77330466,  0.40896959,
        1.53229303])]"
38333,movel_fit,"[array([-458.15246295,  705.36440648,  352.85116321])]","[array([ 1.61960402,  0.72368275, -0.40017311, -3.75898379,  0.4752342 ,
        1.54706391])]"
40000,movel_fit,"[array([-497.67507196,  701.61247453,  412.55843822])]","[array([ 1.65239875,  0.70220049, -0.44232414, -3.73769927,  0.57917479,
        1.57023419])]"
41666,movel_fit,"[array([-539.5661663 ,  686.64679565,  485.01589504])]","[array([ 1.68854196,  0.67610152, -0.49177155, -3.70952561,  0.69407117,
        1.59789184])]"
43333,movel_fit,"[array([-570.7297516 ,  666.4167838 ,  544.50677425])]","[array([ 1.71810593,  0.65472603, -0.531983  , -3.68189265,  0.78223115,
        1.61858053])]"
45000,movel_fit,"[array([-587.27063073,  653.43385568,  571.43807858])]","[array([ 1.73637547,  0.64593088, -0.55099467, -3.66540973,  0.82311699,
        1.62450057])]"
46666,movel_fit,"[array([-588.29004513,  656.1706885 ,  555.41860491])]","[array([ 1.74023684,  0.65471248, -0.54216751, -3.66674156,  0.80756609,
        1.612729  ])]"
48333,movel_fit,"[array([-569.21719338,  673.64983047,  494.14302375])]","[array([ 1.72617417,  0.68099353, -0.50524304, -3.6857647 ,  0.73218573,
        1.58105835])]"
50000,movel_fit,"[array([-525.68123158,  692.73914406,  401.96558861])]","[array([ 1.69280494,  0.71783592, -0.44927003, -3.71115165,  0.6056972 ,
        1.53255602])]"
