breakpoints,primitives,p_bp,q_bp
0,moveabsj,"[array([1406.75917622,  343.66102599, 1444.17030649])]","[array([-0.16241888,  0.02478482,  0.18532528, -2.11870457, -1.61546014,
        2.53553027])]"
1665,movel,"[array([1420.13795183,  296.77938249, 1426.04047459])]","[array([-0.18725356,  0.03001357,  0.18117318, -2.14578119, -1.60778418,
        2.52591622])]"
3332,movel,"[array([1430.81772695,  248.38692062, 1410.06843637])]","[array([-0.21297387,  0.03119792,  0.17901894, -2.1723492 , -1.5973277 ,
        2.51573256])]"
4999,movel,"[array([1438.93913065,  198.49834075, 1394.94076731])]","[array([-0.23877307,  0.03188008,  0.1762444 , -2.20044313, -1.58789031,
        2.5052718 ])]"
6665,movel,"[array([1443.94887456,  148.61584067, 1380.16696603])]","[array([-0.26409457,  0.03196033,  0.17408501, -2.22901209, -1.57950485,
        2.49494565])]"
8332,movel,"[array([1445.55740811,  100.05254927, 1365.1471933 ])]","[array([-0.28842503,  0.03186203,  0.17317132, -2.2573967 , -1.57272228,
        2.48515475])]"
9999,movel,"[array([1443.73066061,   53.80652392, 1349.82022359])]","[array([-0.31148737,  0.03148385,  0.17395942, -2.28498639, -1.56753949,
        2.47607837])]"
11665,movel,"[array([1438.74739366,   10.17322814, 1334.61192162])]","[array([-0.33334147,  0.03030515,  0.1765617 , -2.31149297, -1.56339413,
        2.46759143])]"
13332,movel,"[array([1430.99831144,  -31.00432108, 1319.87662042])]","[array([-0.35418605,  0.02802456,  0.18079909, -2.33694659, -1.5598556 ,
        2.45951592])]"
14999,movel,"[array([1420.87470428,  -69.88848071, 1305.79934464])]","[array([-0.37417233,  0.0246399 ,  0.18639712, -2.36139434, -1.55677054,
        2.45177492])]"
16665,movel,"[array([1408.77502808, -106.7105671 , 1292.47413129])]","[array([-0.39346733,  0.02024921,  0.1930798 , -2.38487236, -1.5540205 ,
        2.44432575])]"
18332,movel,"[array([1395.09030247, -141.8041449 , 1279.90964843])]","[array([-0.41228011,  0.01500801,  0.20059424, -2.40741688, -1.55146766,
        2.43713913])]"
19999,movel,"[array([1380.24962008, -175.41704929, 1268.07828134])]","[array([-0.43077003,  0.00917099,  0.20868049, -2.42894818, -1.54900117,
        2.43024709])]"
21665,movel,"[array([1364.76030781, -207.83916727, 1256.95659368])]","[array([-0.44910026,  0.00299674,  0.2170678 , -2.44933237, -1.54637623,
        2.42366946])]"
23332,movel,"[array([1349.24355026, -239.50672754, 1246.54788378])]","[array([-0.46747348, -0.00332016,  0.22547366, -2.46842419, -1.5430726 ,
        2.417353  ])]"
24999,movel,"[array([1334.44608704, -270.7261013 , 1236.89910744])]","[array([-0.4860002 , -0.00950615,  0.23355861, -2.48590306, -1.53854468,
        2.41129904])]"
26665,movel,"[array([1321.09598385, -301.50635563, 1228.09736586])]","[array([-0.5046611 , -0.01511245,  0.24093019, -2.50121377, -1.5326018 ,
        2.40569761])]"
28332,movel,"[array([1309.88491544, -331.63747484, 1220.36472112])]","[array([-0.52335139, -0.01966648,  0.24715295, -2.51362849, -1.52532293,
        2.4008683 ])]"
29999,movel,"[array([1301.62835172, -360.76354968, 1214.18608538])]","[array([-0.54185773, -0.02287324,  0.25173363, -2.52228724, -1.51670511,
        2.39711809])]"
31665,movel,"[array([1297.15267231, -388.39060562, 1210.25104281])]","[array([-0.55987372, -0.02460909,  0.2541815 , -2.52626676, -1.50678465,
        2.39475342])]"
33332,movel,"[array([1296.96872466, -413.77637307, 1209.25113253])]","[array([-0.57700562, -0.02480124,  0.25413608, -2.52472836, -1.49607208,
        2.39417137])]"
34999,movel,"[array([1301.15756393, -436.14691658, 1211.6396406 ])]","[array([-0.59280966, -0.02353769,  0.25153018, -2.51730154, -1.485243  ,
        2.39563195])]"
36665,movel,"[array([1309.5440368 , -455.37149564, 1217.43138934])]","[array([-0.60699426, -0.02119383,  0.24664606, -2.50442474, -1.47424807,
        2.39889445])]"
38332,movel,"[array([1321.93234719, -472.22719652, 1226.19130553])]","[array([-0.61950881, -0.01826311,  0.23995706, -2.48724187, -1.46203333,
        2.40320783])]"
39999,movel,"[array([1338.437757  , -488.19272172, 1237.29970207])]","[array([-0.63043308, -0.0151675 ,  0.23185551, -2.46717983, -1.44662928,
        2.40749524])]"
41665,movel,"[array([1359.1500847 , -504.86750369, 1249.96578743])]","[array([-0.63988587, -0.0120009 ,  0.22264435, -2.44567672, -1.42620001,
        2.41075944])]"
43332,movel,"[array([1383.03333937, -523.27557233, 1262.86647299])]","[array([-0.64808349, -0.00844199,  0.21286447, -2.42435689, -1.40074479,
        2.4125009 ])]"
44999,movel,"[array([1409.73978072, -544.38380907, 1275.22172296])]","[array([-0.65519062, -0.00419327,  0.20273003, -2.40414211, -1.36981264,
        2.41230599])]"
46665,movel,"[array([1438.98766883, -568.96553149, 1286.33105693])]","[array([-6.61308813e-01,  1.09658106e-03,  1.92407359e-01, -2.38571032e+00,
       -1.33309778e+00,  2.40986169e+00])]"
48332,movel,"[array([1469.37990681, -596.83700361, 1295.50845963])]","[array([-0.6666434 ,  0.00763948,  0.18227198, -2.36962293, -1.2921748 ,
        2.40540447])]"
49999,movel,"[array([1496.99359137, -627.73683401, 1300.86975552])]","[array([-0.67221831,  0.01542117,  0.17329334, -2.35777933, -1.25125051,
        2.39950792])]"
