breakpoints,primitives,p_bp,q_bp
0,movej_fit,"[array([ 715.13279896, -213.48746832, 1007.12995215])]","[array([-0.12053071, -0.55982324, -0.54990009, -1.20588817, -0.94549591,
       -0.66034416])]"
9281,movec_fit,"[array([ 799.45780446, -195.27363522, 1013.40260507]), array([ 881.05914645, -189.36608478, 1031.33185115])]","[array([-0.05830576, -0.44335212, -0.50611682, -1.14913569, -0.88893804,
       -0.5697346 ]), array([-0.05427484, -0.32375269, -0.41768327, -1.11022669, -0.92682859,
       -0.50126845])]"
13124,movec_fit,"[array([ 914.13069956, -188.49622382, 1041.03503199]), array([ 946.61624231, -186.83378682, 1051.37890556])]","[array([-0.03862717, -0.27828984, -0.39709571, -1.06843842, -0.88571899,
       -0.45472678]), array([-0.02627585, -0.23311326, -0.37471344, -1.02788095, -0.84779949,
       -0.409132  ])]"
18013,movec_fit,"[array([ 986.85991765, -181.34045268, 1064.36159457]), array([1024.99643186, -168.779505  , 1075.78892767])]","[array([-0.02144687, -0.17570844, -0.32652252, -1.00048668, -0.84668674,
       -0.37226133]), array([-0.00674622, -0.12280147, -0.28712238, -0.95928497, -0.82842111,
       -0.33659984])]"
23128,movec_fit,"[array([1061.21521703, -145.08447019, 1085.38660594]), array([1091.90134295, -107.30231699, 1089.25046848])]","[array([ 0.01069128, -0.07229488, -0.23201502, -0.96549458, -0.84081481,
       -0.31602405]), array([ 0.05095692, -0.03017589, -0.2051871 , -0.93948452, -0.80326933,
       -0.29383438])]"
26228,movec_fit,"[array([1107.15553441,  -76.70205788, 1086.48100195]), array([1119.97032984,  -40.03471901, 1076.97570263])]","[array([ 0.06928727, -0.00751323, -0.16344723, -0.98353784, -0.8518495 ,
       -0.31339631]), array([ 0.09761277,  0.0123181 , -0.14226432, -1.01697748, -0.86981932,
       -0.32292579])]"
28946,movec_fit,"[array([1129.74994233,   -4.44773133, 1062.23832542]), array([1138.66536191,   32.13076175, 1042.52026013])]","[array([ 0.12229969,  0.03256987, -0.11688694, -1.05706616, -0.90155645,
       -0.35304628]), array([ 0.1484436 ,  0.05246318, -0.10313145, -1.09821335, -0.91992329,
       -0.37062399])]"
31428,movec_fit,"[array([1146.96316737,   63.50203166, 1022.62899752]), array([1155.41511881,   91.36822431, 1004.55777648])]","[array([ 0.16772911,  0.07419708, -0.08561054, -1.13655796, -0.94489403,
       -0.39398546]), array([ 0.17918331,  0.09809692, -0.06079428, -1.18190307, -0.98277557,
       -0.4204075 ])]"
33772,movec_fit,"[array([1163.74432769,  114.33483809,  991.10930875]), array([1172.12549415,  134.22078115,  983.23532432])]","[array([ 0.19597544,  0.11681829, -0.0535275 , -1.1969466 , -0.98315368,
       -0.4192113 ]), array([ 0.20431047,  0.13762262, -0.03043262, -1.22045599, -1.00527507,
       -0.43141159])]"
37344,movec_fit,"[array([1184.44678482,  160.29209298,  983.59829627]), array([1195.80507098,  179.44482135, 1002.81362017])]","[array([ 0.22914104,  0.15654835, -0.02347322, -1.20391004, -0.98337299,
       -0.39840594]), array([ 0.23320153,  0.18028508,  0.03336715, -1.21293694, -1.02214643,
       -0.41392542])]"
39462,movec_fit,"[array([1202.34844851,  185.88465571, 1024.16789618]), array([1209.26138898,  187.68660755, 1052.19480457])]","[array([ 0.25057623,  0.17996889,  0.02583326, -1.15727624, -0.97071858,
       -0.35717841]), array([ 0.25710593,  0.18309586,  0.03558214, -1.11288057, -0.94006455,
       -0.3130458 ])]"
41104,movec_fit,"[array([1214.97120628,  186.29642408, 1076.8768967 ]), array([1220.63987554,  183.82674973, 1101.85348067])]","[array([ 0.25860521,  0.18811498,  0.05085402, -1.07687048, -0.91933379,
       -0.28574839]), array([ 0.2575651 ,  0.19389417,  0.06740844, -1.04428496, -0.90143061,
       -0.25677699])]"
42813,movec_fit,"[array([1226.54768805,  181.67619973, 1125.70809596]), array([1231.80018095,  182.03929449, 1145.47428825])]","[array([ 0.25692821,  0.20146091,  0.08236395, -1.00675636, -0.87777705,
       -0.22595685]), array([ 0.25894967,  0.20897777,  0.08722655, -0.96819166, -0.84028773,
       -0.18517511])]"
44510,movec_fit,"[array([1236.36903431,  186.05412696, 1160.54735148]), array([1239.8107134 ,  194.70677564, 1170.42266515])]","[array([ 0.25976857,  0.2185952 ,  0.10740781, -0.95084129, -0.83791099,
       -0.1729915 ]), array([ 0.26697948,  0.22724899,  0.1132732 , -0.92619788, -0.81404571,
       -0.15152719])]"
47377,movec_fit,"[array([1242.55377864,  220.50283978, 1175.70839677]), array([1241.06189722,  259.32531711, 1163.34239495])]","[array([ 0.28205656,  0.23966338,  0.14178858, -0.93791715, -0.84147687,
       -0.15751036]), array([ 0.31765015,  0.24814633,  0.12054896, -0.9198422 , -0.79367954,
       -0.13595735])]"
49026,movec_fit,"[array([1238.69876105,  286.51112814, 1146.41649706]), array([1235.6652294 ,  315.95585377, 1121.81449542])]","[array([ 0.33423041,  0.25353244,  0.13981283, -0.96706551, -0.85223787,
       -0.18001584]), array([ 0.35314013,  0.2597225 ,  0.14301407, -1.01260116, -0.88926481,
       -0.20940773])]"
49999,movec_fit,"[array([1233.6587559 ,  333.85001352, 1104.00288873]), array([1231.44802489,  351.5988129 , 1084.53438286])]","[array([ 0.36683854,  0.26503341,  0.14023294, -1.02905399, -0.8986933 ,
       -0.22890596]), array([ 0.38032847,  0.27031028,  0.1339923 , -1.04684081, -0.9051994 ,
       -0.24370627])]"
