breakpoints,primitives,points,q_bp
0,movej_fit,"[array([1064.84682732, -997.22671686,  955.19462002])]","[array([-0.12503377,  1.17161217, -2.56748543,  0.27230773, -1.84151001,
       -1.42095025])]"
714,movej_fit,"[array([1062.53286818, -996.71049099,  947.60299986])]","[array([-0.12438552,  1.17047467, -2.56914205,  0.26953378, -1.84080717,
       -1.43111077])]"
1428,movej_fit,"[array([1073.80832047, -988.44054003,  929.34748649])]","[array([-0.1190694 ,  1.17442318, -2.56641919,  0.27192025, -1.8382089 ,
       -1.44090903])]"
2142,movej_fit,"[array([1087.18277947, -978.69770787,  907.44303976])]","[array([-0.11308505,  1.179713  , -2.5626342 ,  0.27510172, -1.83503326,
       -1.45148669])]"
2857,movej_fit,"[array([1099.34609057, -969.24271418,  884.55414392])]","[array([-0.1075436 ,  1.18506528, -2.55890706,  0.27789864, -1.83188249,
       -1.46301794])]"
3571,movej_fit,"[array([1110.21027024, -960.04995007,  861.35212086])]","[array([-0.10243017,  1.19028155, -2.55539413,  0.28036449, -1.82895108,
       -1.4752995 ])]"
4285,movej_fit,"[array([1120.48803933, -950.59809853,  837.72761057])]","[array([-0.09743322,  1.1955043 , -2.55195459,  0.28283965, -1.82624447,
       -1.48812552])]"
5000,movej_fit,"[array([1130.7327369 , -940.4375066 ,  813.59328989])]","[array([-0.09229058,  1.20084717, -2.54847468,  0.28559873, -1.82375728,
       -1.50131635])]"
5714,movej_fit,"[array([1141.19516986, -929.31434987,  789.18839655])]","[array([-0.0868527 ,  1.2062934 , -2.54495176,  0.2888011 , -1.82154386,
       -1.51465169])]"
6428,movej_fit,"[array([1152.0467664 , -917.01649047,  764.8070198 ])]","[array([-0.08099463,  1.21178002, -2.54143034,  0.29256318, -1.81968609,
       -1.52796647])]"
7142,movej_fit,"[array([1163.43577118, -903.36323864,  740.78154127])]","[array([-0.07460496,  1.21723158, -2.53796543,  0.29698185, -1.81826433,
       -1.54108065])]"
7857,movej_fit,"[array([1175.53920608, -888.15178897,  717.29763349])]","[array([-0.06755959,  1.2226169 , -2.53457576,  0.30215065, -1.81731166,
       -1.55385258])]"
8571,movej_fit,"[array([1188.4534925 , -871.26232046,  694.481995  ])]","[array([-0.05977474,  1.22792841, -2.53125352,  0.30811539, -1.81679962,
       -1.56612588])]"
9285,movej_fit,"[array([1202.24845394, -852.5561127 ,  672.23156725])]","[array([-0.05116417,  1.23321308, -2.5279479 ,  0.31490337, -1.81663688,
       -1.57784431])]"
10000,movej_fit,"[array([1216.9015011 , -831.94205144,  650.37861404])]","[array([-0.04167175,  1.2385264 , -2.52459963,  0.32250426, -1.81669882,
       -1.58898977])]"
10714,movej_fit,"[array([1232.24172085, -809.47276589,  628.84481476])]","[array([-0.03131441,  1.24388988, -2.52117319,  0.33084155, -1.81685293,
       -1.59952617])]"
11428,movej_fit,"[array([1248.1025648 , -785.15936515,  607.50406347])]","[array([-0.02009388,  1.24932406, -2.5176395 ,  0.33985006, -1.81698119,
       -1.60947889])]"
