breakpoints,primitives,points,q_bp
0,movej_fit,"[array([1022.36735197, -841.09811283,  972.82895956])]","[array([-0.84899467, -0.23970751,  0.58135615,  0.37814708,  1.20903987,
       -2.87619581])]"
714,movel_fit,"[array([1019.04818647, -818.07244702,  963.55662265])]","[array([-0.85397258, -0.24727088,  0.59966013,  0.41043874,  1.21727878,
       -2.86510342])]"
1428,movel_fit,"[array([1016.35590064, -794.60812486,  955.13085674])]","[array([-0.85231265, -0.25169762,  0.61264784,  0.4306354 ,  1.22864886,
       -2.83521982])]"
2142,movel_fit,"[array([1014.30508791, -770.77991164,  947.59293549])]","[array([-0.84885393, -0.25497596,  0.62382176,  0.44845682,  1.24108753,
       -2.80078716])]"
2857,movel_fit,"[array([1012.89758022, -746.60245985,  940.95476273])]","[array([-0.84516953, -0.25799098,  0.63459249,  0.46706234,  1.25370624,
       -2.76663759])]"
3571,movel_fit,"[array([1012.13344379, -722.19599241,  935.24630017])]","[array([-0.84138849, -0.26098835,  0.64519828,  0.48661158,  1.26615912,
       -2.7336106 ])]"
4285,movel_fit,"[array([1011.99898759, -697.58092395,  930.45886941])]","[array([-0.83721578, -0.26395757,  0.65551339,  0.5065416 ,  1.27840479,
       -2.70123983])]"
5000,movel_fit,"[array([1012.47704929, -672.77571998,  926.5787082 ])]","[array([-0.83240681, -0.26687141,  0.66540734,  0.52640057,  1.2904196 ,
       -2.6691845 ])]"
5714,movel_fit,"[array([1013.54185416, -647.90038146,  923.59806716])]","[array([-0.82689087, -0.26977945,  0.67484002,  0.54595427,  1.3020588 ,
       -2.63762636])]"
6428,movel_fit,"[array([1015.16413005, -622.96672639,  921.48378191])]","[array([-0.82067533, -0.27282431,  0.68391563,  0.56524198,  1.31317016,
       -2.60683208])]"
7142,movel_fit,"[array([1017.3104028 , -598.01602655,  920.20162915])]","[array([-0.81378647, -0.27616019,  0.69273668,  0.58429874,  1.32358425,
       -2.5770877 ])]"
7857,movel_fit,"[array([1019.94839883, -573.04892504,  919.71164106])]","[array([-0.80619819, -0.27989335,  0.70135225,  0.60310317,  1.33320031,
       -2.54846053])]"
8571,movel_fit,"[array([1023.03265913, -548.16483403,  919.97124866])]","[array([-0.79786541, -0.28402184,  0.70967879,  0.6214507 ,  1.34196069,
       -2.52093152])]"
9285,movel_fit,"[array([1026.52769306, -523.35237799,  920.93268263])]","[array([-0.78868152, -0.28846787,  0.71758799,  0.63914965,  1.34992516,
       -2.49421973])]"
10000,movel_fit,"[array([1030.4002777 , -498.59482317,  922.55069695])]","[array([-0.77853629, -0.29309457,  0.72491044,  0.65599746,  1.3571971 ,
       -2.4680046 ])]"
10714,movel_fit,"[array([1034.6012262 , -473.97390286,  924.77238765])]","[array([-0.76738951, -0.29772585,  0.73145366,  0.67176463,  1.36386376,
       -2.44211382])]"
11428,movel_fit,"[array([1039.0984023 , -449.46253667,  927.55167329])]","[array([-0.75519827, -0.30222065,  0.73709661,  0.68636269,  1.3700302 ,
       -2.4163494 ])]"
12142,movel_fit,"[array([1043.85579366, -425.06405809,  930.84166126])]","[array([-0.74197096, -0.30646637,  0.74176   ,  0.69974878,  1.3757645 ,
       -2.39064063])]"
12857,movel_fit,"[array([1048.84594461, -400.7441952 ,  934.60241473])]","[array([-0.72772275, -0.3103926 ,  0.7454157 ,  0.71194827,  1.38111556,
       -2.36494957])]"
13571,movel_fit,"[array([1054.02175413, -376.56757522,  938.77947508])]","[array([-0.71254342, -0.31393972,  0.74805191,  0.72296359,  1.38609248,
       -2.33938246])]"
14285,movel_fit,"[array([1059.35837574, -352.4942282 ,  943.33560514])]","[array([-0.69646665, -0.31707816,  0.74968689,  0.73285508,  1.39072041,
       -2.31394617])]"
15000,movel_fit,"[array([1064.83319318, -328.48279573,  948.23739779])]","[array([-0.67951794, -0.31977924,  0.75033604,  0.74167041,  1.39502382,
       -2.28864143])]"
15714,movel_fit,"[array([1070.40169339, -304.59106808,  953.43224174])]","[array([-0.66178983, -0.32200371,  0.75001212,  0.74941179,  1.39901279,
       -2.26356588])]"
16428,movel_fit,"[array([1076.04330978, -280.77485226,  958.8894144 ])]","[array([-0.64330082, -0.3237285 ,  0.74873344,  0.75611314,  1.40271585,
       -2.23870744])]"
17142,movel_fit,"[array([1081.73075591, -257.02266928,  964.57291117])]","[array([-0.62409053, -0.32493748,  0.7465234 ,  0.76179334,  1.40615003,
       -2.21409318])]"
17857,movel_fit,"[array([1087.44541264, -233.28910912,  970.45623616])]","[array([-0.60416817, -0.32563005,  0.7434091 ,  0.76647613,  1.40932779,
       -2.18972232])]"
18571,movel_fit,"[array([1093.14513865, -209.62763596,  976.48900625])]","[array([-0.58362267, -0.32581522,  0.7394367 ,  0.77016133,  1.41224101,
       -2.1656978 ])]"
19285,movel_fit,"[array([1098.8120836 , -185.99152947,  982.64616391])]","[array([-0.56245186, -0.32550752,  0.7346368 ,  0.7728565 ,  1.41489504,
       -2.1420117 ])]"
20000,movel_fit,"[array([1104.42829372, -162.33370482,  988.90382686])]","[array([-0.54063861, -0.32470703,  0.72902183,  0.77454287,  1.41730494,
       -2.11863841])]"
20714,movel_fit,"[array([1109.95212863, -138.70592677,  995.21197815])]","[array([-0.51824464, -0.32339342,  0.72260648,  0.77516977,  1.41949805,
       -2.09562285])]"
21428,movel_fit,"[array([1115.36520588, -115.06046987, 1001.54676273])]","[array([-0.49522829, -0.32151387,  0.71535823,  0.77466976,  1.42153998,
       -2.07288407])]"
22142,movel_fit,"[array([1120.64060873,  -91.38267122, 1007.87526243])]","[array([-0.471569  , -0.31899197,  0.70723314,  0.77295487,  1.42351838,
       -2.05035438])]"
22857,movel_fit,"[array([1125.75756364,  -67.62482163, 1014.1726596 ])]","[array([-0.44720714, -0.31573706,  0.69816767,  0.76992545,  1.42553769,
       -2.02792938])]"
23571,movel_fit,"[array([1130.67279136,  -43.83941284, 1020.3867613 ])]","[array([-0.42218541, -0.31168452,  0.68814648,  0.76550042,  1.42768994,
       -2.00560962])]"
24285,movel_fit,"[array([1135.36327451,  -19.98007426, 1026.49063155])]","[array([-0.39644661, -0.30678813,  0.67714058,  0.75959964,  1.43005312,
       -1.98332541])]"
25000,movel_fit,"[array([1139.80315657,    3.99894916, 1032.45519427])]","[array([-0.36993082, -0.30103873,  0.66514602,  0.75214808,  1.43267241,
       -1.96103562])]"
25714,movel_fit,"[array([1143.94634772,   28.04147737, 1038.22463798])]","[array([-0.34268793, -0.294489  ,  0.652237  ,  0.74310985,  1.43554912,
       -1.93881442])]"
26428,movel_fit,"[array([1147.76369987,   52.19034343, 1043.76629581])]","[array([-0.31465074, -0.28718613,  0.63845219,  0.73241466,  1.43867794,
       -1.91664847])]"
27142,movel_fit,"[array([1151.21763936,   76.45308056, 1049.03677336])]","[array([-0.28577852, -0.27917575,  0.62384313,  0.71998687,  1.44205756,
       -1.89454212])]"
27857,movel_fit,"[array([1154.27246781,  100.86921314, 1053.99689615])]","[array([-0.25597702, -0.27045714,  0.60842152,  0.70571029,  1.44572448,
       -1.87243946])]"
28571,movel_fit,"[array([1156.87782859,  125.37290612, 1058.58425616])]","[array([-0.22526899, -0.26102088,  0.59224186,  0.68951516,  1.44974719,
       -1.8503423 ])]"
29285,movel_fit,"[array([1158.99453915,  149.99705606, 1062.75491254])]","[array([-0.19355042, -0.25078174,  0.57528039,  0.67127204,  1.45425435,
       -1.82813228])]"
30000,movel_fit,"[array([1160.57895583,  174.77060498, 1066.46009385])]","[array([-0.1607177 , -0.2396326 ,  0.55751478,  0.65085788,  1.45940252,
       -1.80568171])]"
30714,movel_fit,"[array([1161.57989177,  199.61272616, 1069.63366666])]","[array([-0.12682105, -0.22752612,  0.53902828,  0.62827391,  1.46532125,
       -1.78297174])]"
