breakpoints,primitives,p_bp,q_bp
0,moveabsj_fit,"[array([1886.74812168,  245.39634377, -324.00049366])]","[array([ 1.36356271,  0.42836395, -0.64575782,  0.7429142 ,  1.09523148,
        1.05135795])]"
1633,movel_fit,"[array([1835.31572262,  220.1935409 , -326.78529881])]","[array([ 1.34881079,  0.42646519, -0.63268888,  0.72200064,  1.10452315,
        1.04286113])]"
3258,movel_fit,"[array([1782.24051723,  199.89663157, -332.62372588])]","[array([ 1.33380792,  0.41760517, -0.6162531 ,  0.69582722,  1.10734607,
        1.03591818])]"
4914,movel_fit,"[array([1726.89239128,  184.34714277, -341.56597762])]","[array([ 1.31669661,  0.41560421, -0.61104536,  0.67517031,  1.12726024,
        1.02683348])]"
6641,movel_fit,"[array([1668.44194786,  173.52127596, -353.7804131 ])]","[array([ 1.3012824 ,  0.40817514, -0.59871894,  0.6505411 ,  1.14235057,
        1.01769314])]"
8491,movel_fit,"[array([1605.68199641,  167.54807565, -369.59420392])]","[array([ 1.28588465,  0.40185879, -0.58726095,  0.62868692,  1.16383759,
        1.00849771])]"
10532,movel_fit,"[array([1536.82036776,  166.78655111, -389.57413343])]","[array([ 1.27122287,  0.39313348, -0.57127949,  0.60827449,  1.18659888,
        1.00068021])]"
12873,movel_fit,"[array([1458.71037718,  171.96686513, -414.75907937])]","[array([ 1.25644677,  0.38090215, -0.55125514,  0.58850479,  1.21233049,
        0.99469657])]"
15755,movel_fit,"[array([1363.83349999,  184.79614846, -447.64524373])]","[array([ 1.24067794,  0.36131487, -0.52415928,  0.56682265,  1.24198951,
        0.99139679])]"
20154,movel_fit,"[array([1220.58605479,  212.16701931, -498.66094311])]","[array([ 1.21954202,  0.32400261, -0.48087971,  0.53908129,  1.28637646,
        0.99297229])]"
23480,movel_fit,"[array([1112.00263348,  235.14616806, -534.9884125 ])]","[array([ 1.20352255,  0.28562624, -0.43919357,  0.52298657,  1.31153858,
        1.00227535])]"
26380,movel_fit,"[array([1015.6308415 ,  252.0815978 , -563.23903138])]","[array([ 1.18826047,  0.24903214, -0.40315448,  0.50902576,  1.33366842,
        1.01371625])]"
28692,movel_fit,"[array([ 937.28493651,  262.13015042, -581.99408287])]","[array([ 1.17373717,  0.21468052, -0.36859686,  0.49984185,  1.3457358 ,
        1.02860005])]"
30688,movel_fit,"[array([ 868.50475327,  266.64061408, -594.70695859])]","[array([ 1.15849662,  0.18368553, -0.33705755,  0.49450808,  1.35543776,
        1.04415535])]"
32478,movel_fit,"[array([ 806.12282082,  266.41559649, -602.45441313])]","[array([ 1.14230648,  0.1536057 , -0.30528118,  0.49097645,  1.36083153,
        1.0620242 ])]"
34135,movel_fit,"[array([ 748.23432989,  261.72424126, -606.01044066])]","[array([ 1.12469075,  0.12526092, -0.27366868,  0.49010272,  1.36432639,
        1.0809866 ])]"
35713,movel_fit,"[array([ 693.56510768,  252.73619725, -605.71079446])]","[array([ 1.10551233,  0.09830135, -0.24152025,  0.49135675,  1.36600383,
        1.10105628])]"
37254,movel_fit,"[array([ 641.26591187,  239.4226927 , -601.75775554])]","[array([ 1.08450736,  0.07284583, -0.20914882,  0.49391536,  1.3665605 ,
        1.12159743])]"
38799,movel_fit,"[array([ 590.56055018,  221.61834089, -594.16839935])]","[array([ 1.0611689 ,  0.04866431, -0.17657068,  0.49671888,  1.36602518,
        1.14237578])]"
40386,movel_fit,"[array([ 540.87126138,  199.00092997, -582.82804899])]","[array([ 1.03477461,  0.02553851, -0.14393299,  0.49841051,  1.36406653,
        1.16331668])]"
42055,movel_fit,"[array([ 491.66202317,  171.08422997, -567.47293208])]","[array([ 1.00491138,  0.00326457, -0.11092258,  0.49751498,  1.35969482,
        1.18497861])]"
43843,movel_fit,"[array([ 442.5630298 ,  137.27667448, -547.752944  ])]","[array([ 0.97128995, -0.01691756, -0.07762412,  0.49479747,  1.353595  ,
        1.20669625])]"
45781,movel_fit,"[array([ 393.44593158,   97.00084089, -523.29743912])]","[array([ 0.93350044, -0.03431177, -0.04397635,  0.4895214 ,  1.34476652,
        1.22864328])]"
47915,movel_fit,"[array([ 343.91144851,   49.3306351 , -493.50931554])]","[array([ 0.8924576 , -0.04843435, -0.00909169,  0.47991125,  1.33146094,
        1.25207975])]"
49999,movel_fit,"[array([ 2.99741711e+02,  1.64440086e-01, -4.62141474e+02])]","[array([ 0.85597813, -0.05898519,  0.02595317,  0.46870058,  1.31517696,
        1.2755509 ])]"
