breakpoints,primitives,p_bp,q_bp
0,moveabsj,"[array([ 1426.3852095 , -1196.96529999,   292.88559464])]","[array([-0.84190536,  0.61401203,  0.2305977 , -2.70622154, -0.74584949,
       -2.21577141])]"
1000,movel_fit,"[array([ 1419.07403309, -1168.64403758,   312.26146903])]","[array([-0.84206763,  0.60140822,  0.2373212 , -2.69222692, -0.78428819,
       -2.22236392])]"
2000,movel_fit,"[array([ 1412.94169386, -1141.22336625,   333.32661524])]","[array([-0.83857954,  0.59014995,  0.23787331, -2.69258833, -0.82516367,
       -2.23718615])]"
3000,movel_fit,"[array([ 1408.02329396, -1114.85519723,   355.99415857])]","[array([-0.83535173,  0.58057335,  0.23530975, -2.69131067, -0.86893123,
       -2.25347566])]"
4000,movel_fit,"[array([ 1404.32068706, -1089.64542965,   380.16184754])]","[array([-0.83272787,  0.57230344,  0.23072317, -2.6869641 , -0.91432456,
       -2.26988234])]"
5000,movel_fit,"[array([ 1401.80800085, -1065.67147722,   405.70059669])]","[array([-0.83037771,  0.56510178,  0.22435181, -2.68076022, -0.96046448,
       -2.28643226])]"
6000,movel_fit,"[array([ 1400.43370533, -1042.97659828,   432.46460556])]","[array([-0.82814108,  0.55868602,  0.21658314, -2.67322441, -1.00654447,
       -2.30286617])]"
7000,movel_fit,"[array([ 1400.12523489, -1021.56934839,   460.30152817])]","[array([-0.82600563,  0.55261748,  0.20808167, -2.66434865, -1.05162047,
       -2.318579  ])]"
8000,movel_fit,"[array([ 1400.79469628, -1001.42675412,   489.06122612])]","[array([-0.82393883,  0.54645656,  0.19942235, -2.65424968, -1.09488249,
       -2.33309062])]"
9000,movel_fit,"[array([1402.34459287, -982.4996074 ,  518.60248927])]","[array([-0.82182519,  0.53996059,  0.19079559, -2.64338044, -1.13595227,
       -2.3463428 ])]"
10000,movel_fit,"[array([1404.67286156, -964.71850884,  548.79756575])]","[array([-0.81950649,  0.53313075,  0.18202209, -2.63235465, -1.1748984 ,
       -2.35864154])]"
11000,movel_fit,"[array([1407.67683954, -947.99969744,  579.53459846])]","[array([-0.8168475 ,  0.5261111 ,  0.17277131, -2.62169613, -1.21202384,
       -2.37041035])]"
12000,movel_fit,"[array([1411.25604079, -932.25012021,  610.71823085])]","[array([-0.81377265,  0.51905312,  0.16277401, -2.61170983, -1.24763234,
       -2.3819773 ])]"
13000,movel_fit,"[array([1415.31381542, -917.37152068,  642.26876997])]","[array([-0.81026263,  0.51204055,  0.15190689, -2.60250071, -1.28191421,
       -2.39350486])]"
