breakpoints,primitives,p_bp,q_bp
0,moveabsj,"[array([1441.77707466, -525.88666426, 1075.64156893])]","[array([ 2.53416601, -0.44161868, -2.64055279,  0.57406947, -1.23925373,
       -2.7723775 ])]"
999,moveabsj,"[array([1431.13374302, -523.00359086, 1069.54534983])]","[array([ 2.53277452, -0.43828073, -2.64731715,  0.57003297, -1.24730941,
       -2.77414507])]"
1999,moveabsj,"[array([1420.46845859, -519.46540967, 1064.2458867 ])]","[array([ 2.53140636, -0.43478042, -2.65392855,  0.56678743, -1.25591779,
       -2.77567053])]"
2999,moveabsj,"[array([1409.83120172, -515.23776021, 1059.77207562])]","[array([ 2.53008898, -0.43112091, -2.66037169,  0.56436239, -1.26506117,
       -2.7769437 ])]"
3999,moveabsj,"[array([1399.26727779, -510.28083229, 1056.1341988 ])]","[array([ 2.5288529 , -0.42730683, -2.66664389,  0.56278645, -1.2747177 ,
       -2.77795275])]"
4999,moveabsj,"[array([1388.82821402, -504.558206  , 1053.33320663])]","[array([ 2.52773107, -0.42334805, -2.67274462,  0.56208875, -1.28485271,
       -2.77868404])]"
5999,moveabsj,"[array([1378.57165918, -498.04300712, 1051.35888959])]","[array([ 2.52675768, -0.41926031, -2.67867512,  0.56229397, -1.29541478,
       -2.77912363])]"
6999,moveabsj,"[array([1368.55721612, -490.72506091, 1050.18627228])]","[array([ 2.52596572, -0.41506444, -2.68443961,  0.56341415, -1.30633428,
       -2.77926001])]"
7999,moveabsj,"[array([1358.8396369 , -482.61898653, 1049.77186835])]","[array([ 2.52538357, -0.41078473, -2.69004699,  0.56543846, -1.31752415,
       -2.77908793])]"
8999,moveabsj,"[array([1349.45932333, -473.7720801 , 1050.05071659])]","[array([ 2.52503075, -0.40644591, -2.69551262,  0.56832162, -1.32888393,
       -2.778613  ])]"
9999,moveabsj,"[array([1340.43259922, -464.27226006, 1050.93514472])]","[array([ 2.52491316, -0.40206966, -2.70085909,  0.57197191, -1.34030534,
       -2.77785668])]"
10999,moveabsj,"[array([1331.73997219, -454.25121196, 1052.31639871])]","[array([ 2.52501879, -0.39766913, -2.70611739,  0.57624198, -1.35168327,
       -2.77686085])]"
11999,moveabsj,"[array([1323.31704813, -443.88250839, 1054.07031462])]","[array([ 2.52531481, -0.39324304, -2.71132688,  0.58092495, -1.36292814,
       -2.77569053])]"
12999,moveabsj,"[array([1315.05310278, -433.37767987, 1056.06609173])]","[array([ 2.52574708, -0.3887718 , -2.71653232,  0.58575577, -1.37397349,
       -2.77443443])]"
13999,moveabsj,"[array([1306.79253645, -422.97375041, 1058.17798486])]","[array([ 2.52624254, -0.38421327, -2.72178185,  0.59042144, -1.38478434,
       -2.7732021 ])]"
14999,moveabsj,"[array([1298.34597851, -412.92353174, 1060.29597639])]","[array([ 2.52671372, -0.37950308, -2.7271219 ,  0.59457379, -1.39535506,
       -2.77211928])]"
15999,moveabsj,"[array([1289.49904845, -403.48094507, 1062.33456037])]","[array([ 2.52706438, -0.37455447, -2.73259593,  0.59784593, -1.4057086 ,
       -2.77132157])]"
16999,moveabsj,"[array([1280.02830579, -394.90092473, 1064.23368059])]","[array([ 2.5271937 , -0.36926475, -2.73823955,  0.59986088, -1.41588189,
       -2.77094995])]"
17999,moveabsj,"[array([1269.70906706, -387.44098662, 1065.95326587])]","[array([ 2.52699807, -0.36352114, -2.74408049,  0.60023586, -1.42591499,
       -2.7711478 ])]"
18999,moveabsj,"[array([1258.32201953, -381.37504195, 1067.45852321])]","[array([ 2.52636913, -0.35721063, -2.75013878,  0.59857714, -1.43583504,
       -2.77206073])]"
19999,moveabsj,"[array([1245.66514808, -377.01711947, 1068.69602554])]","[array([ 2.52518914, -0.35023766, -2.75642461,  0.59447242, -1.44563222,
       -2.7738368 ])]"
20999,moveabsj,"[array([1231.5363808 , -374.73906991, 1069.56541438])]","[array([ 2.52332164, -0.34253034, -2.76295259,  0.58747267, -1.45525522,
       -2.7766305 ])]"
21999,moveabsj,"[array([1215.75880274, -375.0060928 , 1069.88217249])]","[array([ 2.52060479, -0.33407379, -2.76973685,  0.57708693, -1.46456873,
       -2.78060024])]"
