breakpoints,primitives,p_bp,q_bp
0,moveabsj_fit,"[array([ 777.83782706, -430.86327906, 1206.56231458])]","[array([-1.12084392, -0.16407485,  0.79821375,  0.99043816,  1.91051618,
       -0.33460671])]"
426,movej_fit,"[array([ 878.2501215 , -436.55972031, 1154.25335382])]","[array([-1.04724023, -0.08550751,  0.77431793,  1.01874157,  1.82829492,
       -0.34156862])]"
4450,movec_fit,"[array([ 914.9312974 , -437.03982175, 1135.09204831]), array([ 951.80633633, -437.75630222, 1116.3911246 ])]","[array([-1.01827075, -0.05896242,  0.75834248,  1.02182091,  1.79751409,
       -0.3484086 ]), array([-0.98930435, -0.03262354,  0.73897907,  1.02229628,  1.76717111,
       -0.35463673])]"
7475,movec_fit,"[array([ 980.00908358, -437.8549671 , 1103.32302651]), array([1008.34999278, -438.19534987, 1090.52370022])]","[array([-0.96247299, -0.01758374,  0.71344969,  1.00929127,  1.74076385,
       -0.36900781]), array([-0.93589027, -0.00267302,  0.68716855,  0.9951373 ,  1.71453776,
       -0.38214153])]"
10097,movec_fit,"[array([1033.14762205, -437.9330444 , 1079.92667941]), array([1057.89451702, -438.19911797, 1069.2784168 ])]","[array([-0.91160569,  0.00900748,  0.66234235,  0.9797518 ,  1.69130468,
       -0.39665276]), array([-0.88729995,  0.020592  ,  0.63654864,  0.96219556,  1.66787077,
       -0.41054218])]"
10957,movel_fit,"[array([1074.37391399, -437.3659755 , 1062.94148106])]","[array([-0.86963058,  0.0264851 ,  0.61806284,  0.94765463,  1.65163614,
       -0.42185288])]"
12217,movel_fit,"[array([1098.30929551, -437.11358209, 1053.01743039])]","[array([-0.84532668,  0.03670633,  0.59248106,  0.92777479,  1.62876673,
       -0.43681701])]"
13639,movel_fit,"[array([1125.47378788, -436.12356372, 1042.27793582])]","[array([-0.81737179,  0.04780385,  0.56366836,  0.90410752,  1.60317503,
       -0.45423657])]"
14914,movel_fit,"[array([1149.74002622, -435.00358044, 1032.42658378])]","[array([-0.79351788,  0.0587683 ,  0.53978361,  0.88486954,  1.5813618 ,
       -0.46837485])]"
15946,movel_fit,"[array([1169.31012155, -434.21868943, 1024.26944361])]","[array([-0.77542261,  0.06857035,  0.52174982,  0.8710948 ,  1.56463585,
       -0.4787345 ])]"
16789,movel_fit,"[array([1185.19883937, -433.60279332, 1017.36225314])]","[array([-0.76181843,  0.07741908,  0.50829917,  0.86189606,  1.55180784,
       -0.48596409])]"
17520,movel_fit,"[array([1198.90934166, -432.98208722, 1011.26023458])]","[array([-0.75091687,  0.0856733 ,  0.49758609,  0.85562408,  1.54134712,
       -0.49118223])]"
18177,movel_fit,"[array([1211.15697429, -432.57926699, 1005.53840841])]","[array([-0.74208513,  0.09377496,  0.48882986,  0.85169191,  1.53253786,
       -0.49495057])]"
18780,movel_fit,"[array([1222.27538534, -432.4399827 , 1000.07115132])]","[array([-0.73493658,  0.10184126,  0.4815095 ,  0.84962455,  1.52503589,
       -0.49759849])]"
19343,movel_fit,"[array([1232.63110102, -432.36475464,  994.84369486])]","[array([-0.7290702 ,  0.10991107,  0.47537078,  0.84929305,  1.51857397,
       -0.49916066])]"
19880,movel_fit,"[array([1242.41436946, -432.27642578,  989.71951282])]","[array([-0.72422709,  0.11806962,  0.47025029,  0.85052306,  1.51291265,
       -0.49977672])]"
20397,movel_fit,"[array([1251.70205931, -432.35284132,  984.56274117])]","[array([-0.72040426,  0.12646737,  0.46602535,  0.8532246 ,  1.5079828 ,
       -0.49958412])]"
20897,movel_fit,"[array([1260.57991935, -432.62496505,  979.34321961])]","[array([-0.71755784,  0.1351868 ,  0.46263322,  0.85743883,  1.50374176,
       -0.49861441])]"
21387,movel_fit,"[array([1269.15082201, -433.02141996,  974.07207944])]","[array([-0.71557967,  0.14424633,  0.4600235 ,  0.86316645,  1.50014147,
       -0.49680439])]"
21871,movel_fit,"[array([1277.52057126, -433.45606379,  968.65764684])]","[array([-0.71439698,  0.15373934,  0.45824515,  0.87054088,  1.49712838,
       -0.4941263 ])]"
22352,movel_fit,"[array([1285.6780595 , -433.99754754,  963.09841612])]","[array([-0.71405157,  0.16373429,  0.45731802,  0.87965594,  1.49475539,
       -0.49054071])]"
22834,movel_fit,"[array([1293.73355518, -434.71220161,  957.33199904])]","[array([-0.71456589,  0.17438514,  0.45725098,  0.89069223,  1.49304063,
       -0.48597059])]"
23319,movel_fit,"[array([1301.66381415, -435.55199009,  951.34607611])]","[array([-0.71595625,  0.18575684,  0.4581826 ,  0.90385668,  1.49207065,
       -0.48032394])]"
