average speed,max speed,min speed,std speed,average error,max error,min error,std error,average angle error,max angle error,min angle error,std angle error
395.72595759987115,420.30749100518665,360.91412646440386,9.539059602203116,0.0461940538745159,0.41004851665283726,0.0012416457588907467,0.059897532599815034,0.0014606120312386885,0.005862554208189646,5.046989640481104e-05,0.001265531042897211
