breakpoints,primitives,points,q_bp
0,movej_fit,"[array([1471.53676414,  268.13746363,  691.75766929])]","[array([-0.14675386,  0.31649967,  0.44772632, -2.27480957, -1.23560863,
        2.40616714])]"
500,movel_fit,"[array([1479.95723618,  271.72180526,  687.17782027])]","[array([-0.14363438,  0.32505429,  0.44059703, -2.27331064, -1.23264067,
        2.40661074])]"
1000,movel_fit,"[array([1488.41521605,  275.36410713,  682.62005079])]","[array([-0.14024855,  0.33340931,  0.43320068, -2.27249932, -1.22948022,
        2.40673481])]"
1500,movel_fit,"[array([1496.87676306,  279.05026544,  678.10262621])]","[array([-0.13661148,  0.34153399,  0.42556771, -2.27238956, -1.22613797,
        2.4065366 ])]"
2000,movel_fit,"[array([1505.3415869 ,  282.78058559,  673.62523274])]","[array([-0.13272564,  0.34943311,  0.41770075, -2.2729885 , -1.22261402,
        2.40601599])]"
2500,movel_fit,"[array([1513.80858724,  286.55517504,  669.18778414])]","[array([-0.12859331,  0.35711161,  0.40960342, -2.27430353, -1.21890984,
        2.40517325])]"
3000,movel_fit,"[array([1522.27672701,  290.37431195,  664.78994591])]","[array([-0.1242163 ,  0.36457547,  0.40127958, -2.27634199, -1.21502813,
        2.40400916])]"
3500,movel_fit,"[array([1530.7442433 ,  294.23807438,  660.43153515])]","[array([-0.11959654,  0.37183115,  0.39273419, -2.27911065, -1.21097328,
        2.40252531])]"
4000,movel_fit,"[array([1539.21082111,  298.14731609,  656.11139285])]","[array([-0.11473507,  0.37888747,  0.38397111, -2.28261606, -1.20675051,
        2.40072392])]"
4500,movel_fit,"[array([1547.67489488,  302.10241968,  651.82876726])]","[array([-0.10963365,  0.38575344,  0.37499592, -2.28686323, -1.20236732,
        2.39860855])]"
5000,movel_fit,"[array([1556.13545776,  306.10409976,  647.58237492])]","[array([-0.104294  ,  0.39243981,  0.36581414, -2.29185578, -1.19783277,
        2.39618397])]"
5500,movel_fit,"[array([1564.5912114 ,  310.15298099,  643.37082641])]","[array([-0.09871855,  0.39895851,  0.35643217, -2.29759495, -1.19315807,
        2.39345669])]"
6000,movel_fit,"[array([1573.04030391,  314.24942733,  639.19274375])]","[array([-0.09291095,  0.40532248,  0.3468577 , -2.30407862, -1.18835691,
        2.39043537])]"
6500,movel_fit,"[array([1581.48151836,  318.39407069,  635.04616601])]","[array([-0.08687556,  0.41154665,  0.33709846, -2.31130142, -1.1834449 ,
        2.38713078])]"
7000,movel_fit,"[array([1589.91332397,  322.58730643,  630.92902094])]","[array([-0.0806184 ,  0.41764723,  0.32716333, -2.31925331, -1.17844013,
        2.38355637])]"
7500,movel_fit,"[array([1598.33402455,  326.82930095,  626.83905217])]","[array([-0.07414744,  0.42364174,  0.31706224, -2.32791874, -1.17336317,
        2.3797286 ])]"
8000,movel_fit,"[array([1606.74161948,  331.11984758,  622.77389328])]","[array([-0.06747305,  0.42954889,  0.30680641, -2.33727568, -1.16823706,
        2.3756673 ])]"
8500,movel_fit,"[array([1615.13568356,  335.45925723,  618.73017671])]","[array([-0.06060681,  0.43538974,  0.29640606, -2.34729695, -1.16308599,
        2.37139495])]"
9000,movel_fit,"[array([1623.51303657,  339.84604109,  614.70564433])]","[array([-0.05356534,  0.44118445,  0.28587573, -2.35794442, -1.15793779,
        2.36693899])]"
9500,movel_fit,"[array([1631.87314592,  344.27960349,  610.69657374])]","[array([-0.04636618,  0.44695578,  0.27522757, -2.36917479, -1.15282017,
        2.36232922])]"
10000,movel_fit,"[array([1640.21543657,  348.75876765,  606.69911499])]","[array([-0.03903011,  0.45272693,  0.26447464, -2.38093605, -1.14776204,
        2.35759903])]"
10500,movel_fit,"[array([1648.53730134,  353.28056695,  602.71028731])]","[array([-0.03158317,  0.45851971,  0.25363339, -2.39316405, -1.14279416,
        2.35278652])]"
11000,movel_fit,"[array([1656.83980179,  357.84320383,  598.72530131])]","[array([-0.02405168,  0.46435818,  0.24271626, -2.40579057, -1.13794512,
        2.34793094])]"
11500,movel_fit,"[array([1665.12228596,  362.44301973,  594.74019881])]","[array([-0.01646699,  0.47026442,  0.23173852, -2.41873562, -1.13324397,
        2.34307547])]"
12000,movel_fit,"[array([1673.38372977,  367.07505942,  590.75128305])]","[array([-0.00886431,  0.47625901,  0.22071652, -2.43190941, -1.12871876,
        2.338266  ])]"
12500,movel_fit,"[array([1681.62608831,  371.73482542,  586.75357337])]","[array([-1.27938945e-03,  4.82363053e-01,  2.09663060e-01, -2.44521828e+00,
       -1.12439403e+00,  2.33354859e+00])]"
13000,movel_fit,"[array([1689.850038  ,  376.41577059,  582.74293288])]","[array([ 0.00624773,  0.48859476,  0.19859302, -2.45855853, -1.12029274,
        2.32897147])]"
13500,movel_fit,"[array([1698.0581245 ,  381.11094634,  578.71461793])]","[array([ 0.01367591,  0.49497145,  0.18751905, -2.47182228, -1.11643407,
        2.32458258])]"
14000,movel_fit,"[array([1706.25219764,  385.81143266,  574.66460148])]","[array([ 0.02096085,  0.50150742,  0.17645495, -2.48489418, -1.11283447,
        2.32043047])]"
14500,movel_fit,"[array([1714.43517538,  390.50725209,  570.58877956])]","[array([ 0.02805707,  0.50821513,  0.1654133 , -2.49765524, -1.10950657,
        2.31656277])]"
15000,movel_fit,"[array([1722.61195534,  395.18783174,  566.48255718])]","[array([ 0.03491895,  0.51510604,  0.15440416, -2.509985  , -1.10645891,
        2.31302546])]"
15500,movel_fit,"[array([1730.78821774,  399.84127448,  562.3414634 ])]","[array([ 0.04149989,  0.52218985,  0.14343676, -2.52176029, -1.10369676,
        2.30986334])]"
16000,movel_fit,"[array([1738.96702503,  404.45244689,  558.1629028 ])]","[array([ 0.04774996,  0.52947164,  0.13252407, -2.53285114, -1.10122339,
        2.307121  ])]"
16500,movel_fit,"[array([1747.15657406,  409.00744657,  553.94219541])]","[array([ 0.05362228,  0.53695902,  0.12167246, -2.54313223, -1.09903812,
        2.30484005])]"
17000,movel_fit,"[array([1755.36283356,  413.48956209,  549.67626122])]","[array([ 0.05906739,  0.54465617,  0.1108917 , -2.55247266, -1.09713922,
        2.30306201])]"
17500,movel_fit,"[array([1763.59224989,  417.88104721,  545.36215394])]","[array([ 0.06403566,  0.5525667 ,  0.10019134, -2.56074003, -1.09552375,
        2.30182758])]"
