average speed,max speed,min speed,std speed,average error,max error,min error,std error,average angle error,max angle error,min angle error,std angle error
593.9201263548098,628.4765177312762,556.6445997472237,12.72165615479748,0.2582001557483075,0.4993675611485491,0.03938991769342093,0.0902738463532006,0.001996334357569901,0.011053544814854283,0.00017354621013181164,0.0019935057269518195
