breakpoints,primitives,points,q_bp
0,movej_fit,"[array([413.49140291, 506.82332718, 968.91080438])]","[array([ 1.66901873e-02, -4.84940938e-02,  5.33993138e-02,  1.58524653e-03,
       -1.72005233e+00, -1.57928563e+00])]"
1000,movel_fit,"[array([409.60793362, 510.07826935, 967.73504972])]","[array([ 0.02370343, -0.04935473,  0.05175503, -0.00307073, -1.72068526,
       -1.58017575])]"
2000,movel_fit,"[array([404.83497894, 513.30606667, 967.49676472])]","[array([ 0.03085568, -0.05118875,  0.04916345, -0.00748205, -1.72252669,
       -1.58099172])]"
3000,movel_fit,"[array([399.1764976 , 516.48089244, 968.19293844])]","[array([ 0.03812702, -0.0539995 ,  0.0456219 , -0.01164905, -1.72556633,
       -1.58172406])]"
4000,movel_fit,"[array([392.63634918, 519.57887604, 969.81199102])]","[array([ 0.04550231, -0.05778668,  0.04112706, -0.01557869, -1.72978731,
       -1.58237393])]"
5000,movel_fit,"[array([385.2268774 , 522.57325396, 972.33349574])]","[array([ 0.05295947, -0.06254231,  0.03567979, -0.01927787, -1.73516274,
       -1.58295149])]"
6000,movel_fit,"[array([376.97448475, 525.4348301 , 975.72289502])]","[array([ 0.06046808, -0.06824467,  0.02929099, -0.02275506, -1.74164926,
       -1.58347511])]"
7000,movel_fit,"[array([367.92481515, 528.13376313, 979.92512149])]","[array([ 0.06799008, -0.07485143,  0.02198854, -0.02602353, -1.74917994,
       -1.58396959])]"
8000,movel_fit,"[array([358.14750655, 530.64214266, 984.85816992])]","[array([ 0.07548184, -0.08229256,  0.01382506, -0.02910471, -1.75765735,
       -1.5844629 ])]"
9000,movel_fit,"[array([347.7395022 , 532.93721939, 990.40789682])]","[array([ 0.08289779, -0.09046428,  0.00488557, -0.032031  , -1.76694803,
       -1.58498122])]"
10000,movel_fit,"[array([336.82809078, 535.00453041, 996.42430549])]","[array([ 0.0901943 , -0.09922378, -0.0047045 , -0.03484637, -1.77687802,
       -1.5855425 ])]"
11000,movel_fit,"[array([ 325.56933133,  536.84125152, 1002.7225822 ])]","[array([ 0.09733601, -0.10838882, -0.01477531, -0.03760507, -1.78723372,
       -1.58614992])]"
12000,movel_fit,"[array([ 314.14351155,  538.45849382, 1009.08881106])]","[array([ 0.10430213, -0.11774195, -0.02511285, -0.04036737, -1.79776728,
       -1.58678676])]"
