primitives,points,q_bp
moveabsj,"[array([1545.78685675,  348.40228374, 1485.463117  ])]","[array([ 5.51080975e-01, -1.43106397e-01,  9.11470829e-01, -2.31113910e+00,
        1.36977231e+00, -1.38146388e-04])]"
moveabsj,"[array([1828.96667129,  477.24933221, 1354.93751769])]","[array([ 0.50482879,  0.1205858 ,  0.71572482, -2.38562253,  1.24729748,
       -0.00747987])]"
moveabsj,"[array([1841.89954705,  484.04234668, 1347.65793944])]","[array([ 0.50312142,  0.13280908,  0.70619565, -2.39007206,  1.24159658,
       -0.00826639])]"
moveabsj,"[array([1854.566885  ,  492.12819471, 1341.32040486])]","[array([ 0.50186237,  0.14471563,  0.69642502, -2.39539707,  1.23594125,
       -0.00953012])]"
moveabsj,"[array([1866.94081722,  501.43981198, 1335.86133809])]","[array([ 0.50101345,  0.156377  ,  0.68647253, -2.40164895,  1.23051602,
       -0.01120476])]"
moveabsj,"[array([1879.06745821,  511.87228916, 1331.28868279])]","[array([ 0.50050125,  0.16774622,  0.676322  , -2.40879358,  1.22517492,
       -0.01333366])]"
moveabsj,"[array([1890.96539625,  523.36200073, 1327.59540614])]","[array([ 0.50029089,  0.17882544,  0.6659554 , -2.41677875,  1.21988063,
       -0.01594998])]"
moveabsj,"[array([1902.65592096,  535.80140268, 1324.73253598])]","[array([ 0.50032774,  0.18964233,  0.65537333, -2.42556441,  1.21463406,
       -0.01904464])]"
moveabsj,"[array([1914.17781367,  549.03667634, 1322.61222561])]","[array([ 0.50052015,  0.20023942,  0.64459889, -2.43516673,  1.2094416 ,
       -0.02256706])]"
moveabsj,"[array([1925.57742839,  562.87580744, 1321.14271111])]","[array([ 0.50078736,  0.2106424 ,  0.63362993, -2.44548545,  1.20425774,
       -0.02648333])]"
moveabsj,"[array([1936.89450233,  577.13172313, 1320.20842551])]","[array([ 0.50105653,  0.2208897 ,  0.62247726, -2.45642465,  1.19906318,
       -0.03074188])]"
moveabsj,"[array([1948.1303908 ,  591.61354695, 1319.64668404])]","[array([ 0.50128701,  0.2310004 ,  0.6111868 , -2.46780689,  1.19383042,
       -0.03527795])]"
moveabsj,"[array([1959.29086825,  606.08977268, 1319.27017776])]","[array([ 0.50142783,  0.24099967,  0.59981943, -2.47944266,  1.18855072,
       -0.0399854 ])]"
moveabsj,"[array([1970.33806199,  620.36747336, 1318.8824869 ])]","[array([ 0.50147332,  0.250896  ,  0.58846133, -2.49109149,  1.18323618,
       -0.04475365])]"
moveabsj,"[array([1981.2282002 ,  634.27695763, 1318.25687031])]","[array([ 0.50143577,  0.26070429,  0.57721092, -2.50249977,  1.17790019,
       -0.04944641])]"
moveabsj,"[array([1991.87862694,  647.6740319 , 1317.14688139])]","[array([ 0.50135262,  0.27042673,  0.56620658, -2.51340881,  1.1725838 ,
       -0.05390399])]"
moveabsj,"[array([2002.19001662,  660.50198438, 1315.32398465])]","[array([ 0.50131228,  0.28005611,  0.55556724, -2.52351328,  1.16729892,
       -0.05800222])]"
moveabsj,"[array([2012.03766808,  672.72841698, 1312.53366398])]","[array([ 0.50140602,  0.28957357,  0.54545485, -2.53255662,  1.16205947,
       -0.06159807])]"
moveabsj,"[array([2021.3351281 ,  684.29296794, 1308.50024567])]","[array([ 0.50170081,  0.29899498,  0.53601127, -2.54029577,  1.1568895 ,
       -0.06452425])]"
moveabsj,"[array([2029.99497791,  695.1409927 , 1302.94138544])]","[array([ 0.50225811,  0.30832693,  0.52738627, -2.54650667,  1.15178478,
       -0.06662315])]"
