breakpoints,primitives,points,q_bp
0,moveabsj_fit,"[array([ 157.4199129 , -539.69961331, 1224.14702266])]","[array([-0.5986935 , -0.79827252,  0.76526735,  2.51224996, -1.8661882 ,
       -2.78331372])]"
7772,movec_fit,"[array([ 184.72651406, -601.20904061, 1181.15899128]), array([ 213.80385141, -660.38887087, 1136.14781478])]","[array([-0.60458056, -0.74364637,  0.80376675,  2.47409189, -1.78930792,
       -2.79781577]), array([-0.60691529, -0.68258276,  0.83924896,  2.43394838, -1.71367486,
       -2.80113692])]"
14145,movec_fit,"[array([ 245.62679638, -721.71863469, 1085.08242244]), array([ 262.12267919, -753.30334853, 1057.47261041])]","[array([-0.56094971, -0.60925997,  0.90812501,  2.33499551, -1.64763139,
       -2.85620354]), array([-0.54798094, -0.56637035,  0.9388468 ,  2.28871972, -1.61114034,
       -2.87267491])]"
17606,movec_fit,"[array([ 274.75127487, -778.41534273, 1035.65821854]), array([ 287.06214858, -804.05933348, 1014.31981917])]","[array([-0.54385135, -0.52732022,  0.95822964,  2.256616  , -1.5827868 ,
       -2.88852316]), array([-0.54120099, -0.48732296,  0.97635721,  2.22267787, -1.55453817,
       -2.90336437])]"
20318,movec_fit,"[array([ 296.46056896, -824.94298339,  998.41131026]), array([ 305.65573184, -846.54182961,  983.43844416])]","[array([-0.55361783, -0.45575776,  0.97522989,  2.21449645, -1.52834544,
       -2.90199778]), array([-0.56628973, -0.42389299,  0.97249696,  2.20545503, -1.5030569 ,
       -2.90138387])]"
23904,movec_fit,"[array([ 317.35241428, -876.72419838,  965.79992471]), array([ 328.19399475, -908.53932799,  950.7620904 ])]","[array([-0.60091245, -0.38699708,  0.94829864,  2.2199946 , -1.46328833,
       -2.88374314]), array([-0.63578401, -0.35167554,  0.92177323,  2.23479216, -1.42552852,
       -2.87098112])]"
24834,movel_fit,"[array([ 333.31716038, -925.60111067,  943.83067121])]","[array([-0.67599158, -0.33932784,  0.88669583,  2.27913539, -1.39805081,
       -2.83920709])]"
26037,movel_fit,"[array([ 339.03966582, -948.18879684,  935.54051234])]","[array([-0.71842249, -0.31988924,  0.85154195,  2.32120323, -1.36887621,
       -2.81281189])]"
27245,movel_fit,"[array([ 343.71513486, -971.22599038,  927.53422735])]","[array([-0.77912439, -0.30306022,  0.80404621,  2.39388497, -1.33617004,
       -2.76932812])]"
28446,movel_fit,"[array([ 347.21618412, -994.26326794,  919.37144807])]","[array([-0.84306447, -0.28266683,  0.75755222,  2.47330241, -1.30852478,
       -2.7248648 ])]"
29647,movel_fit,"[array([  349.70284836, -1017.2037389 ,   910.60388406])]","[array([-0.91196598, -0.25974817,  0.71214352,  2.56264376, -1.28512841,
       -2.67762828])]"
30865,movel_fit,"[array([  351.59057205, -1040.15214871,   900.78046484])]","[array([-0.97628124, -0.23241407,  0.67249703,  2.64714469, -1.26826598,
       -2.63547309])]"
31972,movel_fit,"[array([  353.37873194, -1060.57155145,   890.88654634])]","[array([-1.02545832, -0.2060069 ,  0.64331604,  2.71207946, -1.25662384,
       -2.60482119])]"
32909,movel_fit,"[array([  355.59042774, -1077.42823907,   881.8332651 ])]","[array([-1.05678175, -0.18360948,  0.6240507 ,  2.75310367, -1.24785656,
       -2.5862679 ])]"
36800,movec_fit,"[array([  367.62716351, -1116.91591016,   857.21633161]), array([  381.94563198, -1139.45201493,   840.07612795])]","[array([-1.07856125, -0.13484017,  0.59987962,  2.77476931, -1.21989193,
       -2.57725843]), array([-1.07719907, -0.10438753,  0.58826953,  2.77315004, -1.20148926,
       -2.57463864])]"
37478,movel_fit,"[array([  389.46166692, -1148.19263766,   832.24165003])]","[array([-1.03535919, -0.09898383,  0.60491492,  2.69923413, -1.18476247,
       -2.6079626 ])]"
38276,movel_fit,"[array([  399.05928688, -1157.64743498,   822.87845005])]","[array([-1.01378637, -0.08464514,  0.60903925,  2.66281643, -1.17494023,
       -2.62265063])]"
39188,movel_fit,"[array([  410.24442571, -1167.46787863,   811.47721796])]","[array([-0.96473464, -0.07153722,  0.63198933,  2.57239292, -1.16056779,
       -2.66265671])]"
40080,movel_fit,"[array([  420.9901231 , -1176.28966923,   799.51510921])]","[array([-0.91931338, -0.052108  ,  0.65446031,  2.48517798, -1.15451573,
       -2.70295884])]"
40979,movel_fit,"[array([  431.14338927, -1184.75007852,   786.59502165])]","[array([-0.87133035, -0.02853461,  0.68380085,  2.38632513, -1.15327971,
       -2.74996843])]"
41886,movel_fit,"[array([  440.45963727, -1193.19601872,   772.82706935])]","[array([-8.30684135e-01,  1.96840436e-03,  7.10341839e-01,  2.29662455e+00,
       -1.15936956e+00, -2.79413842e+00])]"
42774,movel_fit,"[array([  448.5935697 , -1201.86054943,   758.9663943 ])]","[array([-0.79964732,  0.03478627,  0.73231354,  2.22137251, -1.16805658,
       -2.83146926])]"
