breakpoints,primitives,p_bp,q_bp
0,moveabsj_fit,"[array([ 83.90015587, 514.38215682, 575.26394337])]","[array([-0.07622421, -0.31129154, -1.96602331, -2.96581825,  1.18299458,
       -1.09213553])]"
1812,movel_fit,"[array([ 84.65177173, 519.88622733, 588.09896242])]","[array([-0.06532309, -0.32467781, -1.97722317, -2.96889721,  1.19507665,
       -1.0972706 ])]"
3646,movel_fit,"[array([ 83.51232836, 526.7227502 , 604.15018933])]","[array([-0.0489626 , -0.33833119, -1.99275552, -2.96576505,  1.21424207,
       -1.10206821])]"
5600,movel_fit,"[array([ 80.68310057, 536.60234009, 622.22660822])]","[array([-0.03426072, -0.35082249, -2.0050001 , -2.9674206 ,  1.23082532,
       -1.11213294])]"
7653,movel_fit,"[array([ 74.02706128, 547.08828583, 640.22914911])]","[array([-0.01603027, -0.3622679 , -2.01742057, -2.96758523,  1.24734927,
       -1.12266938])]"
9791,movel_fit,"[array([ 63.41175005, 556.86943502, 654.85891158])]","[array([ 0.00378987, -0.37210158, -2.02608568, -2.96868614,  1.2590879 ,
       -1.13326336])]"
12016,movel_fit,"[array([ 48.65284863, 564.92284926, 665.56533379])]","[array([ 0.02771685, -0.38025207, -2.03372348, -2.96618819,  1.26895777,
       -1.14131663])]"
14397,movel_fit,"[array([ 29.61617668, 571.48849067, 672.92646568])]","[array([ 0.05645224, -0.38723771, -2.04068508, -2.95850814,  1.27890107,
       -1.14685965])]"
16953,movel_fit,"[array([  6.33903264, 575.76096218, 675.99513183])]","[array([ 0.09047071, -0.39263278, -2.04704368, -2.94403946,  1.28927476,
       -1.14881802])]"
19724,movel_fit,"[array([-21.1390898 , 576.72094313, 673.37730988])]","[array([ 0.13013192, -0.39580513, -2.05221021, -2.92111517,  1.29983944,
       -1.1461857 ])]"
22717,movel_fit,"[array([-52.41419794, 572.34112535, 662.36133617])]","[array([ 0.17570293, -0.39537445, -2.05491817, -2.88728288,  1.30929795,
       -1.13701523])]"
25999,movel_fit,"[array([-88.07256011, 559.90455029, 640.18695509])]","[array([ 0.22952046, -0.3892348 , -2.0542655 , -2.83636882,  1.31809382,
       -1.11865295])]"
29031,movel_fit,"[array([-121.90066788,  537.43092706,  606.90627267])]","[array([ 0.28391423, -0.37527486, -2.04828873, -2.77348838,  1.32099517,
       -1.0917651 ])]"
31431,movel_fit,"[array([-149.02549132,  508.29175088,  570.12754576])]","[array([ 0.33075902, -0.35647688, -2.03733057, -2.71216282,  1.31589246,
       -1.06268701])]"
33416,movel_fit,"[array([-171.68608832,  474.92871023,  534.41135476])]","[array([ 0.37240333, -0.33597363, -2.02321378, -2.65354746,  1.30662461,
       -1.03389305])]"
35488,movec_fit,"[array([-183.66157508,  452.38256214,  513.72470495]), array([-194.80061977,  428.82297307,  493.81525653])]","[array([-0.06990742, -0.31934438, -1.97174014, -2.96766731,  1.19017535,
       -1.09501314]), array([ 0.4197772 , -0.31065823, -2.00287871, -2.58848651,  1.28947186,
       -0.99956532])]"
37279,movec_fit,"[array([-204.3308867 ,  405.76814899,  476.19758782]), array([-212.89733289,  381.62879227,  459.62772473])]","[array([-0.07075365, -0.31831156, -1.97085334, -2.96742999,  1.18924131,
       -1.09461211]), array([ 0.46121334, -0.28561061, -1.98204778, -2.52727672,  1.27192858,
       -0.96831076])]"
39418,movec_fit,"[array([-221.84312365,  350.84334102,  440.9265364 ]), array([-228.70192864,  318.65763934,  423.83938319])]","[array([-0.06970997, -0.31958326, -1.97195259, -2.96772223,  1.19039201,
       -1.09510741]), array([ 0.51358915, -0.2556161 , -1.95841552, -2.45349217,  1.24842447,
       -0.92952833])]"
41137,movec_fit,"[array([-232.03189671,  292.85662101,  411.83991065]), array([-233.4783691 ,  266.49675411,  400.79785801])]","[array([-0.07097037, -0.31804469, -1.97063237, -2.9673687 ,  1.18900067,
       -1.09451019]), array([ 0.55818942, -0.23409941, -1.94265644, -2.39209875,  1.23161569,
       -0.89608149])]"
42728,movel_fit,"[array([-231.25119042,  219.74169795,  383.36410483])]","[array([ 0.60010261, -0.21694923, -1.93408164, -2.33524785,  1.21584504,
       -0.86627667])]"
44440,movel_fit,"[array([-220.31656596,  173.89216339,  369.98629155])]","[array([ 0.64647713, -0.20330946, -1.92314197, -2.27758279,  1.20288813,
       -0.83040504])]"
46325,movel_fit,"[array([-199.82003736,  130.60221053,  359.18427429])]","[array([ 0.69746989, -0.19359173, -1.91878031, -2.21459049,  1.18946525,
       -0.79189367])]"
48470,movel_fit,"[array([-168.68950509,   92.11620056,  351.76261815])]","[array([ 0.75464323, -0.19020646, -1.91758042, -2.14735912,  1.1758348 ,
       -0.74845659])]"
49999,movel_fit,"[array([-145.371045  ,   71.70407666,  348.84562453])]","[array([ 0.79237349, -0.19171321, -1.91888328, -2.10439787,  1.16622416,
       -0.72112789])]"
