breakpoints,primitives,p_bp,q_bp
0,moveabsj_fit,"[array([1164.83302148,  131.11618013, 2331.62884489])]","[array([ 0.38097642, -0.4491161 ,  0.64793294, -2.57121433,  1.57131682,
       -1.49493769])]"
1812,movel_fit,"[array([1206.61644651,  109.63882994, 2294.76077209])]","[array([ 0.36259045, -0.43043834,  0.65842136, -2.54855882,  1.56532119,
       -1.49393859])]"
3646,movel_fit,"[array([1246.91403662,   90.00406306, 2253.17976144])]","[array([ 0.3501713 , -0.41115451,  0.66977885, -2.51958162,  1.56087336,
       -1.49084807])]"
5600,movel_fit,"[array([1291.81839479,   72.07295209, 2204.83197857])]","[array([ 0.337248  , -0.38952014,  0.68343811, -2.49262528,  1.55227298,
       -1.49097137])]"
7653,movel_fit,"[array([1337.57441188,   54.42835057, 2153.56424078])]","[array([ 0.32434383, -0.36553902,  0.69645465, -2.46681615,  1.5424759 ,
       -1.49084643])]"
9791,movel_fit,"[array([1384.66509811,   36.91802427, 2102.74546083])]","[array([ 0.30892935, -0.33865966,  0.70699475, -2.44749853,  1.53041001,
       -1.49169322])]"
12016,movel_fit,"[array([1431.16412207,   19.72847761, 2053.25159716])]","[array([ 0.29308068, -0.30947861,  0.71446641, -2.43196652,  1.51805588,
       -1.49145245])]"
14397,movel_fit,"[array([1477.60375191,    3.23433986, 2002.61614775])]","[array([ 0.27801395, -0.27773468,  0.71988422, -2.41778831,  1.50589675,
       -1.48984628])]"
16953,movel_fit,"[array([1523.4286886 ,  -12.40471191, 1950.65948135])]","[array([ 0.26421097, -0.24360562,  0.72339669, -2.4041746 ,  1.49455463,
       -1.48624761])]"
19724,movel_fit,"[array([1568.40953473,  -27.52292095, 1896.91357909])]","[array([ 0.25168067, -0.20694959,  0.72515523, -2.39039862,  1.48464153,
       -1.48009547])]"
22717,movel_fit,"[array([1611.29400484,  -43.07924685, 1842.70968771])]","[array([ 0.24007063, -0.16814716,  0.72482001, -2.37611717,  1.47745177,
       -1.47029493])]"
25999,movel_fit,"[array([1649.71294928,  -61.6586849 , 1787.71308545])]","[array([ 0.2294737 , -0.12748615,  0.72289466, -2.35739759,  1.47592837,
       -1.45412321])]"
29031,movel_fit,"[array([1675.36637384,  -83.71233087, 1744.51875481])]","[array([ 0.21996971, -0.09249204,  0.71891217, -2.33609471,  1.4829022 ,
       -1.43215286])]"
31431,movel_fit,"[array([1688.48903951, -106.7006471 , 1718.57511446])]","[array([ 0.21113557, -0.06678197,  0.71294373, -2.31671314,  1.49524459,
       -1.40910142])]"
33416,movel_fit,"[array([1694.04917371, -130.15830072, 1702.16925069])]","[array([ 0.20286787, -0.04702811,  0.70635792, -2.29757434,  1.51023356,
       -1.38596684])]"
35488,movel_fit,"[array([1695.78709032, -158.84587244, 1689.79452064])]","[array([ 0.19269848, -0.02748321,  0.69742041, -2.27558557,  1.5293444 ,
       -1.35879528])]"
37279,movel_fit,"[array([1694.05811551, -187.0496144 , 1680.54585622])]","[array([ 0.18294472, -0.01121805,  0.68881465, -2.25344812,  1.54795709,
       -1.33325591])]"
39418,movel_fit,"[array([1689.5618453 , -223.27663207, 1666.3663495 ])]","[array([ 0.17111262,  0.00814017,  0.67900926, -2.22177749,  1.56996256,
       -1.30191156])]"
41137,movel_fit,"[array([1683.57121124, -254.60678932, 1648.60089188])]","[array([ 0.16208418,  0.02392084,  0.67300118, -2.18917558,  1.58663325,
       -1.27628785])]"
42728,movec_fit,"[array([1680.7151818 , -269.50116162, 1637.9519075 ]), array([1678.12216712, -283.81908404, 1626.51462587])]","[array([ 0.37283439, -0.4411576 ,  0.65280054, -2.56120038,  1.56875298,
       -1.4944307 ]), array([ 0.15410534,  0.03960552,  0.668547  , -2.15540722,  1.59959241,
       -1.25311683])]"
44440,movel_fit,"[array([1673.01125261, -315.16493409, 1598.82034552])]","[array([ 0.14549682,  0.05654647,  0.66426198, -2.11715138,  1.60880341,
       -1.23090483])]"
46325,movel_fit,"[array([1669.49730774, -348.82561324, 1560.49111235])]","[array([ 0.13634391,  0.07788934,  0.66030545, -2.07261926,  1.61422242,
       -1.20780556])]"
48470,movel_fit,"[array([1669.90823792, -384.8429546 , 1511.72237858])]","[array([ 0.12585614,  0.10425077,  0.65496884, -2.02367383,  1.61216795,
       -1.18605843])]"
49999,movel_fit,"[array([1675.57463833, -406.51656533, 1475.30190141])]","[array([ 0.11891578,  0.1251335 ,  0.64975218, -1.99402444,  1.60538581,
       -1.17394257])]"
