average speed,max speed,min speed,std speed,average error,max error,min error,std error,average angle error,max angle error,min angle error,std angle error
451.51864190073036,547.5785767047836,411.2421706177675,16.900521091698497,0.08336174210516868,0.40916777382880176,0.0024582418021544105,0.07225548428085954,0.0030010144416390532,0.04115655841699243,2.011731817503984e-05,0.003953212207747904
