breakpoints,primitives,p_bp,q_bp
0,moveabsj,"[array([-921.93724453, -100.10792496,  508.7680521 ])]","[array([-0.40189657, -0.52632491, -3.18603168,  0.63481567,  0.51862843,
        0.54423404])]"
999,moveabsj,"[array([-904.11259251, -207.94609949,  524.36595819])]","[array([-0.28805314, -0.51244737, -3.15983024,  0.62363343,  0.50238371,
        0.53217313])]"
1999,moveabsj,"[array([-902.68477221, -214.13364982,  527.00131491])]","[array([-0.28150394, -0.51027647, -3.15729841,  0.62176631,  0.50195632,
        0.53246852])]"
2999,moveabsj,"[array([-901.40286229, -220.36519738,  531.36174888])]","[array([-0.27472004, -0.50682958, -3.15371889,  0.61981195,  0.50235857,
        0.5329114 ])]"
3999,moveabsj,"[array([-900.32148579, -226.56909739,  537.4803207 ])]","[array([-0.26779319, -0.50225615, -3.14880513,  0.61780036,  0.50343273,
        0.53344224])]"
4999,moveabsj,"[array([-899.27858938, -232.78234221,  545.30092855])]","[array([-0.26073351, -0.49639929, -3.14299839,  0.615498  ,  0.50538752,
        0.53435641])]"
5999,moveabsj,"[array([-898.27589695, -239.01759333,  554.8671224 ])]","[array([-0.25351165, -0.48929038, -3.13616472,  0.61320229,  0.50810519,
        0.53537137])]"
6999,moveabsj,"[array([-897.32274008, -245.2156173 ,  565.96818912])]","[array([-0.24621201, -0.48132742, -3.12825242,  0.6106116 ,  0.51172905,
        0.53683426])]"
7999,moveabsj,"[array([-896.2929355 , -251.38142573,  578.72728269])]","[array([-0.2388684 , -0.472219  , -3.11936586,  0.60814503,  0.51592537,
        0.5382998 ])]"
8999,moveabsj,"[array([-895.09357665, -257.46866477,  592.97832078])]","[array([-0.23158153, -0.46209136, -3.10966536,  0.60570392,  0.52063042,
        0.53988413])]"
9999,moveabsj,"[array([-893.73318099, -263.47018829,  608.3070397 ])]","[array([-0.22434877, -0.45147674, -3.09925962,  0.60311672,  0.52602709,
        0.54183901])]"
10999,moveabsj,"[array([-892.13186015, -269.34733847,  624.58637998])]","[array([-0.21725833, -0.44037988, -3.08824418,  0.60067426,  0.53170244,
        0.54383199])]"
11999,moveabsj,"[array([-890.21604228, -275.10575194,  641.3108748 ])]","[array([-0.21032891, -0.4291375 , -3.07708826,  0.59815531,  0.5377604 ,
        0.54614395])]"
12999,moveabsj,"[array([-887.9425268 , -280.69588098,  658.36067803])]","[array([-0.20366769, -0.41770531, -3.06578757,  0.59604358,  0.54345899,
        0.54818678])]"
13999,moveabsj,"[array([-885.41280161, -286.17896321,  674.88071769])]","[array([-0.19716212, -0.40692084, -3.05480529,  0.59391448,  0.54921649,
        0.55050478])]"
14999,moveabsj,"[array([-882.57371284, -291.55668404,  690.56877636])]","[array([-0.19086369, -0.39672904, -3.04450157,  0.5919982 ,  0.55448721,
        0.55280113])]"
15999,moveabsj,"[array([-879.56433266, -296.87207709,  704.84971396])]","[array([-0.18470464, -0.38764171, -3.03507256,  0.59030429,  0.55909388,
        0.55507439])]"
16999,moveabsj,"[array([-876.4076566 , -302.19549211,  717.29111727])]","[array([-0.17861948, -0.37975783, -3.02695265,  0.58897519,  0.5626853 ,
        0.55716349])]"
17999,moveabsj,"[array([-873.27079365, -307.58954869,  727.23461885])]","[array([-0.17251864, -0.37362743, -3.02048319,  0.58786858,  0.5651945 ,
        0.55925623])]"
18999,moveabsj,"[array([-870.24152013, -313.13105566,  734.25922026])]","[array([-0.16631826, -0.3694375 , -3.01595449,  0.58722818,  0.56616649,
        0.56109344])]"
19999,moveabsj,"[array([-867.33097781, -318.91566462,  737.77847703])]","[array([-0.15992209, -0.36734826, -3.01407521,  0.58705027,  0.56542285,
        0.56272944])]"
20999,moveabsj,"[array([-864.82682691, -324.93969838,  737.16243598])]","[array([-0.15332359, -0.36821941, -3.0146923 ,  0.58743003,  0.56253593,
        0.56409891])]"
21999,moveabsj,"[array([-862.63375211, -331.30537299,  731.61762802])]","[array([-0.14643248, -0.37229558, -3.01887959,  0.58820243,  0.55756079,
        0.56549762])]"
22999,moveabsj,"[array([-860.69234106, -337.99689202,  720.71612955])]","[array([-0.13932165, -0.37984318, -3.02686674,  0.58982411,  0.54975928,
        0.56647841])]"
23999,moveabsj,"[array([-858.90130391, -344.98937181,  703.631304  ])]","[array([-0.13205937, -0.39163681, -3.03922564,  0.59210088,  0.53914832,
        0.56740766])]"
24999,moveabsj,"[array([-856.88411376, -352.21212986,  680.07830411])]","[array([-0.12480907, -0.40788933, -3.05627459,  0.5953987 ,  0.52522174,
        0.56801144])]"
25999,moveabsj,"[array([-854.18934118, -359.5427029 ,  649.9088801 ])]","[array([-0.11777831, -0.42908409, -3.0780751 ,  0.59964276,  0.50798523,
        0.56853041])]"
26999,moveabsj,"[array([-850.18894313, -366.75872609,  613.48075963])]","[array([-0.11132434, -0.4555154 , -3.10442321,  0.6038898 ,  0.48798189,
        0.57003335])]"
27999,moveabsj,"[array([-844.33919334, -373.88436617,  573.19769329])]","[array([-0.10534024, -0.48574575, -3.13335869,  0.60986093,  0.46470476,
        0.57050339])]"
28999,moveabsj,"[array([-836.26943676, -380.75666636,  531.21220806])]","[array([-0.10000438, -0.51858803, -3.16366713,  0.61548309,  0.44011837,
        0.57168542])]"
29999,moveabsj,"[array([-826.31791294, -387.45231637,  491.15119136])]","[array([-0.09499511, -0.55120755, -3.19260158,  0.62156539,  0.41511975,
        0.57198552])]"
30999,moveabsj,"[array([-815.16662126, -393.88091149,  455.35183975])]","[array([-0.09025634, -0.58153296, -3.21869768,  0.62584862,  0.39215891,
        0.57297932])]"
31999,moveabsj,"[array([-804.12150194, -400.13274567,  426.28959409])]","[array([-0.08535136, -0.60692325, -3.23973633,  0.63004732,  0.37190157,
        0.57236183])]"
32999,moveabsj,"[array([-793.96600534, -406.12991453,  404.36178618])]","[array([-0.08024675, -0.6263762 , -3.25590667,  0.63109937,  0.35686183,
        0.5730215 ])]"
33999,moveabsj,"[array([-785.8725418 , -411.93271344,  390.75594147])]","[array([-0.07463388, -0.6381258 , -3.26592267,  0.63104663,  0.34714326,
        0.57273594])]"
34999,moveabsj,"[array([-780.78110869, -417.44933918,  385.77986634])]","[array([-0.0685285 , -0.64184457, -3.26884961,  0.62894125,  0.34394401,
        0.57233573])]"
35999,moveabsj,"[array([-779.06810162, -422.73333143,  390.33867912])]","[array([-0.06180208, -0.63604886, -3.26451495,  0.62519375,  0.34791742,
        0.57129799])]"
36999,moveabsj,"[array([-780.88120945, -427.57043959,  405.84355079])]","[array([-0.05489007, -0.61915505, -3.25197928,  0.62101942,  0.3580316 ,
        0.5677491 ])]"
37999,moveabsj,"[array([-785.46551091, -432.53071073,  431.29204691])]","[array([-0.04703055, -0.59351206, -3.23158817,  0.61303451,  0.37690349,
        0.56540517])]"
38999,moveabsj,"[array([-791.54157411, -437.45141313,  468.14227451])]","[array([-0.03887218, -0.55777011, -3.2027815 ,  0.6033856 ,  0.40108642,
        0.56103314])]"
39999,moveabsj,"[array([-797.18385391, -442.97893297,  514.11375389])]","[array([-0.02973785, -0.51580806, -3.16656993,  0.59114062,  0.42997912,
        0.5561783 ])]"
40999,moveabsj,"[array([-800.25947465, -449.22804101,  565.30704241])]","[array([-0.01979594, -0.47176435, -3.12610577,  0.57717446,  0.46009351,
        0.55137363])]"
41999,moveabsj,"[array([-799.85478495, -455.85015961,  615.70252138])]","[array([-0.00971184, -0.43108696, -3.08581483,  0.56315272,  0.48741752,
        0.54751953])]"
42999,moveabsj,"[array([-796.32636805, -462.20957615,  659.5902024 ])]","[array([-4.28599178e-04, -3.97310958e-01, -3.05078378e+00,  5.51016747e-01,
        5.08590576e-01,  5.45077607e-01])]"
43999,moveabsj,"[array([-791.30151446, -468.28400569,  691.96462576])]","[array([ 0.0081157 , -0.37355761, -3.02495387,  0.54214538,  0.52314175,
        0.54431234])]"
44999,moveabsj,"[array([-786.32941615, -473.9946939 ,  709.90646426])]","[array([ 0.01575385, -0.36085836, -3.01097223,  0.53807383,  0.52955382,
        0.54442087])]"
