breakpoints,primitives,p_bp,q_bp
0,movej_fit,"[array([453.30636219, 637.57908636, 896.77770049])]","[array([-0.09739542,  0.59867766, -0.99975959,  0.7029453 , -1.8338312 ,
        5.52607295])]"
1666,movel_fit,"[array([467.06037233, 621.60772996, 905.35866618])]","[array([-0.10904066,  0.60186595, -0.99621534,  0.69728099, -1.82558501,
        5.53778465])]"
3333,movel_fit,"[array([478.01359484, 601.81882503, 918.54698944])]","[array([-0.12345278,  0.60114569, -0.98791546,  0.68936549, -1.81326344,
        5.55063199])]"
4999,movel_fit,"[array([484.49318879, 582.02888028, 933.23853832])]","[array([-0.13673213,  0.59899399, -0.97776572,  0.68259725, -1.79965349,
        5.56378779])]"
6666,movel_fit,"[array([486.88398257, 562.97118621, 948.60017235])]","[array([-0.14850531,  0.5959587 , -0.9662933 ,  0.67694425, -1.78536459,
        5.57686362])]"
8333,movel_fit,"[array([485.86837704, 545.84850206, 963.29165671])]","[array([-0.15802842,  0.59294839, -0.95448489,  0.67282196, -1.77148455,
        5.58925463])]"
9999,movel_fit,"[array([482.13785673, 530.93805237, 976.87566652])]","[array([-0.16538873,  0.59017656, -0.94257645,  0.67007517, -1.75835623,
        5.60064846])]"
11666,movel_fit,"[array([475.91351796, 517.5771053 , 989.89014334])]","[array([-0.17138098,  0.58712651, -0.92998609,  0.66804638, -1.7454821 ,
        5.61118592])]"
13333,movel_fit,"[array([ 467.24973635,  505.21733111, 1002.7458371 ])]","[array([-0.17661419,  0.58339117, -0.91624632,  0.66625306, -1.732477  ,
        5.62106358])]"
14999,movel_fit,"[array([ 456.32067021,  493.64235739, 1015.46868173])]","[array([-0.18137936,  0.57889379, -0.90122003,  0.664484  , -1.7192995 ,
        5.63039157])]"
16666,movel_fit,"[array([ 443.35234916,  482.68299891, 1027.99912001])]","[array([-0.18591879,  0.57365292, -0.88483036,  0.66257388, -1.70597977,
        5.63927602])]"
18332,movel_fit,"[array([ 428.66474719,  472.21664678, 1040.20181064])]","[array([-0.1904707 ,  0.56775027, -0.86707704,  0.6603594 , -1.69262349,
        5.64778308])]"
19999,movel_fit,"[array([ 412.65109815,  462.16413735, 1051.89840387])]","[array([-0.19527641,  0.5613291 , -0.84799812,  0.65769343, -1.67938612,
        5.65593949])]"
21666,movel_fit,"[array([ 395.68212948,  452.3817978 , 1062.9874965 ])]","[array([-0.20071386,  0.55445075, -0.82757752,  0.65431834, -1.6663476 ,
        5.66375662])]"
23332,movel_fit,"[array([ 377.91217419,  442.55496875, 1073.55492983])]","[array([-0.20741382,  0.54695727, -0.80557964,  0.64974629, -1.65335863,
        5.67129398])]"
24999,movel_fit,"[array([ 359.41027171,  432.46837149, 1083.6349632 ])]","[array([-0.21607982,  0.53865034, -0.78172286,  0.64343334, -1.64027443,
        5.67852505])]"
26666,movel_fit,"[array([ 340.5087854 ,  422.36747526, 1092.93088408])]","[array([-0.22720531,  0.52955363, -0.75605654,  0.63509094, -1.62730457,
        5.68511628])]"
28332,movel_fit,"[array([ 321.65730325,  412.78678119, 1101.01504374])]","[array([-0.24120226,  0.51973725, -0.72877472,  0.62460364, -1.61481039,
        5.69050606])]"
29999,movel_fit,"[array([ 303.09967272,  404.16780884, 1107.61348622])]","[array([-0.25877885,  0.50900298, -0.69977524,  0.61165053, -1.60293005,
        5.69413551])]"
31666,movel_fit,"[array([ 285.18885558,  396.96351262, 1112.46366894])]","[array([-0.28079249,  0.49710682, -0.6688846 ,  0.59582287, -1.59177132,
        5.69543461])]"
33332,movel_fit,"[array([ 268.86662562,  391.81355383, 1115.17186152])]","[array([-0.30775855,  0.48418612, -0.63631251,  0.57709529, -1.58171709,
        5.69375862])]"
34999,movel_fit,"[array([ 255.64025024,  389.07447209, 1115.51150982])]","[array([-0.33993757,  0.47075495, -0.60255246,  0.55562857, -1.57320517,
        5.68865332])]"
36665,movel_fit,"[array([ 247.47201944,  388.20838125, 1113.77811811])]","[array([-0.37771281,  0.45761922, -0.56819465,  0.53118516, -1.56649106,
        5.68015353])]"
38332,movel_fit,"[array([ 246.65595074,  387.76137037, 1110.77774751])]","[array([-0.42177194,  0.44585374, -0.53384757,  0.50297187, -1.56174717,
        5.66856378])]"
39999,movel_fit,"[array([ 255.54675479,  385.56422843, 1107.64868112])]","[array([-0.47291546,  0.43669637, -0.50028893,  0.46992115, -1.55920991,
        5.6541117 ])]"
41665,movel_fit,"[array([ 275.57917842,  379.30265509, 1105.40141304])]","[array([-0.53088192,  0.43134941, -0.46871087,  0.4318912 , -1.55913786,
        5.63676212])]"
43332,movel_fit,"[array([ 305.60916774,  367.53922388, 1104.33147238])]","[array([-0.59267449,  0.43055376, -0.44076505,  0.39114173, -1.56141608,
        5.61661296])]"
44999,movel_fit,"[array([ 343.50779686,  348.91920948, 1104.43415435])]","[array([-0.65624819,  0.43428029, -0.41713804,  0.34917463, -1.56557171,
        5.59394371])]"
46665,movel_fit,"[array([ 386.51988274,  322.69963821, 1105.36191786])]","[array([-0.71973323,  0.4421739 , -0.39807145,  0.30728695, -1.57097776,
        5.56926796])]"
48332,movel_fit,"[array([ 431.06918495,  289.96867205, 1106.20544644])]","[array([-0.78039937,  0.45350196, -0.38353969,  0.26758245, -1.57683766,
        5.54334067])]"
49999,movel_fit,"[array([ 472.86489544,  254.43985332, 1105.79234592])]","[array([-0.83343857,  0.46745624, -0.37383492,  0.23365186, -1.58221565,
        5.5179246 ])]"
