average speed,max speed,min speed,std speed,average error,max error,min error,std error,average angle error,max angle error,min angle error,std angle error
1705.2633638845848,1770.6645571158626,1634.7189009768508,18.60897391426253,0.09312021728255174,0.46933240779872715,0.00931142911303251,0.09287235848673539,0.002155231953423274,0.012480674614209238,0.00033887040538079714,0.0017309371195712495
