primitives,points,q_bp
moveabsj_fit,"[array([ 783.67811112, -430.94689551, 1203.28779122])]","[array([-1.11629706, -0.16035752,  0.79684756,  0.99132254,  1.90545366,
       -0.33624732])]"
movej_fit,"[array([ 878.33708075, -436.59969844, 1154.36848408])]","[array([-1.0467699 , -0.08583225,  0.77333213,  1.01763696,  1.82796059,
       -0.34171961])]"
movec_fit,"[array([ 914.94511951, -437.03931033, 1135.10491764]), array([ 951.915716  , -437.5769047 , 1116.63980857])]","[array([-1.01766402, -0.05944539,  0.75713688,  1.02020058,  1.79699414,
       -0.34868679]), array([-0.98916822, -0.03282619,  0.73894967,  1.02243476,  1.76720372,
       -0.35437979])]"
movec_fit,"[array([ 980.04908606, -437.79571524, 1103.37363431]), array([1008.3832834 , -437.92920811, 1090.58690344])]","[array([-0.96232655, -0.01764375,  0.71327944,  1.00910035,  1.74074016,
       -0.36898989]), array([-0.93576903, -0.00286305,  0.68731258,  0.99522694,  1.71448401,
       -0.38205088])]"
movec_fit,"[array([1033.10748641, -437.88232288, 1079.83608172]), array([1057.90482447, -437.79473276, 1069.33005785])]","[array([-0.91135808,  0.00891048,  0.66203698,  0.97912376,  1.69114987,
       -0.39679822]), array([-0.8871262 ,  0.02031017,  0.63680634,  0.96231127,  1.66777171,
       -0.41044327])]"
movel_fit,"[array([1074.29010796, -437.38785077, 1062.69720703])]","[array([-0.86960063,  0.02660543,  0.61810281,  0.94746095,  1.65159066,
       -0.42207625])]"
movel_fit,"[array([1098.26769905, -436.942652  , 1052.92791   ])]","[array([-0.84526535,  0.03671006,  0.59263523,  0.92780024,  1.6287719 ,
       -0.43688255])]"
movel_fit,"[array([1125.40332017, -435.97454639, 1042.09737486])]","[array([-0.81733586,  0.04784624,  0.56387269,  0.90413787,  1.60316427,
       -0.45436218])]"
movel_fit,"[array([1149.67815049, -435.00771301, 1032.25644036])]","[array([-0.79359472,  0.05889457,  0.53994177,  0.88497034,  1.58139301,
       -0.46851566])]"
movel_fit,"[array([1169.25255345, -434.15960425, 1024.12688186])]","[array([-0.77548415,  0.06865644,  0.52194618,  0.8712554 ,  1.56467159,
       -0.47883821])]"
movel_fit,"[array([1185.15383965, -433.51576311, 1017.27706021])]","[array([-0.7618801 ,  0.07748111,  0.50849666,  0.86211332,  1.55186435,
       -0.486023  ])]"
movel_fit,"[array([1198.86703265, -433.01981587, 1011.14813899])]","[array([-0.75104824,  0.08579867,  0.49776201,  0.85587068,  1.54141029,
       -0.49128459])]"
movel_fit,"[array([1211.1207837 , -432.6602781 , 1005.44223433])]","[array([-0.74225783,  0.09392664,  0.48897315,  0.85196701,  1.53263079,
       -0.49505065])]"
movel_fit,"[array([1222.25973475, -432.43416513, 1000.02708222])]","[array([-0.73507428,  0.10194769,  0.48167483,  0.84994975,  1.52513865,
       -0.4976458 ])]"
movel_fit,"[array([1232.59709586, -432.32154279,  994.77957751])]","[array([-0.72919456,  0.11000498,  0.4755719 ,  0.84962501,  1.51866208,
       -0.49921933])]"
movel_fit,"[array([1242.33380791, -432.3330791 ,  989.60414521])]","[array([-0.72442131,  0.11820201,  0.47045817,  0.85083731,  1.51301674,
       -0.49990267])]"
