primitives,points,q_bp
moveabsj_fit,"[array([ 783.63226017, -431.11480504, 1203.46983294])]","[array([-1.11666435, -0.16017717,  0.79715302,  0.99192918,  1.90577391,
       -0.33592142])]"
movej_fit,"[array([ 878.30267114, -436.5931527 , 1154.31332824])]","[array([-1.04700932, -0.08567778,  0.77381564,  1.01817884,  1.82810662,
       -0.34164587])]"
movec_fit,"[array([ 914.94167645, -437.04307188, 1135.09556762]), array([ 951.8679352 , -437.69701949, 1116.56137661])]","[array([-1.01794777, -0.05923444,  0.75769659,  1.02094988,  1.79721421,
       -0.34855582]), array([-0.98925072, -0.03271195,  0.73891796,  1.02236071,  1.76721425,
       -0.35448497])]"
movec_fit,"[array([ 980.03638166, -437.83173521, 1103.35791306]), array([1008.36221858, -438.01238634, 1090.55160999])]","[array([-0.96239559, -0.0176175 ,  0.71334845,  1.00918964,  1.74074958,
       -0.36899064]), array([-0.93581893, -0.00279386,  0.68727848,  0.99518809,  1.71449734,
       -0.38210189])]"
movec_fit,"[array([1033.11751692, -437.87698561, 1079.84313787]), array([1057.85760485, -438.03948298, 1069.2020724 ])]","[array([-0.91145057,  0.0089558 ,  0.66220121,  0.97939009,  1.69120486,
       -0.39676228]), array([-0.88726589,  0.02051931,  0.63671738,  0.96221019,  1.66779374,
       -0.41060587])]"
movel_fit,"[array([1074.32687602, -437.21193001, 1062.79845613])]","[array([-0.86951865,  0.0264602 ,  0.61819033,  0.94758303,  1.6515846 ,
       -0.42194776])]"
movel_fit,"[array([1098.25002311, -437.08366893, 1052.87766179])]","[array([-0.84533367,  0.03678452,  0.59256723,  0.92772487,  1.62875893,
       -0.43695311])]"
movel_fit,"[array([1125.41649788, -435.91986666, 1042.14415721])]","[array([-0.8172884 ,  0.04777747,  0.56386373,  0.90412035,  1.60314598,
       -0.45431229])]"
movel_fit,"[array([1149.67910148, -435.01073593, 1032.27202167])]","[array([-0.79356157,  0.05886073,  0.53989319,  0.88488356,  1.58136793,
       -0.46850506])]"
movel_fit,"[array([1169.26429206, -434.10521997, 1024.17168697])]","[array([-0.7754091 ,  0.06858324,  0.52190374,  0.87116687,  1.56464221,
       -0.47879011])]"
movel_fit,"[array([1185.16841536, -433.47092229, 1017.31083692])]","[array([-0.76179998,  0.07741923,  0.50844187,  0.86200178,  1.55182834,
       -0.48598284])]"
movel_fit,"[array([1198.88286577, -432.9517686 , 1011.19530887])]","[array([-0.7509486 ,  0.0857171 ,  0.49770646,  0.85574619,  1.54137149,
       -0.49122821])]"
movel_fit,"[array([1211.13914282, -432.58742738, 1005.48911383])]","[array([-0.7421469 ,  0.09384197,  0.48891049,  0.85182395,  1.53258592,
       -0.4949912 ])]"
movel_fit,"[array([1222.27485894, -432.35246398, 1000.08130919])]","[array([-0.73495421,  0.10185081,  0.4816098 ,  0.84979109,  1.52509246,
       -0.497579  ])]"
movel_fit,"[array([1232.62268179, -432.22937752,  994.83435487])]","[array([-0.72905748,  0.10990596,  0.47549772,  0.84945172,  1.51860584,
       -0.4991452 ])]"
movel_fit,"[array([1242.35669891, -432.23328633,  989.66552172])]","[array([-0.72427612,  0.11809166,  0.47038132,  0.85064895,  1.51295839,
       -0.49982194])]"
movel_fit,"[array([1251.66309522, -432.34516048,  984.49536602])]","[array([-0.72046606,  0.12652388,  0.46613772,  0.8533658 ,  1.50802235,
       -0.49964108])]"
movel_fit,"[array([1260.55023354, -432.57524483,  979.31871515])]","[array([-0.71759136,  0.13520022,  0.46273921,  0.85756892,  1.50377894,
       -0.49863486])]"
