primitives,points,q_bp
moveabsj_fit,"[array([ 783.65294128, -431.06456845, 1203.39745057])]","[array([-1.11655501, -0.16021552,  0.79707971,  0.99175962,  1.90566772,
       -0.33602892])]"
movej_fit,"[array([ 878.31202536, -436.5957636 , 1154.32841631])]","[array([-1.04693781, -0.08572372,  0.7736699 ,  1.01801353,  1.82806211,
       -0.34167011])]"
movec_fit,"[array([ 914.94560195, -437.04424156, 1135.0930342 ]), array([ 951.8835947 , -437.67221335, 1116.57639648])]","[array([-1.01785601, -0.05929564,  0.75751669,  1.02070933,  1.79713994,
       -0.34860255]), array([-0.98922991, -0.03273187,  0.73892214,  1.02237852,  1.76720895,
       -0.35446286])]"
movec_fit,"[array([ 980.03206261, -437.83091498, 1103.36025931]), array([1008.36416619, -437.98521174, 1090.5680023 ])]","[array([-0.96238304, -0.0176205 ,  0.71332318,  1.00915266,  1.74075169,
       -0.36899715]), array([-0.93580561, -0.00282174,  0.68729007,  0.99519929,  1.71449755,
       -0.38208241])]"
movec_fit,"[array([1033.11769074, -437.8864672 , 1079.83795239]), array([1057.86648809, -437.97695982, 1069.23678173])]","[array([-0.91142102,  0.0089494 ,  0.66213986,  0.97929957,  1.69118559,
       -0.39677714]), array([-0.88723201,  0.02046306,  0.63674103,  0.96223498,  1.66779037,
       -0.41056359])]"
movel_fit,"[array([1074.31794866, -437.27250415, 1062.76783304])]","[array([-0.86954573,  0.02651008,  0.6181574 ,  0.9475447 ,  1.65158747,
       -0.42198745])]"
movel_fit,"[array([1098.25220519, -437.04612131, 1052.89583608])]","[array([-0.8453172 ,  0.03676267,  0.59258471,  0.92774556,  1.62876769,
       -0.43693149])]"
movel_fit,"[array([1125.42009136, -435.9374638 , 1042.13246197])]","[array([-0.81729895,  0.0478021 ,  0.56385905,  0.90412658,  1.6031503 ,
       -0.45432367])]"
movel_fit,"[array([1149.68248435, -435.00238594, 1032.27473306])]","[array([-0.79356603,  0.05886541,  0.53990654,  0.88491265,  1.58137625,
       -0.46850024])]"
movel_fit,"[array([1169.26660422, -434.11179564, 1024.16547405])]","[array([-0.77542408,  0.06859993,  0.52191538,  0.87119773,  1.56465038,
       -0.47879554])]"
movel_fit,"[array([1185.17446149, -433.46979377, 1017.3078836 ])]","[array([-0.76181185,  0.0774327 ,  0.50845698,  0.86204158,  1.55183564,
       -0.48598349])]"
movel_fit,"[array([1198.88288956, -432.95537771, 1011.19252238])]","[array([-0.75096793,  0.08572993,  0.49772505,  0.85578889,  1.54138282,
       -0.49123205])]"
movel_fit,"[array([1211.13887009, -432.58927336, 1005.48791961])]","[array([-0.7421678 ,  0.09385365,  0.48893211,  0.85187293,  1.53259872,
       -0.49499413])]"
movel_fit,"[array([1222.28105851, -432.3547394 , 1000.07632754])]","[array([-0.73497418,  0.10186915,  0.48163021,  0.84984625,  1.52510252,
       -0.49758311])]"
movel_fit,"[array([1232.62423942, -432.23261111,  994.83125775])]","[array([-0.72908237,  0.10992207,  0.47552251,  0.84951177,  1.51861982,
       -0.49915019])]"
movel_fit,"[array([1242.36148354, -432.23654682,  989.66056057])]","[array([-0.72430121,  0.11811146,  0.47040642,  0.85071435,  1.51297165,
       -0.4998277 ])]"
movel_fit,"[array([1251.65825816, -432.34906754,  984.49540403])]","[array([-0.72049737,  0.12653661,  0.46616911,  0.85343359,  1.50804215,
       -0.49964703])]"
movel_fit,"[array([1260.55241683, -432.57960038,  979.31434382])]","[array([-0.71762115,  0.13522063,  0.46276881,  0.85764248,  1.50379613,
       -0.49864221])]"
movel_fit,"[array([1269.16081588, -432.9248717 ,  974.05437996])]","[array([-0.71560778,  0.14427041,  0.46016258,  0.8633991 ,  1.5001783 ,
       -0.49680526])]"
movel_fit,"[array([1277.53741015, -433.37633993,  968.69292237])]","[array([-0.7144303 ,  0.15374513,  0.45835688,  0.87078309,  1.49718502,
       -0.49409369])]"
movel_fit,"[array([1285.74992882, -433.93388677,  963.17797898])]","[array([-0.71407471,  0.16374775,  0.45737832,  0.87992286,  1.49481838,
       -0.49046495])]"
movel_fit,"[array([1293.85082124, -434.59387586,  957.47121076])]","[array([-0.71454621,  0.17438209,  0.45728718,  0.89099418,  1.49311309,
       -0.48583323])]"
movel_fit,"[array([1301.84100497, -435.35152802,  951.56570438])]","[array([-0.71586486,  0.18571181,  0.45817843,  0.90416486,  1.49214211,
       -0.4801013 ])]"
movel_fit,"[array([1309.82258585, -436.19672786,  945.37186335])]","[array([-0.71804675,  0.19794821,  0.46017815,  0.91977338,  1.49197131,
       -0.47312517])]"
movel_fit,"[array([1317.79384152, -437.12132044,  938.89888382])]","[array([-0.7210861 ,  0.21116357,  0.46340087,  0.93799456,  1.49271235,
       -0.46479905])]"
movel_fit,"[array([1325.82206367, -438.09480781,  932.05804569])]","[array([-0.72500845,  0.22559919,  0.46808856,  0.95928389,  1.49451674,
       -0.45488834])]"
