primitives,points,q_bp
moveabsj_fit,"[array([ 783.57008941, -431.00988601, 1203.38486994])]","[array([-1.11650865, -0.16034254,  0.79699033,  0.99152113,  1.90564361,
       -0.33612044])]"
movej_fit,"[array([ 878.32743972, -436.59907105, 1154.34214741])]","[array([-1.04685617, -0.08576941,  0.77350931,  1.01783471,  1.8280096 ,
       -0.34169793])]"
movec_fit,"[array([ 914.94100017, -437.04478285, 1135.09660138]), array([ 951.8930088 , -437.63741571, 1116.6016011 ])]","[array([-1.01776611, -0.05936763,  0.75733136,  1.02045641,  1.79706992,
       -0.3486476 ]), array([-0.98920889, -0.03276866,  0.73893241,  1.02239832,  1.76720913,
       -0.35443128])]"
movec_fit,"[array([ 980.03495996, -437.82440888, 1103.36281932]), array([1008.37061293, -437.96175388, 1090.57864628])]","[array([-0.96236334, -0.0176242 ,  0.71329809,  1.00912038,  1.74074927,
       -0.3690006 ]), array([-0.93579123, -0.00284133,  0.68729908,  0.99521055,  1.71449397,
       -0.38206732])]"
movec_fit,"[array([1033.10892769, -437.89294739, 1079.83688725]), array([1057.88669756, -437.90092825, 1069.27601196])]","[array([-0.91139569,  0.00893416,  0.66208444,  0.97920784,  1.69117158,
       -0.39679036]), array([-0.88718547,  0.02040156,  0.63676563,  0.9622684 ,  1.66778124,
       -0.41051202])]"
movel_fit,"[array([1074.30057277, -437.33614602, 1062.73590841])]","[array([-0.8695786 ,  0.02655835,  0.61812743,  0.94750181,  1.65159414,
       -0.42203121])]"
movel_fit,"[array([1098.26397248, -437.00149397, 1052.91184833])]","[array([-0.84529206,  0.03674311,  0.59260187,  0.92777099,  1.62877012,
       -0.43690743])]"
movel_fit,"[array([1125.41709615, -435.95525398, 1042.11999937])]","[array([-0.81731385,  0.04782427,  0.56385986,  0.90413307,  1.60315762,
       -0.45433751])]"
movel_fit,"[array([1149.67888745, -434.99782695, 1032.2761099 ])]","[array([-0.79357713,  0.05886971,  0.53992421,  0.88494207,  1.58138834,
       -0.46849923])]"
movel_fit,"[array([1169.25887635, -434.12342082, 1024.15895852])]","[array([-0.77544785,  0.06861445,  0.52193237,  0.87122824,  1.56466407,
       -0.47880531])]"
movel_fit,"[array([1185.17249477, -433.47542963, 1017.30311704])]","[array([-0.76183255,  0.07744684,  0.50847604,  0.86208178,  1.55184751,
       -0.48598938])]"
movel_fit,"[array([1198.87534943, -432.96739372, 1011.18643125])]","[array([-0.75099698,  0.08574537,  0.4977474 ,  0.85583265,  1.54139843,
       -0.49124246])]"
movel_fit,"[array([1211.13090661, -432.60103468, 1005.48286905])]","[array([-0.74219942,  0.09386896,  0.48895723,  0.85192325,  1.53261606,
       -0.49500442])]"
movel_fit,"[array([1222.27942799, -432.36773229, 1000.06729944])]","[array([-0.73500549,  0.10189158,  0.48165408,  0.84990313,  1.5251174 ,
       -0.49759498])]"
movel_fit,"[array([1232.61765266, -432.2478391 ,  994.82360677])]","[array([-0.72911953,  0.10994303,  0.4755507 ,  0.84957376,  1.51863894,
       -0.49916369])]"
