breakpoints,primitives,p_bp,q_bp
0,moveabsj,"[array([ 781.06566507, -435.30405637, 1207.44854253])]","[array([-1.11855473, -0.15744691,  0.79272047,  0.99166453,  1.90872602,
       -0.33669544])]"
499,movel_fit,"[array([ 879.64601705, -436.60205983, 1153.63431217])]","[array([-1.04573298, -0.08484708,  0.77285279,  1.01779793,  1.82684539,
       -0.34188621])]"
999,movel_fit,"[array([ 888.69414733, -436.78871653, 1148.73663135])]","[array([-1.03900588, -0.0778633 ,  0.77000871,  1.01971872,  1.8194379 ,
       -0.34278829])]"
1499,movel_fit,"[array([ 897.78230281, -436.89858994, 1143.9325204 ])]","[array([-1.03205421, -0.07108127,  0.76660881,  1.02110485,  1.81194519,
       -0.34397885])]"
1999,movel_fit,"[array([ 906.89989521, -436.982009  , 1139.18105344])]","[array([-1.02491191, -0.0644587 ,  0.76267265,  1.02195257,  1.80436415,
       -0.34549202])]"
2499,movel_fit,"[array([ 916.00341227, -437.08368684, 1134.46099894])]","[array([-1.0176174 , -0.05797968,  0.75820808,  1.02223207,  1.79669712,
       -0.34735719])]"
2999,movel_fit,"[array([ 925.16751338, -437.20661748, 1129.75050931])]","[array([-1.01013924, -0.05162051,  0.75320177,  1.02195746,  1.78890152,
       -0.34957135])]"
3499,movel_fit,"[array([ 934.33885808, -437.33845074, 1125.15967526])]","[array([-1.00251234, -0.04546042,  0.7476649 ,  1.02114249,  1.78104186,
       -0.35205897])]"
3999,movel_fit,"[array([ 943.56259003, -437.44564653, 1120.61496497])]","[array([-0.99469215, -0.03946316,  0.74162559,  1.01978982,  1.77306228,
       -0.35485933])]"
4499,movel_fit,"[array([ 952.80922008, -437.5548921 , 1116.12588988])]","[array([-0.98671052, -0.03363741,  0.73510177,  1.01789007,  1.76497981,
       -0.35796955])]"
4999,movel_fit,"[array([ 962.08619603, -437.66949725, 1111.69200234])]","[array([-0.97856823, -0.02799043,  0.72810244,  1.0154363 ,  1.75679098,
       -0.36138262])]"
5499,movel_fit,"[array([ 971.39226781, -437.76867938, 1107.32034728])]","[array([-0.97025085, -0.0225232 ,  0.72065008,  1.01243858,  1.74848757,
       -0.36509033])]"
5999,movel_fit,"[array([ 980.70832765, -437.8269535 , 1103.01462554])]","[array([-0.96177338, -0.01726305,  0.71279614,  1.00890297,  1.74008828,
       -0.36908229])]"
6499,movel_fit,"[array([ 990.0803852 , -437.87929056, 1098.75262566])]","[array([-0.95312139, -0.0121617 ,  0.70452326,  1.0048355 ,  1.73156598,
       -0.37335879])]"
6999,movel_fit,"[array([ 999.4384525 , -437.95990959, 1094.52978096])]","[array([-0.94434154, -0.00722097,  0.69587233,  1.00022234,  1.72294193,
       -0.37793046])]"
7499,movel_fit,"[array([1008.8457582 , -438.04898554, 1090.3535638 ])]","[array([-0.93540293, -0.00242906,  0.68685077,  0.99509668,  1.71420611,
       -0.38276186])]"
7999,movel_fit,"[array([1018.2622908 , -438.07240775, 1086.2519633 ])]","[array([-0.92630018,  0.00217128,  0.67753704,  0.98948911,  1.70538436,
       -0.38782066])]"
8499,movel_fit,"[array([1027.70138652, -438.03652121, 1082.19997169])]","[array([-0.91704054,  0.00660599,  0.66796653,  0.98342336,  1.69647585,
       -0.39310098])]"
8999,movel_fit,"[array([1037.17100075, -437.97721761, 1078.17748754])]","[array([-0.90763934,  0.01091603,  0.65815651,  0.97691965,  1.68747595,
       -0.39859539])]"
9499,movel_fit,"[array([1046.63198138, -437.920608  , 1074.19613679])]","[array([-0.89814594,  0.01510355,  0.64815341,  0.97000744,  1.67842357,
       -0.40427956])]"
9999,movel_fit,"[array([1056.12764371, -437.86579473, 1070.24583168])]","[array([-0.88854444,  0.01921641,  0.63797364,  0.96273674,  1.66930818,
       -0.41012502])]"
10499,movel_fit,"[array([1065.63194534, -437.76870207, 1066.32284263])]","[array([-0.87885742,  0.02323455,  0.62770428,  0.95515501,  1.66016339,
       -0.41609967])]"
10999,movel_fit,"[array([1075.14510502, -437.59930283, 1062.44957099])]","[array([-0.86908487,  0.02717176,  0.61738793,  0.94732885,  1.6510098 ,
       -0.42215137])]"
11499,movel_fit,"[array([1084.6719104 , -437.34927116, 1058.60561926])]","[array([-0.8592509 ,  0.03105142,  0.60707969,  0.93931571,  1.64186433,
       -0.42825064])]"
11999,movel_fit,"[array([1094.21721022, -437.07212042, 1054.77000106])]","[array([-0.84939621,  0.03493834,  0.5967964 ,  0.9311726 ,  1.63273737,
       -0.43437515])]"
12499,movel_fit,"[array([1103.73689607, -436.80257496, 1050.95030921])]","[array([-0.83958912,  0.03884698,  0.58659291,  0.92296626,  1.62367656,
       -0.44049022])]"
12999,movel_fit,"[array([1113.27431398, -436.54321379, 1047.1182395 ])]","[array([-0.82984895,  0.04282638,  0.57649785,  0.91476975,  1.61469275,
       -0.44655777])]"
13499,movel_fit,"[array([1122.80737285, -436.22348144, 1043.28360976])]","[array([-0.82018489,  0.04687517,  0.56658904,  0.90668331,  1.60580934,
       -0.45251761])]"
13999,movel_fit,"[array([1132.33294437, -435.81617533, 1039.45197326])]","[array([-0.81063107,  0.05099861,  0.55691996,  0.89879297,  1.59705995,
       -0.45831102])]"
14499,movel_fit,"[array([1141.86288113, -435.36313651, 1035.60236781])]","[array([-0.80123357,  0.05526066,  0.54750188,  0.89117645,  1.58846118,
       -0.46390408])]"
14999,movel_fit,"[array([1151.36793012, -434.94620598, 1031.7266239 ])]","[array([-0.79208452,  0.05970115,  0.53835146,  0.88390279,  1.58006375,
       -0.46926741])]"
15499,movel_fit,"[array([1160.86364254, -434.56684988, 1027.78442037])]","[array([-0.783215  ,  0.06437044,  0.52950348,  0.87706215,  1.57186821,
       -0.4743701 ])]"
15999,movel_fit,"[array([1170.30466599, -434.18702364, 1023.79501237])]","[array([-0.77467612,  0.06925761,  0.52102673,  0.87076483,  1.56392279,
       -0.47914856])]"
16499,movel_fit,"[array([1179.76343476, -433.79818732, 1019.72659799])]","[array([-0.76647201,  0.07441439,  0.5129197 ,  0.86509672,  1.55621603,
       -0.48354708])]"
16999,movel_fit,"[array([1189.16362214, -433.41888852, 1015.60197725])]","[array([-0.75868129,  0.07984009,  0.5052313 ,  0.86015183,  1.54880648,
       -0.4875165 ])]"
17499,movel_fit,"[array([1198.53483911, -433.04595032, 1011.3899925 ])]","[array([-0.75133917,  0.08557587,  0.49798785,  0.85603583,  1.54170554,
       -0.49100811])]"
17999,movel_fit,"[array([1207.86228307, -432.71101484, 1007.0675564 ])]","[array([-0.74450992,  0.0916515 ,  0.49121608,  0.85283006,  1.53493587,
       -0.4939892 ])]"
18499,movel_fit,"[array([1217.12649908, -432.50619007, 1002.60908653])]","[array([-0.73827597,  0.09813125,  0.48492139,  0.85063076,  1.52853194,
       -0.49643218])]"
