average speed,max speed,min speed,std speed,average error,max error,min error,std error,average angle error,max angle error,min angle error,std angle error
395.9352855582086,407.43920215198756,357.2678196919283,7.608702710172764,0.08781971907446094,0.4561123577662548,0.003446197566207212,0.0894134218336624,0.00141963927679366,0.005722431375085129,4.702451164358481e-05,0.0014495030042534782
