breakpoints,primitives,p_bp,q_bp
0,moveabsj_fit,"[array([ 888.15318986, -692.01216546, 1056.96396727])]","[array([-1.18148916,  0.11388893,  0.68872979,  1.01740188,  1.75923209,
       -0.22202119])]"
430,movej_fit,"[array([ 895.59752316, -693.30547372, 1052.38327458])]","[array([-1.17664208,  0.12015964,  0.68592353,  1.0195808 ,  1.7542364 ,
       -0.22235185])]"
4353,movec_fit,"[array([ 929.84646481, -699.31814928, 1031.96419956]), array([ 964.49856504, -705.51147876, 1012.33517941])]","[array([-1.15230219,  0.14639333,  0.66671869,  1.02227349,  1.72971382,
       -0.22860215]), array([-1.12846112,  0.17265069,  0.64589206,  1.02490286,  1.70632102,
       -0.23338677])]"
7436,movec_fit,"[array([ 992.05393024, -710.42192584,  997.4625735 ]), array([1019.84830791, -715.33646767,  983.08820871])]","[array([-1.10501439,  0.18790038,  0.61829627,  1.01155231,  1.68317592,
       -0.24773847]), array([-1.08181148,  0.20270212,  0.59050075,  0.99777242,  1.66016766,
       -0.26066665])]"
10050,movec_fit,"[array([1043.6358085 , -719.41920924,  971.24170468]), array([1067.55625124, -723.40165386,  959.72661294])]","[array([-1.0606381 ,  0.21390198,  0.56388618,  0.9812513 ,  1.63969394,
       -0.27509105]), array([-1.03958358,  0.22464252,  0.53754033,  0.96432542,  1.61912841,
       -0.2884921 ])]"
10910,movel_fit,"[array([1083.37478623, -725.95444378,  952.2631796 ])]","[array([-1.02445802,  0.23070249,  0.51821954,  0.94938305,  1.60468902,
       -0.29998189])]"
12160,movel_fit,"[array([1106.47387732, -729.4960875 ,  941.5800097 ])]","[array([-1.0033162 ,  0.2400537 ,  0.49189896,  0.92970271,  1.58447611,
       -0.31447384])]"
13575,movel_fit,"[array([1132.70137114, -733.29528529,  929.59455051])]","[array([-0.97904012,  0.25048608,  0.46204726,  0.9059468 ,  1.56165465,
       -0.33172365])]"
14863,movel_fit,"[array([1156.57713747, -736.56518952,  918.62917482])]","[array([-0.9579623 ,  0.26097062,  0.4365882 ,  0.8863929 ,  1.54204391,
       -0.34589411])]"
15907,movel_fit,"[array([1175.85774606, -739.1451365 ,  909.56372147])]","[array([-0.9418529 ,  0.27035359,  0.41724852,  0.87243488,  1.52708156,
       -0.35624674])]"
16757,movel_fit,"[array([1191.46167718, -741.23916649,  901.9892665 ])]","[array([-0.92976187,  0.27886359,  0.402657  ,  0.86317773,  1.51579015,
       -0.36340988])]"
17492,movel_fit,"[array([1204.8547119 , -743.07873022,  895.24330549])]","[array([-0.92016085,  0.28692692,  0.39090035,  0.85690371,  1.5067227 ,
       -0.36863401])]"
18149,movel_fit,"[array([1216.7201055 , -744.76940233,  889.02021326])]","[array([-0.91240867,  0.29480496,  0.38117552,  0.85301311,  1.49927985,
       -0.37234346])]"
18752,movel_fit,"[array([1227.50058509, -746.37883835,  883.11887446])]","[array([-0.90605366,  0.30263825,  0.37293475,  0.85101889,  1.49303929,
       -0.37489017])]"
19315,movel_fit,"[array([1237.45114465, -747.9452837 ,  877.42268465])]","[array([-0.90085927,  0.31053186,  0.36589264,  0.85071501,  1.48778578,
       -0.37642532])]"
19853,movel_fit,"[array([1246.83429293, -749.50902086,  871.79754485])]","[array([-0.89661578,  0.31862927,  0.35979515,  0.85195878,  1.48332505,
       -0.37707233])]"
20370,movel_fit,"[array([1255.72535017, -751.08117143,  866.20676342])]","[array([-0.8932527 ,  0.32696761,  0.3545679 ,  0.8547166 ,  1.47960086,
       -0.37686537])]"
20870,movel_fit,"[array([1264.19745007, -752.67032578,  860.61485388])]","[array([-0.89070278,  0.33558614,  0.35014718,  0.85896219,  1.47656384,
       -0.37583464])]"
21360,movel_fit,"[array([1272.36795881, -754.29341822,  854.95062817])]","[array([-0.88890842,  0.3445945 ,  0.34647493,  0.86475473,  1.47417277,
       -0.37397031])]"
21844,movel_fit,"[array([1280.29530423, -755.9564741 ,  849.17505279])]","[array([-0.8878488 ,  0.35406559,  0.34355037,  0.87218146,  1.47242911,
       -0.37123972])]"
22325,movel_fit,"[array([1288.0274771 , -757.66192055,  843.25363617])]","[array([-0.88751525,  0.36407592,  0.34139811,  0.88136176,  1.47135464,
       -0.36759121])]"
