breakpoints,primitives,p_bp,q_bp
0,moveabsj,"[array([ 942.53682792,  695.31356514, 2306.67586205])]","[array([ 0.90558149, -0.44826252,  0.66870076, -2.56947562,  1.59091907,
       -1.48194042])]"
1665,movel,"[array([ 986.06568731,  697.9204974 , 2272.65019899])]","[array([ 0.88809629, -0.43042707,  0.67824395, -2.5496755 ,  1.58465983,
       -1.48120215])]"
3332,movel,"[array([1027.29286354,  701.01753359, 2235.19866983])]","[array([ 0.8757783 , -0.41215964,  0.68823605, -2.52475744,  1.57993075,
       -1.47853304])]"
4999,movel,"[array([1068.01154639,  706.15430595, 2194.75209382])]","[array([ 0.86478866, -0.39316728,  0.69912272, -2.50087954,  1.57339268,
       -1.47719209])]"
6665,movel,"[array([1107.85648894,  712.22369166, 2153.16069675])]","[array([ 0.85423999, -0.37331084,  0.70969056, -2.4790365 ,  1.56568826,
       -1.47652129])]"
8332,movel,"[array([1146.99338815,  718.63475242, 2112.29670878])]","[array([ 0.84297509, -0.35235822,  0.71882136, -2.46090641,  1.55693005,
       -1.4763516 ])]"
9999,movel,"[array([1185.16949942,  725.0433329 , 2073.3015022 ])]","[array([ 0.83097682, -0.33040132,  0.72590308, -2.44668836,  1.54759514,
       -1.47626652])]"
11665,movel,"[array([1221.78780075,  731.35685073, 2036.08380192])]","[array([ 0.81917282, -0.30783644,  0.73113453, -2.43504217,  1.53836536,
       -1.47575649])]"
13332,movel,"[array([1256.51852078,  737.61297562, 2000.16942061])]","[array([ 0.80821924, -0.28497727,  0.73494859, -2.42480444,  1.52963572,
       -1.47456507])]"
14999,movel,"[array([1289.26081213,  743.81789796, 1965.36792347])]","[array([ 0.79829836, -0.26203115,  0.73762521, -2.41548176,  1.52156689,
       -1.47263076])]"
16665,movel,"[array([1320.01665007,  749.89885589, 1931.58669808])]","[array([ 0.7894147 , -0.23914655,  0.7393705 , -2.40676713,  1.51427027,
       -1.46991734])]"
18332,movel,"[array([1348.88807904,  755.71604558, 1898.76505471])]","[array([ 0.7814655 , -0.21639784,  0.7403275 , -2.39843134,  1.50784278,
       -1.46637079])]"
19999,movel,"[array([1375.98067   ,  761.06439537, 1867.07235795])]","[array([ 0.7742605 , -0.19386376,  0.74052653, -2.39042406,  1.50238736,
       -1.46193512])]"
21665,movel,"[array([1401.34978343,  765.65465854, 1836.64445238])]","[array([ 0.76766702, -0.17164557,  0.74002764, -2.38253771,  1.49808718,
       -1.45648232])]"
23332,movel,"[array([1424.95373577,  769.05089497, 1807.37124516])]","[array([ 0.76168662, -0.14986818,  0.7390315 , -2.3741446 ,  1.49526575,
       -1.44974402])]"
24999,movel,"[array([1446.70499866,  770.69331526, 1779.32439246])]","[array([ 0.7562662 , -0.12869646,  0.73768134, -2.36465127,  1.49429613,
       -1.44141286])]"
26665,movel,"[array([1466.70338254,  770.06489459, 1753.08541152])]","[array([ 0.75108857, -0.10822469,  0.73581072, -2.35403602,  1.49544645,
       -1.43126633])]"
28332,movel,"[array([1485.16001219,  766.70463688, 1729.44422465])]","[array([ 0.74574322, -0.08849225,  0.73309316, -2.34251211,  1.49895189,
       -1.41910444])]"
29999,movel,"[array([1502.09013698,  760.04495765, 1708.9343711 ])]","[array([ 0.74001173, -0.06963922,  0.72938304, -2.329833  ,  1.5051619 ,
       -1.40464444])]"
31665,movel,"[array([1517.44132168,  749.48101763, 1691.79512817])]","[array([ 0.73375889, -0.05180915,  0.72464786, -2.31546932,  1.51439585,
       -1.38760983])]"
33332,movel,"[array([1531.40052521,  734.73336393, 1678.17864385])]","[array([ 0.72671995, -0.03497771,  0.71871641, -2.29933656,  1.52661046,
       -1.3680062 ])]"
34999,movel,"[array([1544.28200558,  716.01410718, 1667.69019305])]","[array([ 0.71871715, -0.01898654,  0.71153574, -2.28154711,  1.54128159,
       -1.34622663])]"
36665,movel,"[array([1556.32324654,  693.80489373, 1658.74566757])]","[array([ 0.70991483, -0.00356595,  0.70352847, -2.26159411,  1.55755675,
       -1.32282698])]"
38332,movel,"[array([1567.68407923,  668.69380539, 1648.88498604])]","[array([ 0.70073001,  0.01164158,  0.69547372, -2.23839901,  1.57438038,
       -1.29837877])]"
39999,movel,"[array([1578.3602991 ,  641.16920547, 1635.44647963])]","[array([ 0.69168886,  0.02692157,  0.68829881, -2.21054341,  1.59065273,
       -1.27338361])]"
41665,movel,"[array([1588.54850326,  611.9148664 , 1616.57477334])]","[array([ 0.68305751,  0.04259449,  0.68251471, -2.17748463,  1.60512708,
       -1.24846885])]"
43332,movel,"[array([1599.10585546,  582.66648475, 1592.19829969])]","[array([ 0.67467534,  0.05920541,  0.67770262, -2.14120791,  1.61629586,
       -1.22473975])]"
44999,movel,"[array([1610.48732853,  554.33640571, 1562.44438573])]","[array([ 0.66646925,  0.0770673 ,  0.67351961, -2.10286433,  1.62332888,
       -1.2027446 ])]"
46665,movel,"[array([1623.14887146,  527.70659677, 1527.74473239])]","[array([ 0.65834449,  0.09643942,  0.66950171, -2.06369483,  1.6255868 ,
       -1.1829424 ])]"
48332,movel,"[array([1637.66088701,  504.1873465 , 1489.67711089])]","[array([ 0.65025297,  0.11751162,  0.66479863, -2.02614764,  1.62279718,
       -1.16584693])]"
49999,movel,"[array([1654.72987004,  487.20306786, 1450.7149374 ])]","[array([ 0.64277119,  0.14035742,  0.65865646, -1.99473905,  1.61488993,
       -1.15254766])]"
