timestamp, cmd_num, J1, J2, J3, J4, J5, J6
0.00039, -1, 39.632, 32.4434, 11.8318, 12.5479, 113.715, -48.8699
0.005232, -1, 39.632, 32.4434, 11.8318, 12.5479, 113.715, -48.8698
0.007954, -1, 39.632, 32.4434, 11.8318, 12.5479, 113.715, -48.8699
0.030432, -1, 39.632, 32.4434, 11.8318, 12.5479, 113.715, -48.8699
0.032468, -1, 39.632, 32.4434, 11.8318, 12.5479, 113.715, -48.8699
0.035369, -1, 39.632, 32.4434, 11.8318, 12.5479, 113.715, -48.8699
0.039508, -1, 39.632, 32.4434, 11.8318, 12.5479, 113.715, -48.8699
0.048204, -1, 39.6319, 32.4434, 11.8318, 12.5479, 113.715, -48.8699
0.055849, -1, 39.6315, 32.4433, 11.8318, 12.5479, 113.715, -48.8699
0.063589, -1, 39.6294, 32.4429, 11.8318, 12.5479, 113.715, -48.8699
0.072421, -1, 39.6243, 32.4416, 11.8317, 12.5479, 113.715, -48.8701
0.079755, -1, 39.6155, 32.4387, 11.8317, 12.5479, 113.714, -48.8706
0.087747, -1, 39.6023, 32.4334, 11.8316, 12.5479, 113.713, -48.8747
0.095878, -1, 39.5826, 32.425, 11.8317, 12.5479, 113.71, -48.8863
0.104048, -1, 39.554, 32.4125, 11.8319, 12.5478, 113.702, -48.9073
0.112027, -1, 39.5155, 32.395, 11.8333, 12.5474, 113.69, -48.9416
0.120085, -1, 39.466, 32.3715, 11.8373, 12.5466, 113.67, -48.9929
0.127965, -1, 39.4041, 32.3415, 11.8447, 12.5451, 113.642, -49.0658
0.135975, -1, 39.329, 32.3041, 11.856, 12.543, 113.603, -49.1616
0.144562, -1, 39.2405, 32.2591, 11.8721, 12.5402, 113.555, -49.2832
0.152173, -1, 39.1912, 32.2338, 11.882, 12.5387, 113.527, -49.3535
0.159995, -1, 39.0823, 32.1773, 11.9046, 12.5351, 113.463, -49.5125
0.167496, -1, 38.96, 32.1134, 11.9309, 12.5308, 113.389, -49.6952
0.175529, -1, 38.8251, 32.0429, 11.9605, 12.5263, 113.307, -49.8988
0.183438, -1, 38.6787, 31.9663, 11.9925, 12.5212, 113.218, -50.1199
0.191449, -1, 38.5219, 31.8845, 12.0259, 12.5156, 113.124, -50.3537
0.199479, -1, 38.3564, 31.7985, 12.0603, 12.5097, 113.026, -50.597
0.207426, -1, 38.1841, 31.7092, 12.0951, 12.5035, 112.926, -50.8467
0.215412, -1, 38.0066, 31.6177, 12.13, 12.497, 112.823, -51.1003
0.223519, -1, 37.8249, 31.5245, 12.1645, 12.4905, 112.721, -51.356
0.231461, -1, 37.6402, 31.4304, 12.1989, 12.4841, 112.618, -51.6125
0.239548, -1, 37.4537, 31.3359, 12.2335, 12.4776, 112.514, -51.8697
0.247417, -1, 37.2665, 31.2413, 12.268, 12.4713, 112.41, -52.1273
0.255479, -1, 37.079, 31.1469, 12.3025, 12.4649, 112.307, -52.3849
0.265204, -1, 36.7983, 31.0056, 12.3545, 12.4557, 112.151, -52.7713
0.271416, -1, 36.7049, 30.9585, 12.3717, 12.4527, 112.099, -52.9003
0.280415, -1, 36.5183, 30.8643, 12.4062, 12.4466, 111.995, -53.1581
0.288481, -1, 36.3317, 30.7701, 12.4409, 12.4405, 111.892, -53.4162
0.295419, -1, 36.1453, 30.6757, 12.4755, 12.4344, 111.788, -53.674
0.303587, -1, 35.9589, 30.5812, 12.5101, 12.4285, 111.684, -53.9319
0.31247, -1, 35.7725, 30.4867, 12.5447, 12.4224, 111.581, -54.1898
0.319493, -1, 35.5858, 30.392, 12.5793, 12.4164, 111.477, -54.4479
0.32747, -1, 35.3988, 30.2972, 12.6138, 12.4102, 111.373, -54.7057
0.335408, -1, 35.2113, 30.2024, 12.6484, 12.404, 111.269, -54.9633
0.34343, -1, 35.0238, 30.1076, 12.6829, 12.3978, 111.165, -55.2211
0.351475, -1, 34.8364, 30.0127, 12.7174, 12.3915, 111.062, -55.4792
0.359475, -1, 34.6491, 29.9178, 12.752, 12.385, 110.958, -55.7372
0.367413, -1, 34.4618, 29.823, 12.7867, 12.3785, 110.854, -55.9949
0.375478, -1, 34.2745, 29.7282, 12.8213, 12.3717, 110.75, -56.2529
0.383408, -1, 34.0873, 29.6336, 12.8559, 12.3651, 110.647, -56.511
0.391506, -1, 33.9006, 29.5391, 12.8906, 12.3584, 110.543, -56.7691
0.399531, -1, 33.7139, 29.4445, 12.9251, 12.3516, 110.439, -57.027
0.407405, -1, 33.5269, 29.3498, 12.9597, 12.3451, 110.336, -57.2848
0.415412, -1, 33.3398, 29.2552, 12.9945, 12.3386, 110.232, -57.5428
0.423472, -1, 33.1524, 29.1603, 13.029, 12.3322, 110.128, -57.801
0.431407, -1, 32.965, 29.0655, 13.0635, 12.3259, 110.025, -58.059
0.439685, -1, 32.7774, 28.9706, 13.0982, 12.3196, 109.921, -58.3169
0.447406, -1, 32.5894, 28.8757, 13.1328, 12.3135, 109.818, -58.5749
0.45541, -1, 32.401, 28.7807, 13.1671, 12.3075, 109.714, -58.8329
0.464222, -1, 32.2125, 28.6858, 13.2017, 12.3014, 109.611, -59.0907
0.471427, -1, 32.0238, 28.5908, 13.2363, 12.2954, 109.507, -59.3485
0.479514, -1, 31.8354, 28.4958, 13.2708, 12.2895, 109.404, -59.6064
0.48829, -1, 31.6472, 28.4008, 13.3053, 12.2834, 109.3, -59.8644
0.495512, -1, 31.4593, 28.306, 13.34, 12.2775, 109.197, -60.1226
0.503505, -1, 31.2717, 28.2112, 13.3745, 12.2714, 109.093, -60.3804
0.512294, -1, 31.0845, 28.1166, 13.409, 12.2655, 108.989, -60.6383
0.519572, -1, 30.8978, 28.022, 13.4438, 12.2594, 108.886, -60.8963
0.52741, -1, 30.7112, 27.9273, 13.4783, 12.2532, 108.782, -61.1544
0.536306, -1, 30.5248, 27.8327, 13.5128, 12.247, 108.679, -61.4124
0.54344, -1, 30.3382, 27.738, 13.5475, 12.2407, 108.575, -61.6701
0.551484, -1, 30.1515, 27.6431, 13.5821, 12.2343, 108.471, -61.9283
0.560537, -1, 29.9646, 27.5483, 13.6167, 12.2277, 108.368, -62.1866
0.567567, -1, 29.7773, 27.4535, 13.6512, 12.2211, 108.264, -62.4446
0.575748, -1, 29.5894, 27.3586, 13.6857, 12.2145, 108.161, -62.7025
0.583735, -1, 29.401, 27.2637, 13.7202, 12.2079, 108.057, -62.9604
0.592412, -1, 29.2125, 27.1689, 13.7547, 12.2013, 107.953, -63.2185
0.599891, -1, 29.0238, 27.074, 13.7892, 12.1948, 107.849, -63.4764
0.608493, -1, 28.8351, 26.9791, 13.8237, 12.1884, 107.746, -63.7342
0.616832, -1, 28.6467, 26.8841, 13.8581, 12.1822, 107.642, -63.992
0.62398, -1, 28.4585, 26.7893, 13.8927, 12.1761, 107.538, -64.2497
0.632513, -1, 28.2709, 26.6946, 13.9272, 12.17, 107.435, -64.5076
0.640834, -1, 28.0837, 26.5998, 13.9617, 12.1639, 107.331, -64.7653
0.647992, -1, 27.9902, 26.5525, 13.979, 12.161, 107.228, -65.023
0.656418, -1, 27.71, 26.4103, 14.0306, 12.1521, 107.124, -65.2808
0.663396, -1, 27.6168, 26.3629, 14.0478, 12.1492, 107.073, -65.4097
0.671406, -1, 27.4307, 26.2681, 14.0824, 12.1433, 106.969, -65.6675
0.679503, -1, 27.2444, 26.1732, 14.117, 12.1373, 106.865, -65.9251
0.68939, -1, 26.9646, 26.0309, 14.1686, 12.1284, 106.71, -66.3114
0.695409, -1, 26.8713, 25.9836, 14.1859, 12.1254, 106.658, -66.4403
0.703432, -1, 26.6841, 25.8888, 14.2204, 12.1194, 106.555, -66.6983
0.711402, -1, 26.4965, 25.7941, 14.2548, 12.1133, 106.452, -66.9558
0.719506, -1, 26.3086, 25.6994, 14.2892, 12.1071, 106.349, -67.2133
0.727477, -1, 26.1205, 25.6047, 14.3238, 12.1008, 106.246, -67.471
0.737715, -1, 25.8379, 25.4627, 14.3753, 12.0912, 106.09, -67.8575
0.743441, -1, 25.7437, 25.4153, 14.3925, 12.0879, 106.039, -67.9861
0.75302, -1, 25.4617, 25.2734, 14.4443, 12.0779, 105.883, -68.372
0.759447, -1, 25.3679, 25.2261, 14.4616, 12.0746, 105.832, -68.5007
0.767472, -1, 25.1806, 25.1315, 14.4959, 12.068, 105.728, -68.7581
0.777063, -1, 24.9934, 25.0369, 14.5303, 12.0582, 105.573, -69.1442
0.784392, -1, 24.8066, 24.9423, 14.5647, 12.055, 105.522, -69.2728
0.791473, -1, 24.6202, 24.8477, 14.5991, 12.0486, 105.418, -69.53
0.800456, -1, 24.4342, 24.753, 14.6335, 12.0423, 105.315, -69.7872
0.807402, -1, 24.2482, 24.6583, 14.668, 12.0361, 105.211, -70.0446
0.815462, -1, 24.062, 24.5637, 14.7023, 12.0299, 105.108, -70.3017
0.823389, -1, 23.8755, 24.4692, 14.7366, 12.024, 105.005, -70.5586
0.831395, -1, 23.6888, 24.3746, 14.7711, 12.0179, 104.901, -70.8158
0.839445, -1, 23.502, 24.2801, 14.8055, 12.0119, 104.798, -71.0733
0.847401, -1, 23.3146, 24.1855, 14.8398, 12.006, 104.694, -71.3307
0.855455, -1, 23.127, 24.091, 14.8743, 12, 104.591, -71.5877
0.863402, -1, 22.9392, 23.9964, 14.9087, 11.994, 104.488, -71.8447
0.871375, -1, 22.7513, 23.9018, 14.943, 11.988, 104.384, -72.1019
0.879574, -1, 22.5638, 23.8073, 14.9774, 11.982, 104.281, -72.3589
0.887391, -1, 22.3766, 23.713, 15.0118, 11.976, 104.178, -72.6155
0.89548, -1, 22.1897, 23.6186, 15.0461, 11.9699, 104.075, -72.8723
0.90347, -1, 22.003, 23.5243, 15.0804, 11.9637, 103.972, -73.1289
0.91139, -1, 21.8167, 23.43, 15.1148, 11.9575, 103.869, -73.3857
0.919451, -1, 21.6309, 23.3356, 15.1491, 11.9511, 103.766, -73.6423
0.927452, -1, 21.4453, 23.2412, 15.1833, 11.9447, 103.663, -73.8988
0.935386, -1, 21.2597, 23.1468, 15.2177, 11.9381, 103.56, -74.1554
0.943399, -1, 21.074, 23.0525, 15.252, 11.9315, 103.457, -74.412
0.951479, -1, 20.8882, 22.9583, 15.2863, 11.9249, 103.354, -74.6685
0.959449, -1, 20.7024, 22.864, 15.3207, 11.9183, 103.251, -74.9249
0.967458, -1, 20.5161, 22.7698, 15.3549, 11.9117, 103.148, -75.1811
0.975691, -1, 20.3294, 22.6756, 15.3891, 11.9054, 103.045, -75.4375
0.983461, -1, 20.1422, 22.5814, 15.4235, 11.8991, 102.942, -75.6939
0.991537, -1, 19.955, 22.487, 15.4579, 11.8929, 102.839, -75.95
0.999798, -1, 19.7679, 22.3928, 15.4921, 11.8868, 102.736, -76.206
1.00749, -1, 19.5808, 22.2986, 15.5264, 11.8808, 102.633, -76.462
1.01557, -1, 19.394, 22.2045, 15.5607, 11.8749, 102.531, -76.7181
1.02417, -1, 19.2077, 22.1103, 15.5948, 11.869, 102.428, -76.9739
1.03139, -1, 19.0215, 22.0161, 15.6291, 11.8631, 102.325, -77.2296
1.03958, -1, 18.8359, 21.922, 15.6634, 11.8573, 102.223, -77.4854
1.04823, -1, 18.6507, 21.8279, 15.6975, 11.8515, 102.12, -77.7411
1.05542, -1, 18.4656, 21.7337, 15.7317, 11.8456, 102.017, -77.9968
1.06364, -1, 18.2807, 21.6395, 15.766, 11.8398, 101.915, -78.2523
1.07255, -1, 18.0958, 21.5456, 15.8002, 11.8338, 101.812, -78.5078
1.0797, -1, 17.9108, 21.4516, 15.8342, 11.8278, 101.709, -78.7634
1.08774, -1, 17.7256, 21.3577, 15.8685, 11.8218, 101.606, -79.0189
1.09657, -1, 17.5401, 21.2639, 15.9026, 11.8156, 101.504, -79.2741
1.1038, -1, 17.3542, 21.1701, 15.9367, 11.8093, 101.401, -79.5294
1.11193, -1, 17.1679, 21.0763, 15.9709, 11.803, 101.299, -79.7846
1.12095, -1, 16.9816, 20.9825, 16.0052, 11.7965, 101.196, -80.0402
1.12792, -1, 16.7953, 20.8888, 16.0392, 11.7901, 101.094, -80.2953
1.13598, -1, 16.609, 20.7951, 16.0733, 11.7836, 100.992, -80.5503
1.14497, -1, 16.4228, 20.7014, 16.1076, 11.777, 100.889, -80.8054
1.15193, -1, 16.3299, 20.6546, 16.1246, 11.7738, 100.838, -81.0606
1.16045, -1, 16.052, 20.514, 16.1757, 11.7642, 100.685, -81.3153
1.16742, -1, 15.9595, 20.4671, 16.1927, 11.7611, 100.633, -81.4426
1.17643, -1, 15.6828, 20.3266, 16.2439, 11.7519, 100.48, -81.8244
1.1834, -1, 15.5907, 20.2796, 16.2609, 11.7489, 100.429, -81.9518
1.19138, -1, 15.4066, 20.1859, 16.2949, 11.7428, 100.326, -82.2062
1.19942, -1, 15.2226, 20.0922, 16.329, 11.7368, 100.224, -82.4607
1.20739, -1, 15.0385, 19.9986, 16.363, 11.7309, 100.122, -82.7151
1.21538, -1, 14.8544, 19.9051, 16.397, 11.725, 100.02, -82.9694
1.22344, -1, 14.67, 19.8116, 16.431, 11.7191, 99.9178, -83.2236
1.23292, -1, 14.3928, 19.6714, 16.4819, 11.7104, 99.7645, -83.6049
1.24177, -1, 14.2076, 19.5779, 16.5158, 11.7045, 99.6623, -83.8588
1.24743, -1, 14.1149, 19.5311, 16.5328, 11.7015, 99.6115, -83.9857
1.25697, -1, 13.8366, 19.3909, 16.5837, 11.6926, 99.4584, -84.3668
1.26601, -1, 13.6511, 19.2976, 16.6176, 11.6866, 99.3564, -84.6205
1.27299, -1, 13.5584, 19.251, 16.6346, 11.6805, 99.2548, -84.8741
1.27937, -1, 13.3731, 19.1578, 16.6686, 11.6774, 99.2037, -85.0009
1.2884, -1, 13.1885, 19.0646, 16.7024, 11.6713, 99.1018, -85.2546
1.29544, -1, 13.0043, 18.9715, 16.7363, 11.6651, 99.0001, -85.5083
1.30339, -1, 12.8203, 18.8784, 16.7704, 11.6588, 98.8983, -85.7615
1.31138, -1, 12.6366, 18.7852, 16.8042, 11.6524, 98.7966, -86.0146
1.3194, -1, 12.4535, 18.692, 16.838, 11.646, 98.6953, -86.2677
