average speed,max speed,min speed,std speed,average error,max error,min error,std error,average angle error,max angle error,min angle error,std angle error
403.07941230891157,409.73024135764723,395.9238019154071,2.917091257275347,0.19737654804501772,0.5967285662873425,0.036057081372950064,0.11070395336810535,0.0004597513662035797,0.0052850602739815825,2.7446248128064486e-05,0.0005209822571999358
