average speed,max speed,min speed,std speed,average error,max error,min error,std error,average angle error,max angle error,min angle error,std angle error
1404.8651143835862,1468.6014953579129,1354.3426365053535,21.345696103792303,0.15902574028845376,0.49823196395749997,0.01995039536545936,0.10065012798762742,0.0023631754896300794,0.013773999412780383,0.00039976538525830844,0.0018673888581243604
