breakpoints,primitives,p_bp,q_bp
0,moveabsj,"[array([ 83.57327179, 486.09738956, 484.31054785])]","[array([-0.21414482, -0.12221468, -2.0556569 , -2.84856133,  1.05584629,
       -1.09644134])]"
1665,movel,"[array([ 83.80880298, 519.61012782, 587.148854  ])]","[array([-0.06588732, -0.32597038, -1.97371256, -2.96755984,  1.1957296 ,
       -1.09664613])]"
3332,movel,"[array([ 83.49552564, 525.65437627, 601.14329391])]","[array([-0.05197687, -0.33640375, -1.98980172, -2.96671059,  1.21019612,
       -1.10158463])]"
4999,movel,"[array([ 81.15763571, 533.66168023, 616.78818962])]","[array([-0.03891229, -0.34934116, -1.99751617, -2.96681341,  1.227221  ,
       -1.10885941])]"
6665,movel,"[array([ 76.94522597, 542.22096447, 631.98793965])]","[array([-0.02496651, -0.35946985, -2.00706355, -2.96731347,  1.24163644,
       -1.11739299])]"
8332,movel,"[array([ 70.72098784, 550.36482411, 645.22344851])]","[array([-0.00996509, -0.36648077, -2.01797878, -2.96815535,  1.25214037,
       -1.12608448])]"
9999,movel,"[array([ 61.5063131 , 557.69103871, 656.03698508])]","[array([ 0.00597182, -0.37517917, -2.02222307, -2.96818731,  1.26203779,
       -1.13368735])]"
11665,movel,"[array([ 50.47961318, 563.7568728 , 664.13549648])]","[array([ 0.023826  , -0.38143704, -2.02801893, -2.96648768,  1.26934931,
       -1.13980862])]"
13332,movel,"[array([ 37.98280045, 568.70157999, 669.97119488])]","[array([ 0.04348456, -0.38560017, -2.03519827, -2.9622625 ,  1.27544676,
       -1.14437089])]"
14999,movel,"[array([ 23.97675637, 572.52054806, 673.70680952])]","[array([ 0.06461274, -0.3891657 , -2.04140164, -2.95533234,  1.28152074,
       -1.14724417])]"
16665,movel,"[array([  8.39457048, 575.25998566, 675.76568419])]","[array([ 0.0866575 , -0.39434211, -2.04211977, -2.94552097,  1.28985346,
       -1.14818429])]"
18332,movel,"[array([ -7.4388198 , 576.38294475, 674.97797038])]","[array([ 0.11039079, -0.39488642, -2.04921615, -2.93325996,  1.29459028,
       -1.14756243])]"
19999,movel,"[array([-24.32641637, 576.12506338, 672.1341964 ])]","[array([ 0.13466084, -0.39652324, -2.05116674, -2.91799212,  1.30099341,
       -1.14489089])]"
21665,movel,"[array([-41.69343058, 574.04609147, 666.58739953])]","[array([ 0.159893  , -0.39679449, -2.05244499, -2.89984245,  1.30657808,
       -1.14011952])]"
23332,movel,"[array([-59.26129467, 570.02714411, 658.22292685])]","[array([ 0.18624547, -0.39460498, -2.05472336, -2.87830114,  1.31084681,
       -1.13331466])]"
24999,movel,"[array([-77.25358212, 563.87437467, 647.18412203])]","[array([ 0.21370082, -0.39119927, -2.05512871, -2.85279686,  1.31519675,
       -1.12410744])]"
26665,movel,"[array([-95.49417932, 555.00097553, 632.82228118])]","[array([ 0.24241717, -0.3856366 , -2.05442788, -2.82307361,  1.31837603,
       -1.1123068 ])]"
28332,movel,"[array([-114.0479537 ,  542.62548664,  614.57735067])]","[array([ 0.27236699, -0.37810187, -2.05072122, -2.78886401,  1.31997638,
       -1.09747653])]"
29999,movel,"[array([-132.6399351 ,  525.92797838,  592.09637006])]","[array([ 0.30380762, -0.3670851 , -2.04537085, -2.74981862,  1.31861924,
       -1.07960148])]"
31665,movel,"[array([-151.75041612,  503.98773945,  565.68313312])]","[array([ 0.3367345 , -0.35412634, -2.03501615, -2.70551397,  1.31502296,
       -1.05832049])]"
33332,movel,"[array([-170.34470064,  475.76078789,  535.58805335])]","[array([ 0.3718956 , -0.33548406, -2.02499206, -2.65649884,  1.30624816,
       -1.03432305])]"
34999,movel,"[array([-189.22216043,  440.49241121,  503.30283794])]","[array([ 0.40856399, -0.31568871, -2.00866704, -2.60354883,  1.29410659,
       -1.00758444])]"
36665,movel,"[array([-206.94314491,  398.49230876,  470.91854513])]","[array([ 0.44692951, -0.29356261, -1.99044193, -2.5479428 ,  1.27799557,
       -0.97932115])]"
38332,movel,"[array([-221.53996518,  351.10676234,  440.86301761])]","[array([ 0.48737014, -0.26968782, -1.97314542, -2.49088979,  1.2592751 ,
       -0.95004106])]"
39999,movel,"[array([-231.11219964,  300.85830974,  415.17394104])]","[array([ 0.52927224, -0.24765141, -1.95557895, -2.4325305 ,  1.24154007,
       -0.91911135])]"
41665,movel,"[array([-233.23237371,  250.66615885,  394.48933165])]","[array([ 0.57291564, -0.22796025, -1.94109108, -2.37367307,  1.22565307,
       -0.88641086])]"
43332,movel,"[array([-227.4456275 ,  203.25961339,  378.42593928])]","[array([ 0.61768377, -0.21098524, -1.93112035, -2.31595548,  1.21105388,
       -0.85309362])]"
44999,movel,"[array([-214.45792124,  160.72621418,  366.57182975])]","[array([ 0.66225301, -0.19968622, -1.92234848, -2.25938367,  1.19902291,
       -0.8185648 ])]"
46665,movel,"[array([-194.70894475,  124.61205182,  358.10972749])]","[array([ 0.70694139, -0.19273791, -1.91845795, -2.20458676,  1.18803792,
       -0.78406726])]"
48332,movel,"[array([-171.23086815,   95.23390371,  352.74475687])]","[array([ 0.74954587, -0.1930162 , -1.91317553, -2.15190975,  1.17904281,
       -0.74941593])]"
49999,movel,"[array([-71.75727187,  -7.6848043 , 345.14049641])]","[array([ 0.93260636, -0.26646768, -1.81809692, -1.99674642,  1.12121142,
       -0.61389616])]"
