primitives,points,q_bp
moveabsj,"[array([-923.78540652, -102.74891392,  508.87339056])]","[array([-0.39648332, -0.52737974, -3.18401609,  0.64513043,  0.52057888,
        0.53571774])]"
moveabsj,"[array([-904.11329243, -207.93760189,  524.39911044])]","[array([-0.28806667, -0.51240952, -3.15980054,  0.62368114,  0.50232206,
        0.53211089])]"
moveabsj,"[array([-902.68823938, -214.13484694,  527.03803371])]","[array([-0.28150035, -0.51023413, -3.15726634,  0.6218517 ,  0.50189765,
        0.53237318])]"
moveabsj,"[array([-901.41667761, -220.35441644,  531.39137603])]","[array([-0.27473131, -0.5068212 , -3.1536523 ,  0.61987115,  0.50229186,
        0.53283748])]"
moveabsj,"[array([-900.28039595, -226.58213107,  537.47796394])]","[array([-0.26779031, -0.50217952, -3.14893235,  0.61775228,  0.50347543,
        0.53349873])]"
moveabsj,"[array([-899.2459627 , -232.81368652,  545.29701547])]","[array([-0.26069641, -0.49633043, -3.14311671,  0.61551222,  0.50544672,
        0.53436041])]"
moveabsj,"[array([-898.27042471, -239.02958974,  554.83085509])]","[array([-0.2534943 , -0.48931909, -3.13621561,  0.61315067,  0.50817912,
        0.5354397 ])]"
moveabsj,"[array([-897.29686003, -245.23253066,  566.03028958])]","[array([-0.24619492, -0.48119805, -3.12828984,  0.61073544,  0.51166246,
        0.53670106])]"
moveabsj,"[array([-896.26227461, -251.38844407,  578.80269427])]","[array([-0.23886914, -0.47207158, -3.1193963 ,  0.60826162,  0.51582899,
        0.5381654 ])]"
moveabsj,"[array([-895.09721404, -257.4702209 ,  592.98400174])]","[array([-0.23157756, -0.46209119, -3.10965115,  0.60572503,  0.52062065,
        0.5398617 ])]"
moveabsj,"[array([-893.73632917, -263.46165981,  608.36722728])]","[array([-0.22436162, -0.45142175, -3.0991901 ,  0.60321655,  0.52591786,
        0.54171767])]"
moveabsj,"[array([-892.11628664, -269.33757965,  624.65166207])]","[array([-0.21728007, -0.44028659, -3.08821933,  0.60075136,  0.53159361,
        0.54373304])]"
moveabsj,"[array([-890.191677  , -275.08131483,  641.47319173])]","[array([-0.21037781, -0.42893993, -3.07697702,  0.59836627,  0.5374795 ,
        0.54587805])]"
moveabsj,"[array([-887.95266403, -280.68867854,  658.40149845])]","[array([-0.20367613, -0.41768998, -3.06571031,  0.59611589,  0.54337791,
        0.54809899])]"
moveabsj,"[array([-885.39858444, -286.16845011,  674.95805228])]","[array([-0.19718423, -0.40682728, -3.05475244,  0.594013  ,  0.5490834 ,
        0.55038112])]"
moveabsj,"[array([-882.57167706, -291.54612709,  690.64111819])]","[array([-0.19088187, -0.39666729, -3.044416  ,  0.59210233,  0.55435529,
        0.55267235])]"
moveabsj,"[array([-879.53806461, -296.86723817,  704.93969109])]","[array([-0.18472085, -0.38751654, -3.03503461,  0.59042426,  0.55894969,
        0.55492757])]"
moveabsj,"[array([-876.3973777 , -302.19581219,  717.33208805])]","[array([-0.17862204, -0.37970451, -3.02693026,  0.58903794,  0.56262098,
        0.55708851])]"
moveabsj,"[array([-873.25314131, -307.58744914,  727.28442908])]","[array([-0.17252728, -0.37355399, -3.02046793,  0.58793301,  0.56511605,
        0.55917739])]"
moveabsj,"[array([-870.19600004, -313.1417475 ,  734.27921788])]","[array([-0.16631316, -0.36932439, -3.01606363,  0.58723937,  0.56616593,
        0.56108164])]"
moveabsj,"[array([-867.34685861, -318.91047319,  737.74686837])]","[array([-0.1599265 , -0.36740616, -3.01406938,  0.58699815,  0.56546384,
        0.56278993])]"
moveabsj,"[array([-864.79935129, -324.95643224,  737.04795602])]","[array([-0.15330264, -0.36824063, -3.01493064,  0.58723381,  0.56276327,
        0.56433681])]"
moveabsj,"[array([-862.57816553, -331.32428248,  731.55395795])]","[array([-0.14641451, -0.37222187, -3.0191307 ,  0.58807229,  0.55771804,
        0.56565622])]"
moveabsj,"[array([-860.65272609, -338.00865786,  720.5801455 ])]","[array([-0.13931123, -0.37986415, -3.02715811,  0.5895571 ,  0.55002447,
        0.5667948 ])]"
moveabsj,"[array([-858.85406123, -344.98910208,  703.50067115])]","[array([-0.13207034, -0.39164867, -3.03951979,  0.59179784,  0.5393964 ,
        0.56775718])]"
moveabsj,"[array([-856.8862784 , -352.18541173,  679.88236689])]","[array([-0.12485338, -0.4080771 , -3.05647911,  0.59494522,  0.52552301,
        0.56851936])]"
moveabsj,"[array([-854.25633903, -359.46710905,  649.63612958])]","[array([-0.1178917 , -0.42950478, -3.07813284,  0.59896067,  0.50832055,
        0.56926474])]"
moveabsj,"[array([-850.30839677, -366.71628616,  613.46109557])]","[array([-0.11137315, -0.45577757, -3.10407999,  0.60388752,  0.48788985,
        0.57001349])]"
moveabsj,"[array([-844.47472147, -373.81195962,  573.10575593])]","[array([-0.10543804, -0.48612543, -3.13301177,  0.6096365 ,  0.46468189,
        0.57070416])]"
moveabsj,"[array([-836.40577327, -380.69163618,  531.15297229])]","[array([-0.10009138, -0.51892424, -3.16328861,  0.61536082,  0.44004077,
        0.57177107])]"
moveabsj,"[array([-826.38942553, -387.36453626,  490.94588045])]","[array([-0.09513347, -0.55164189, -3.19246442,  0.62088435,  0.41529506,
        0.57264414])]"
moveabsj,"[array([-815.24664848, -393.83206873,  455.27081626])]","[array([-0.09032812, -0.58179741, -3.21848137,  0.62562525,  0.39216467,
        0.57317349])]"
moveabsj,"[array([-804.05772599, -400.0867296 ,  426.01516957])]","[array([-0.08544106, -0.60727543, -3.23996745,  0.62896783,  0.37233285,
        0.57345821])]"
moveabsj,"[array([-793.91452936, -406.12293972,  404.24254862])]","[array([-0.08026629, -0.62649977, -3.25606815,  0.63060415,  0.35708351,
        0.57353596])]"
moveabsj,"[array([-785.83564091, -411.93912392,  390.67875564])]","[array([-0.07462743, -0.63820309, -3.26603575,  0.63075121,  0.34729974,
        0.57305487])]"
moveabsj,"[array([-780.71189203, -417.4659082 ,  385.83801088])]","[array([-0.06850755, -0.6416391 , -3.26904476,  0.62900674,  0.34394452,
        0.57228164])]"
moveabsj,"[array([-779.05975908, -422.68744047,  390.63467474])]","[array([-0.06188414, -0.63553174, -3.26450116,  0.62586184,  0.34745217,
        0.57052734])]"
moveabsj,"[array([-780.88526882, -427.58096246,  405.82557642])]","[array([-0.05487119, -0.61919046, -3.25197232,  0.62101836,  0.35806293,
        0.56776367])]"
moveabsj,"[array([-785.59000337, -432.39924118,  431.54729299])]","[array([-0.0472492 , -0.59331772, -3.23114354,  0.61347573,  0.37628335,
        0.56478227])]"
moveabsj,"[array([-791.75692707, -437.36425181,  468.18294886])]","[array([-0.03900784, -0.55808401, -3.20213198,  0.6035416 ,  0.40074736,
        0.56077824])]"
moveabsj,"[array([-797.43884029, -442.87198087,  514.14533378])]","[array([-0.02990727, -0.51623354, -3.16580032,  0.59120873,  0.42961244,
        0.55600746])]"
moveabsj,"[array([-800.52200011, -449.06312671,  565.44390254])]","[array([-0.0200665 , -0.47211207, -3.1252206 ,  0.5772365 ,  0.45951059,
        0.55117145])]"
moveabsj,"[array([-799.98129219, -455.64046212,  616.01669821])]","[array([-0.01006424, -0.43102686, -3.08512565,  0.5632555 ,  0.48660889,
        0.5472572 ])]"
moveabsj,"[array([-796.38869898, -462.10612946,  659.76856971])]","[array([-6.03673574e-04, -3.97284531e-01, -3.05039380e+00,  5.51100007e-01,
        5.08148409e-01,  5.44921863e-01])]"
moveabsj,"[array([-791.28305092, -468.24146774,  692.09997025])]","[array([ 0.00804374, -0.37341464, -3.02483371,  0.5422592 ,  0.52288044,
        0.54415987])]"
moveabsj,"[array([-786.23627247, -474.01216134,  709.88536738])]","[array([ 0.01578607, -0.36067665, -3.01126997,  0.53802563,  0.52966952,
        0.54448525])]"
moveabsj,"[array([-782.54531564, -479.3286198 ,  710.36077738])]","[array([ 0.02241341, -0.36073878, -3.01204596,  0.53893408,  0.52782837,
        0.54619998])]"
moveabsj,"[array([-780.4263528 , -484.00443963,  692.71445551])]","[array([ 0.02765356, -0.37425368, -3.02800332,  0.54539076,  0.51681241,
        0.54941059])]"
moveabsj,"[array([-778.65586677, -487.92528361,  658.27440897])]","[array([ 0.03141912, -0.40088683, -3.05835667,  0.55646898,  0.49693665,
        0.55511874])]"
moveabsj,"[array([-775.11671513, -491.63294664,  610.49872118])]","[array([ 0.03463588, -0.43962564, -3.09966323,  0.57187737,  0.46821215,
        0.56287244])]"
moveabsj,"[array([-746.16944842, -503.72361396,  460.25180562])]","[array([ 0.04807302, -0.57616415, -3.22845814,  0.62621767,  0.36776087,
        0.58482263])]"
