primitives,points,q_bp
moveabsj,"[array([1687.27711034, -797.92018143, 1281.72771221])]","[array([-0.80942904,  0.21883384,  0.4827262 ,  1.70767659,  1.47161653,
        2.30446792])]"
moveabsj,"[array([1730.32932786, -519.50664023, 1291.70703638])]","[array([-0.67073271,  0.1602682 ,  0.55392723,  1.72698774,  1.47722354,
        2.29469062])]"
moveabsj,"[array([1731.35384009, -503.04641758, 1293.75671051])]","[array([-0.66254011,  0.1565256 ,  0.5578336 ,  1.72882903,  1.47845984,
        2.29324415])]"
moveabsj,"[array([1731.96235622, -486.76892597, 1297.34125922])]","[array([-0.65449819,  0.1524015 ,  0.56157159,  1.73142505,  1.48053085,
        2.29089082])]"
moveabsj,"[array([1732.19538174, -470.67851448, 1302.40467396])]","[array([-0.64658688,  0.1479423 ,  0.56511858,  1.73477092,  1.48340981,
        2.28764222])]"
moveabsj,"[array([1732.0869495 , -454.74554213, 1308.90678617])]","[array([-0.63876955,  0.14318224,  0.56846449,  1.7388797 ,  1.48707911,
        2.28350168])]"
moveabsj,"[array([1731.69169629, -438.9449376 , 1316.79729013])]","[array([-0.63100555,  0.13816997,  0.57155676,  1.74371955,  1.49149093,
        2.27854118])]"
moveabsj,"[array([1731.00923834, -423.21749791, 1325.95777157])]","[array([-0.62324927,  0.13293257,  0.57446767,  1.74932771,  1.49661373,
        2.27271673])]"
moveabsj,"[array([1730.11663611, -407.52466892, 1336.26160734])]","[array([-0.61544493,  0.1275691 ,  0.57713436,  1.75564277,  1.50238598,
        2.26611601])]"
moveabsj,"[array([1729.06576881, -391.80836699, 1347.5520411 ])]","[array([-0.60754142,  0.12210553,  0.57951069,  1.7625095 ,  1.50863891,
        2.2589861 ])]"
moveabsj,"[array([1727.88440483, -376.00293305, 1359.54423084])]","[array([-0.59948359,  0.11667163,  0.5816818 ,  1.76992166,  1.51534828,
        2.25126217])]"
moveabsj,"[array([1726.61559748, -360.06464301, 1371.94971726])]","[array([-0.59123788,  0.11133501,  0.58365096,  1.7776856 ,  1.52234203,
        2.24317809])]"
moveabsj,"[array([1725.28389262, -343.95765815, 1384.4191115 ])]","[array([-0.58278541,  0.10617838,  0.58547508,  1.78561827,  1.52947435,
        2.23491002])]"
moveabsj,"[array([1723.91594951, -327.65227434, 1396.5819399 ])]","[array([-0.5741228 ,  0.10124966,  0.58720047,  1.79345386,  1.53653199,
        2.22674857])]"
moveabsj,"[array([1722.48106672, -311.16540273, 1408.03811803])]","[array([-0.56529047,  0.09659449,  0.58896937,  1.80099372,  1.54338254,
        2.21884915])]"
moveabsj,"[array([1720.95370757, -294.55237872, 1418.40018028])]","[array([-0.55636048,  0.09222319,  0.59089436,  1.80796656,  1.54983706,
        2.21147558])]"
moveabsj,"[array([1719.27515683, -277.86174748, 1427.31431156])]","[array([-0.54741429,  0.08810286,  0.59313405,  1.81413481,  1.55573128,
        2.20485096])]"
moveabsj,"[array([1717.36812791, -261.17853341, 1434.4600047 ])]","[array([-0.53856392,  0.08416631,  0.59584918,  1.8192513 ,  1.5608948 ,
        2.19922274])]"
moveabsj,"[array([1715.15671946, -244.61605155, 1439.57028888])]","[array([-0.52994046,  0.08032763,  0.59916897,  1.82305993,  1.5651535 ,
        2.19487622])]"
moveabsj,"[array([1712.50750725, -228.28698992, 1442.35926294])]","[array([-0.52169185,  0.07641693,  0.60331022,  1.82531107,  1.56828123,
        2.19211578])]"
moveabsj,"[array([1709.32683515, -212.33959459, 1442.48985587])]","[array([-0.5139502 ,  0.07247516,  0.60849759,  1.82593096,  1.5703065 ,
        2.19087939])]"
moveabsj,"[array([1705.547872  , -196.84971233, 1439.73771104])]","[array([-0.50684595,  0.06825649,  0.61477336,  1.8244557 ,  1.57077398,
        2.19188785])]"
moveabsj,"[array([1701.10476725, -181.94425006, 1433.61683718])]","[array([-0.50049113,  0.06382973,  0.62236495,  1.82072805,  1.56958708,
        2.19519683])]"
moveabsj,"[array([1696.0285999 , -167.64960684, 1423.74604562])]","[array([-0.4949289 ,  0.0591331 ,  0.6312867 ,  1.81436431,  1.56629691,
        2.2014201 ])]"
moveabsj,"[array([1690.38824284, -153.94139083, 1409.60814351])]","[array([-0.49012361,  0.05428366,  0.6415905 ,  1.80512288,  1.56056201,
        2.2109178 ])]"
moveabsj,"[array([1684.43232499, -140.58130927, 1390.61204849])]","[array([-0.48582166,  0.04977871,  0.65316097,  1.79290824,  1.55225398,
        2.22366858])]"
moveabsj,"[array([1678.50426802, -127.21582892, 1366.61579211])]","[array([-0.48164511,  0.04574646,  0.66553746,  1.77744887,  1.54065017,
        2.24052151])]"
moveabsj,"[array([1673.03077288, -113.31928981, 1337.89961929])]","[array([-0.47696758,  0.04267497,  0.67817119,  1.75920714,  1.52571188,
        2.26124514])]"
moveabsj,"[array([1668.54628558,  -98.34660705, 1305.64157972])]","[array([-0.47105843,  0.04102669,  0.69018029,  1.73913938,  1.50779039,
        2.2851333 ])]"
moveabsj,"[array([1665.25944529,  -82.05749573, 1272.17860747])]","[array([-0.4634735 ,  0.04081463,  0.70079624,  1.7188306 ,  1.48802636,
        2.31070605])]"
moveabsj,"[array([1663.08557597,  -64.52157784, 1240.17323798])]","[array([-0.45417847,  0.04180234,  0.70960723,  1.70003735,  1.46819838,
        2.33568771])]"
moveabsj,"[array([1661.47364424,  -46.20635093, 1212.11906722])]","[array([-0.4437144 ,  0.04333869,  0.71672068,  1.68414005,  1.45036402,
        2.3577904 ])]"
moveabsj,"[array([1659.55390236,  -27.83108159, 1189.79807749])]","[array([-0.43297998,  0.0442551 ,  0.72264656,  1.67161603,  1.43590452,
        2.37586718])]"
moveabsj,"[array([1656.45129861,  -10.08112089, 1173.9558818 ])]","[array([-0.42286542,  0.04351604,  0.72803061,  1.66220268,  1.42559731,
        2.38957601])]"
moveabsj,"[array([1651.448309  ,    6.48050008, 1164.66097685])]","[array([-0.41407646,  0.04049074,  0.73369264,  1.65582999,  1.4200194 ,
        2.39831472])]"
moveabsj,"[array([1644.18379759,   21.33786307, 1162.32321295])]","[array([-0.40716973,  0.03490387,  0.73995942,  1.65263545,  1.41997896,
        2.40145549])]"
moveabsj,"[array([1634.47296629,   33.99085877, 1166.87260248])]","[array([-0.40256811,  0.02722944,  0.7476875 ,  1.65406164,  1.42676439,
        2.39623606])]"
moveabsj,"[array([1622.6692401 ,   44.18257923, 1179.29206016])]","[array([-0.4002546 ,  0.01678561,  0.75601789,  1.65957517,  1.43961347,
        2.38430498])]"
moveabsj,"[array([1609.35435414,   52.27860531, 1201.0682765 ])]","[array([-0.39967236,  0.00351433,  0.76411711,  1.67013055,  1.45869336,
        2.36556707])]"
moveabsj,"[array([1595.75448035,   58.95236067, 1232.20468513])]","[array([-0.39965839, -0.0108405 ,  0.77134545,  1.6878066 ,  1.48433418,
        2.33784424])]"
moveabsj,"[array([1583.4375684 ,   65.6740572 , 1271.83512577])]","[array([-0.39824965, -0.02532777,  0.77592472,  1.71208767,  1.51379968,
        2.30425532])]"
moveabsj,"[array([1573.89289315,   73.84452773, 1315.67659509])]","[array([-0.39372077, -0.03802431,  0.77698239,  1.74097592,  1.54318887,
        2.26872498])]"
moveabsj,"[array([1567.4631042 ,   84.28317218, 1357.24901916])]","[array([-0.3857155 , -0.04778238,  0.7750772 ,  1.76998168,  1.56826022,
        2.23659013])]"
moveabsj,"[array([1562.95208278,   96.81940497, 1390.84225297])]","[array([-0.37549007, -0.05452039,  0.77243286,  1.79477672,  1.58735498,
        2.21086485])]"
moveabsj,"[array([1558.29685272,  110.64922358, 1413.65114815])]","[array([-0.36499036, -0.0597416 ,  0.77153748,  1.81226442,  1.60048025,
        2.19321713])]"
moveabsj,"[array([1551.51663528,  124.48238899, 1424.29908094])]","[array([-0.35608588, -0.06478577,  0.77491922,  1.8213216 ,  1.60883359,
        2.18312286])]"
moveabsj,"[array([1541.53343671,  137.13922969, 1422.25557693])]","[array([-0.35038158, -0.07150636,  0.78334249,  1.81975948,  1.61148044,
        2.18322083])]"
moveabsj,"[array([1528.68085806,  147.95545331, 1406.73681225])]","[array([-0.34839799, -0.0799271 ,  0.79674285,  1.80685781,  1.60747573,
        2.1947088 ])]"
moveabsj,"[array([1514.59007706,  157.43466749, 1377.237122  ])]","[array([-0.34899473, -0.08779555,  0.81403744,  1.78390713,  1.59672332,
        2.21642739])]"
moveabsj,"[array([1501.59002785,  167.38674006, 1334.01775235])]","[array([-0.34968788, -0.09359944,  0.83276572,  1.75184803,  1.57636878,
        2.24988676])]"
moveabsj,"[array([1469.11067627,  202.29045469, 1190.39789891])]","[array([-0.33966482, -0.10697557,  0.87768057,  1.64566976,  1.48406511,
        2.38480137])]"
