primitives,points,q_bp
moveabsj,"[array([-922.82164472, -101.38989764,  508.84135365])]","[array([-0.39927583, -0.5267815 , -3.18508167,  0.63984755,  0.51954436,
        0.54006887])]"
moveabsj,"[array([-904.11425853, -207.93841663,  524.40315946])]","[array([-0.28806487, -0.51240547, -3.15979599,  0.62369348,  0.50231599,
        0.53209784])]"
moveabsj,"[array([-902.69786995, -214.12492758,  527.04690091])]","[array([-0.28151201, -0.51024455, -3.15722572,  0.62186298,  0.50186722,
        0.53235364])]"
moveabsj,"[array([-901.4283834 , -220.34705895,  531.39611747])]","[array([-0.27473795, -0.50683945, -3.15361054,  0.61988417,  0.50226938,
        0.53281887])]"
moveabsj,"[array([-900.28659641, -226.57807023,  537.48285322])]","[array([-0.26779418, -0.50218634, -3.14890848,  0.61776333,  0.50345958,
        0.53348397])]"
moveabsj,"[array([-899.24752302, -232.81365173,  545.30392324])]","[array([-0.26069579, -0.49632463, -3.14310744,  0.61552905,  0.50543473,
        0.53434151])]"
moveabsj,"[array([-898.27468024, -239.02497719,  554.82807472])]","[array([-0.25350006, -0.4893324 , -3.13620224,  0.61314057,  0.50817614,
        0.53544819])]"
moveabsj,"[array([-897.2929375 , -245.23241034,  566.02940162])]","[array([-0.24619674, -0.48119195, -3.12830155,  0.61072653,  0.51166613,
        0.53671034])]"
moveabsj,"[array([-896.25416828, -251.39347591,  578.80555079])]","[array([-0.23886411, -0.4720509 , -3.11942047,  0.60826683,  0.51583444,
        0.53816192])]"
moveabsj,"[array([-895.09035967, -257.47417773,  592.97460393])]","[array([-0.23157372, -0.462087  , -3.10968142,  0.60570575,  0.52064408,
        0.53988577])]"
moveabsj,"[array([-893.72653706, -263.46819272,  608.35543578])]","[array([-0.22435455, -0.45141288, -3.09923304,  0.60319528,  0.52594959,
        0.54174551])]"
moveabsj,"[array([-892.10389894, -269.3479085 ,  624.64095494])]","[array([-0.21726756, -0.44026925, -3.08827156,  0.6007388 ,  0.53162893,
        0.54375308])]"
