primitives,points,q_bp
moveabsj,"[array([1687.00844486, -796.27592448, 1281.6956753 ])]","[array([-0.80882461,  0.21770398,  0.48416916,  1.70811737,  1.47122572,
        2.30408002])]"
moveabsj,"[array([1730.32921254, -519.50789875, 1291.71108541])]","[array([-0.67072911,  0.16033783,  0.55396599,  1.72712052,  1.47735645,
        2.29447426])]"
moveabsj,"[array([1731.33999098, -503.04674669, 1293.76559517])]","[array([-0.66254039,  0.15657967,  0.55788812,  1.72896662,  1.478592  ,
        2.29302638])]"
moveabsj,"[array([1731.9488565 , -486.77191185, 1297.34600066])]","[array([-0.65449918,  0.15245928,  0.56162729,  1.7315644 ,  1.4806647 ,
        2.29066759])]"
moveabsj,"[array([1732.1881161 , -470.67997961, 1302.40956324])]","[array([-0.64658477,  0.14800662,  0.56516652,  1.73490799,  1.48354539,
        2.28742041])]"
moveabsj,"[array([1732.0858145 , -454.74661339, 1308.91369394])]","[array([-0.63876552,  0.14324659,  0.56849911,  1.73900132,  1.48720499,
        2.28330325])]"
moveabsj,"[array([1731.68496988, -438.94378142, 1316.7942858 ])]","[array([-0.63100114,  0.13823715,  0.57160607,  1.74385222,  1.49162509,
        2.27831926])]"
moveabsj,"[array([1731.01296461, -423.216631  , 1325.95698211])]","[array([-0.62324268,  0.13299965,  0.5744935 ,  1.74943174,  1.49672954,
        2.2725368 ])]"
moveabsj,"[array([1730.12594032, -407.52255615, 1336.26446386])]","[array([-0.61543761,  0.12762473,  0.57714019,  1.75571103,  1.50247291,
        2.26599252])]"
moveabsj,"[array([1729.07342681, -391.80636851, 1347.54264329])]","[array([-0.6075345 ,  0.12216361,  0.57952209,  1.76257427,  1.50872356,
        2.25885861])]"
moveabsj,"[array([1727.89623769, -376.00230286, 1359.53273334])]","[array([-0.59947798,  0.11671953,  0.58167826,  1.76995358,  1.51540407,
        2.25118397])]"
moveabsj,"[array([1726.63166974, -360.06329299, 1371.93901013])]","[array([-0.59123334,  0.11136688,  0.58363056,  1.77767929,  1.52236134,
        2.24316093])]"
moveabsj,"[array([1725.30503583, -343.95281255, 1384.41167098])]","[array([-0.58278129,  0.10618724,  0.58543529,  1.78556663,  1.52944613,
        2.23496907])]"
moveabsj,"[array([1723.93181048, -327.64817418, 1396.56915596])]","[array([-0.57412252,  0.10124193,  0.58716534,  1.79338534,  1.53647968,
        2.22683585])]"
moveabsj,"[array([1722.49482447, -311.16741769, 1408.02301395])]","[array([-0.56529722,  0.0965659 ,  0.58892991,  1.8008966 ,  1.54329353,
        2.21898694])]"
moveabsj,"[array([1720.96309229, -294.55079186, 1418.38636423])]","[array([-0.55636946,  0.09216715,  0.59085699,  1.80784699,  1.54971009,
        2.21166074])]"
moveabsj,"[array([1719.27929606, -277.86213151, 1427.30433278])]","[array([-0.54742939,  0.08801531,  0.59309661,  1.81398893,  1.55556087,
        2.2050937 ])]"
moveabsj,"[array([1717.37002852, -261.17990436, 1434.45962335])]","[array([-0.53858298,  0.08405005,  0.59580872,  1.81908631,  1.56068534,
        2.19951774])]"
moveabsj,"[array([1715.14609333, -244.61978141, 1439.57401486])]","[array([-0.52996775,  0.08016441,  0.59914064,  1.82287168,  1.56488838,
        2.19523674])]"
moveabsj,"[array([1712.48731777, -228.29530553, 1442.3547304 ])]","[array([-0.52172338,  0.07624305,  0.60330329,  1.82513452,  1.56801102,
        2.19246647])]"
moveabsj,"[array([1709.30411132, -212.34245759, 1442.5102885 ])]","[array([-0.51398856,  0.07223183,  0.60846708,  1.82568437,  1.56993702,
        2.19138137])]"
moveabsj,"[array([1705.52282289, -196.85955481, 1439.7537005 ])]","[array([-0.50689178,  0.06798777,  0.61474236,  1.82418377,  1.57036261,
        2.1924428 ])]"
moveabsj,"[array([1701.08140413, -181.95055734, 1433.6689431 ])]","[array([-0.50054301,  0.06347444,  0.62230108,  1.82037818,  1.56904976,
        2.19594175])]"
moveabsj,"[array([1696.00921663, -167.65982503, 1423.79737072])]","[array([-0.49498539,  0.05874469,  0.63120577,  1.8139675 ,  1.56569742,
        2.20225699])]"
moveabsj,"[array([1690.39087074, -153.93905903, 1409.61766849])]","[array([-0.4901688 ,  0.053934  ,  0.64148212,  1.80468461,  1.55996368,
        2.21175907])]"
moveabsj,"[array([1684.46239659, -140.57024172, 1390.6288848 ])]","[array([-0.48585682,  0.04941385,  0.6529917 ,  1.79239528,  1.55158841,
        2.22463693])]"
moveabsj,"[array([1678.56583803, -127.18486297, 1366.62456716])]","[array([-0.48164962,  0.04545398,  0.6653398 ,  1.77696902,  1.54005243,
        2.24140888])]"
moveabsj,"[array([1673.13008798, -113.26991574, 1337.89420386])]","[array([-0.47693044,  0.04257315,  0.6779828 ,  1.75890712,  1.52536668,
        2.26177127])]"
moveabsj,"[array([1668.65309449,  -98.29090413, 1305.62445483])]","[array([-0.47099569,  0.04115549,  0.69007547,  1.73914077,  1.50781728,
        2.28509043])]"
moveabsj,"[array([1665.37676287,  -81.99952296, 1272.17044715])]","[array([-0.46339647,  0.04116375,  0.70078958,  1.71917271,  1.4884217 ,
        2.31006408])]"
moveabsj,"[array([1663.18307551,  -64.47702104, 1240.17138514])]","[array([-0.45411907,  0.04229474,  0.70971834,  1.7006637 ,  1.46888011,
        2.33454952])]"
moveabsj,"[array([1661.52426918,  -46.19214481, 1212.15387337])]","[array([-0.44369487,  0.0437881 ,  0.71690978,  1.68485887,  1.45109037,
        2.3565477 ])]"
moveabsj,"[array([1659.55691456,  -27.84326496, 1189.84656388])]","[array([-0.43299637,  0.04460584,  0.72287489,  1.67229771,  1.43655907,
        2.37471716])]"
moveabsj,"[array([1656.41650607,  -10.1050243 , 1173.98897986])]","[array([-0.42290179,  0.04380141,  0.72830725,  1.66286833,  1.42619448,
        2.38846619])]"
moveabsj,"[array([1651.40540412,    6.45775653, 1164.70302472])]","[array([-0.41412301,  0.04082927,  0.73401262,  1.6566025 ,  1.42072968,
        2.39700914])]"
moveabsj,"[array([1644.12816784,   21.3091205 , 1162.26903316])]","[array([-0.40722835,  0.03540151,  0.7404363 ,  1.65367827,  1.42089533,
        2.39963178])]"
moveabsj,"[array([1634.42793201,   33.9657499 , 1166.86433513])]","[array([-0.40261436,  0.02765605,  0.74810417,  1.65500235,  1.42758048,
        2.39463009])]"
moveabsj,"[array([1622.63601697,   44.18550728, 1179.36978291])]","[array([-0.40027497,  0.01722729,  0.75641238,  1.66057366,  1.44050808,
        2.38265207])]"
moveabsj,"[array([1609.39067576,   52.29798952, 1201.07409564])]","[array([-0.39964593,  0.0041109 ,  0.76451193,  1.67122832,  1.45965405,
        2.3637107 ])]"
moveabsj,"[array([1595.8616773 ,   59.03627319, 1232.25989406])]","[array([-0.39955258, -0.0104687 ,  0.77148898,  1.68846376,  1.48483446,
        2.33684488])]"
moveabsj,"[array([1583.62558917,   65.79119477, 1271.87739919])]","[array([-0.39811453, -0.02534768,  0.7757255 ,  1.71200821,  1.5135029 ,
        2.30460157])]"
moveabsj,"[array([1574.10597644,   73.95009641, 1315.6870584 ])]","[array([-0.39364777, -0.03845872,  0.77652323,  1.74019996,  1.54214514,
        2.27028692])]"
moveabsj,"[array([1567.63544844,   84.3480424 , 1357.22685341])]","[array([-0.385747  , -0.04844989,  0.77455748,  1.76886718,  1.56687806,
        2.23868115])]"
moveabsj,"[array([1563.04086355,   96.85653666, 1390.83952533])]","[array([-0.37559127, -0.05527045,  0.77200132,  1.79367852,  1.58599394,
        2.21292143])]"
moveabsj,"[array([1558.29154097,  110.64010399, 1413.62706041])]","[array([-0.36513118, -0.06044078,  0.77130128,  1.81139889,  1.59935695,
        2.19486716])]"
moveabsj,"[array([1551.45875972,  124.45129474, 1424.33943038])]","[array([-0.35628223, -0.06564501,  0.77467063,  1.82035328,  1.60758885,
        2.18501936])]"
moveabsj,"[array([1541.47137248,  137.09815842, 1422.31891081])]","[array([-0.35060947, -0.07250787,  0.78305024,  1.81866363,  1.61004558,
        2.18541793])]"
moveabsj,"[array([1528.67284048,  147.93654269, 1406.77837508])]","[array([-0.34859727, -0.08094198,  0.79638647,  1.80570336,  1.60593365,
        2.19704448])]"
moveabsj,"[array([1514.68586575,  157.5255134 , 1377.21099233])]","[array([-0.34907652, -0.08881038,  0.81359181,  1.78268788,  1.59497965,
        2.21894709])]"
