primitives,points,q_bp
moveabsj,"[array([1687.07599626, -796.76624687, 1281.70385651])]","[array([-0.80901045,  0.21803544,  0.48375152,  1.70798882,  1.47135007,
        2.3041861 ])]"
moveabsj,"[array([1730.32979888, -519.50647029, 1291.70796141])]","[array([-0.67073039,  0.16030144,  0.55394598,  1.72705083,  1.47728582,
        2.29458768])]"
moveabsj,"[array([1731.34858426, -503.04544271, 1293.76040988])]","[array([-0.66253915,  0.15655177,  0.55785898,  1.72889443,  1.47852159,
        2.293141  ])]"
moveabsj,"[array([1731.95658718, -486.7686173 , 1297.34271489])]","[array([-0.65449746,  0.15242859,  0.56159893,  1.7314919 ,  1.48059315,
        2.29078439])]"
moveabsj,"[array([1732.19352606, -470.68022864, 1302.40674649])]","[array([-0.64658587,  0.14797416,  0.56513898,  1.73483465,  1.4834732 ,
        2.28753886])]"
moveabsj,"[array([1732.08695083, -454.7467449 , 1308.9096284 ])]","[array([-0.63876782,  0.14321348,  0.56848014,  1.73893693,  1.48713855,
        2.28340797])]"
moveabsj,"[array([1731.6884523 , -438.94438397, 1316.79515406])]","[array([-0.63100343,  0.13820211,  0.57158076,  1.74378297,  1.49155468,
        2.2784349 ])]"
moveabsj,"[array([1731.01062578, -423.21552949, 1325.95726365])]","[array([-0.62324539,  0.13296401,  0.57448143,  1.74937848,  1.49666928,
        2.27262934])]"
moveabsj,"[array([1730.12130753, -407.52472717, 1336.2642893 ])]","[array([-0.6154422 ,  0.12759422,  0.57713446,  1.75567133,  1.50242479,
        2.26606376])]"
moveabsj,"[array([1729.06803636, -391.80752196, 1347.54801424])]","[array([-0.60753864,  0.12213219,  0.57951742,  1.76254086,  1.50868001,
        2.25892464])]"
moveabsj,"[array([1727.88802546, -376.00277251, 1359.53976647])]","[array([-0.59948176,  0.11669192,  0.58168137,  1.76993598,  1.51537433,
        2.25122683])]"
moveabsj,"[array([1726.62207917, -360.06580369, 1371.9454432 ])]","[array([-0.59123726,  0.11134921,  0.58364067,  1.77768079,  1.52235114,
        2.2431724 ])]"
moveabsj,"[array([1725.29240115, -343.95571547, 1384.41710816])]","[array([-0.58278438,  0.10618026,  0.58545609,  1.78559179,  1.52946011,
        2.23494154])]"
moveabsj,"[array([1723.92236395, -327.65058533, 1396.57758529])]","[array([-0.5741234 ,  0.10124386,  0.58718326,  1.79341942,  1.53650615,
        2.22679369])]"
moveabsj,"[array([1722.48576816, -311.1665334 , 1408.0318406 ])]","[array([-0.56529432,  0.09657956,  0.58895217,  1.80094833,  1.54334148,
        2.21891376])]"
moveabsj,"[array([1720.95634078, -294.55121083, 1418.39417001])]","[array([-0.55636487,  0.09219588,  0.59087901,  1.8079121 ,  1.54977918,
        2.21156011])]"
moveabsj,"[array([1719.27623349, -277.86166181, 1427.31002816])]","[array([-0.54742139,  0.08806129,  0.59311756,  1.81406739,  1.55565229,
        2.20496352])]"
moveabsj,"[array([1717.36925368, -261.17915027, 1434.460102  ])]","[array([-0.53857281,  0.08411156,  0.5958298 ,  1.81917358,  1.56079596,
        2.19936201])]"
moveabsj,"[array([1715.15325   , -244.61861438, 1439.57271928])]","[array([-0.52995354,  0.08025042,  0.59915308,  1.82296902,  1.56502566,
        2.19505069])]"
moveabsj,"[array([1712.50061375, -228.29163531, 1442.35586816])]","[array([-0.52170599,  0.07633933,  0.6033055 ,  1.82523021,  1.5681562 ,
        2.19227645])]"
moveabsj,"[array([1709.31837642, -212.33999879, 1442.49812758])]","[array([-0.51396695,  0.07236235,  0.60848231,  1.82581536,  1.57013138,
        2.19111493])]"
moveabsj,"[array([1705.53873607, -196.85403281, 1439.74215877])]","[array([-0.50686638,  0.06813365,  0.6147582 ,  1.82432877,  1.57058051,
        2.19214563])]"
moveabsj,"[array([1701.09623875, -181.94541793, 1433.63237803])]","[array([-0.50051378,  0.06367083,  0.62233628,  1.82056399,  1.56933875,
        2.19553622])]"
moveabsj,"[array([1696.02053457, -167.65237325, 1423.75732949])]","[array([-0.4949541 ,  0.05895984,  0.63125279,  1.81417783,  1.56602099,
        2.20179875])]"
moveabsj,"[array([1690.3897085 , -153.93983818, 1409.60997752])]","[array([-0.49014504,  0.05411794,  0.64153938,  1.80491263,  1.56027625,
        2.21131806])]"
moveabsj,"[array([1684.44179259, -140.57817378, 1390.61814083])]","[array([-0.4858403 ,  0.04961081,  0.65308762,  1.79267356,  1.55195335,
        2.2241079 ])]"
moveabsj,"[array([1678.52844675, -127.20400957, 1366.62194572])]","[array([-0.48165124,  0.04560068,  0.66544453,  1.77721439,  1.54036352,
        2.24095287])]"
moveabsj,"[array([1673.07127061, -113.29849222, 1337.89971461])]","[array([-0.47695441,  0.0426172 ,  0.67808303,  1.75905579,  1.52554403,
        2.26150842])]"
moveabsj,"[array([1668.58349935,  -98.32632195, 1305.63303271])]","[array([-0.47103689,  0.04108471,  0.69014183,  1.73914182,  1.50781823,
        2.28509961])]"
moveabsj,"[array([1665.30426348,  -82.0330893 , 1272.17460991])]","[array([-0.46344286,  0.04096927,  0.70079891,  1.71898299,  1.48821198,
        2.31041209])]"
moveabsj,"[array([1663.12646439,  -64.50268159, 1240.16989192])]","[array([-0.45415369,  0.04203644,  0.70966523,  1.70033518,  1.46852868,
        2.33513938])]"
